,IOB
39349,O
39350,B-A1
39351,I-A1
39352,I-A1
39353,B-V
39354,B-AM-MNR
39355,I-AM-MNR
39356,B-AM-TMP
39357,I-AM-TMP
39358,I-AM-TMP
39359,I-AM-TMP
39360,I-AM-TMP
39361,I-AM-TMP
39362,I-AM-TMP
39363,I-AM-TMP
39364,I-AM-TMP
39365,O
39366,O
39367,O
39368,O
39369,O
39370,O
39371,O
39372,O
39373,O
39374,O
39375,O
39376,O
39377,O
39378,O
39379,O
39380,O
39381,O
39382,O
39383,O
39384,O
39385,O
39386,O
39387,O
39388,O
39389,O
39390,B-A1
39391,I-A1
39392,I-A1
39393,O
39394,O
39395,O
39396,O
39397,O
39398,O
39399,O
39400,O
39401,O
39402,O
39403,O
39404,O
39405,O
39406,O
39407,B-V
39408,B-AM-EXT
39409,I-AM-EXT
39410,I-AM-EXT
39411,I-AM-EXT
39412,I-AM-EXT
39413,O
39414,B-AM-ADV
39415,I-AM-ADV
39416,I-AM-ADV
39417,I-AM-ADV
39418,I-AM-ADV
39419,I-AM-ADV
39420,I-AM-ADV
39421,I-AM-ADV
39422,I-AM-ADV
39423,I-AM-ADV
39424,I-AM-ADV
39425,I-AM-ADV
39426,I-AM-ADV
39427,I-AM-ADV
39428,I-AM-ADV
39429,O
39430,O
39431,O
39432,O
39433,O
39434,O
39435,O
39436,O
39437,O
39438,O
39439,O
39440,O
39441,O
39442,O
39443,O
39444,O
39445,O
39446,O
39447,O
39448,O
39449,O
39450,O
39451,O
39452,O
39453,O
39454,B-V
39455,B-A1
39456,I-A1
39457,I-A1
39458,I-A1
39459,I-A1
39460,B-A2
39461,I-A2
39462,I-A2
39463,I-A2
39464,I-A2
39465,I-A2
39466,I-A2
39467,I-A2
39468,I-A2
39469,O
39470,O
39471,O
39472,O
39473,O
39474,O
39475,B-A1
39476,B-V
39477,B-AM-TMP
39478,I-AM-TMP
39479,O
39480,B-AM-TMP
39481,I-AM-TMP
39482,I-AM-TMP
39483,I-AM-TMP
39484,I-AM-TMP
39485,I-AM-TMP
39486,I-AM-TMP
39487,I-AM-TMP
39488,I-AM-TMP
39489,I-AM-TMP
39490,I-AM-TMP
39491,I-AM-TMP
39492,I-AM-TMP
39493,I-AM-TMP
39494,I-AM-TMP
39495,I-AM-TMP
39496,I-AM-TMP
39497,I-AM-TMP
39498,I-AM-TMP
39499,O
39500,O
39501,O
39502,O
39503,O
39504,O
39505,O
39506,O
39507,O
39508,O
39509,O
39510,O
39511,O
39512,O
39513,O
39514,B-AM-TMP
39515,O
39516,B-V
39517,O
39518,B-A1
39519,I-A1
39520,I-A1
39521,I-A1
39522,B-A2
39523,I-A2
39524,I-A2
39525,I-A2
39526,I-A2
39527,I-A2
39528,I-A2
39529,O
39530,B-A0
39531,I-A0
39532,B-V
39533,B-A1
39534,I-A1
39535,I-A1
39536,B-AM-PNC
39537,I-AM-PNC
39538,I-AM-PNC
39539,I-AM-PNC
39540,I-AM-PNC
39541,I-AM-PNC
39542,I-AM-PNC
39543,I-AM-PNC
39544,I-AM-PNC
39545,I-AM-PNC
39546,I-AM-PNC
39547,I-AM-PNC
39548,O
39549,O
39550,O
39551,O
39552,O
39553,O
39554,O
39555,O
39556,O
39557,O
39558,O
39559,O
39560,O
39561,O
39562,O
39563,O
39564,B-V
39565,B-A1
39566,I-A1
39567,I-A1
39568,I-A1
39569,I-A1
39570,I-A1
39571,I-A1
39572,I-A1
39573,I-A1
39574,I-A1
39575,O
39576,O
39577,O
39578,O
39579,O
39580,O
39581,O
39582,O
39583,O
39584,O
39585,O
39586,O
39587,O
39588,O
39589,O
39590,O
39591,O
39592,O
39593,O
39594,O
39595,B-V
39596,B-A1
39597,I-A1
39598,I-A1
39599,B-A2
39600,I-A2
39601,I-A2
39602,O
39603,O
39604,O
39605,O
39606,O
39607,O
39608,O
39609,O
39610,O
39611,B-A0
39612,I-A0
39613,O
39614,O
39615,O
39616,O
39617,O
39618,O
39619,O
39620,O
39621,O
39622,O
39623,O
39624,O
39625,O
39626,O
39627,O
39628,O
39629,O
39630,O
39631,B-V
39632,B-A1
39633,I-A1
39634,O
39635,O
39636,O
39637,O
39638,B-A1
39639,I-A1
39640,O
39641,B-V
39642,O
39643,B-A1
39644,I-A1
39645,I-A1
39646,I-A1
39647,I-A1
39648,I-A1
39649,O
39650,B-V
39651,B-A2
39652,I-A2
39653,I-A2
39654,B-AM-PRD
39655,I-AM-PRD
39656,I-AM-PRD
39657,I-AM-PRD
39658,I-AM-PRD
39659,I-AM-PRD
39660,I-AM-PRD
39661,I-AM-PRD
39662,I-AM-PRD
39663,I-AM-PRD
39664,O
39665,B-A1
39666,I-A1
39667,I-A1
39668,I-A1
39669,B-V
39670,B-AM-EXT
39671,I-AM-EXT
39672,I-AM-EXT
39673,O
39674,B-AM-ADV
39675,I-AM-ADV
39676,I-AM-ADV
39677,I-AM-ADV
39678,I-AM-ADV
39679,I-AM-ADV
39680,I-AM-ADV
39681,I-AM-ADV
39682,I-AM-ADV
39683,I-AM-ADV
39684,O
39685,B-V
39686,B-A2
39687,B-V
39688,B-A1
39689,I-A1
39690,I-A1
39691,B-A2
39692,I-A2
39693,I-A2
39694,I-A2
39695,I-A2
39696,I-A2
39697,I-A2
39698,I-A2
39699,I-A2
39700,I-A2
39701,I-A2
39702,I-A2
39703,I-A2
39704,I-A2
39705,I-A2
39706,I-A2
39707,I-A2
39708,I-A2
39709,I-A2
39710,I-A2
39711,I-A2
39712,I-A2
39713,I-A2
39714,I-A2
39715,I-A2
39716,I-A2
39717,I-A2
39718,I-A2
39719,I-A2
39720,I-A2
39721,I-A2
39722,I-A2
39723,I-A2
39724,I-A2
39725,I-A2
39726,I-A2
39727,I-A2
39728,O
39729,O
39730,O
39731,O
39732,O
39733,O
39734,B-A0
39735,I-A0
39736,I-A0
39737,I-A0
39738,I-A0
39739,I-A0
39740,I-A0
39741,I-A0
39742,I-A0
39743,B-AM-ADV
39744,O
39745,B-V
39746,B-A1
39747,I-A1
39748,I-A1
39749,I-A1
39750,I-A1
39751,I-A1
39752,I-A1
39753,I-A1
39754,I-A1
39755,I-A1
39756,I-A1
39757,I-A1
39758,I-A1
39759,I-A1
39760,I-A1
39761,I-A1
39762,I-A1
39763,I-A1
39764,I-A1
39765,I-A1
39766,I-A1
39767,I-A1
39768,I-A1
39769,I-A1
39770,O
39771,O
39772,O
39773,O
39774,O
39775,O
39776,O
39777,O
39778,B-A0
39779,B-V
39780,B-A1
39781,I-A1
39782,I-A1
39783,I-A1
39784,B-AM-LOC
39785,I-AM-LOC
39786,I-AM-LOC
39787,I-AM-LOC
39788,O
39789,B-V
39790,B-AM-MNR
39791,B-A0
39792,I-A0
39793,I-A0
39794,I-A0
39795,I-A0
39796,I-A0
39797,I-A0
39798,I-A0
39799,I-A0
39800,I-A0
39801,O
39802,B-V
39803,B-AM-LOC
39804,I-AM-LOC
39805,I-AM-LOC
39806,B-A1
39807,I-A1
39808,I-A1
39809,I-A1
39810,I-A1
39811,I-A1
39812,I-A1
39813,I-A1
39814,I-A1
39815,I-A1
39816,I-A1
39817,O
39818,O
39819,O
39820,O
39821,O
39822,O
39823,O
39824,O
39825,O
39826,O
39827,O
39828,O
39829,O
39830,O
39831,O
39832,O
39833,O
39834,O
39835,O
39836,B-A0
39837,O
39838,B-V
39839,B-A1
39840,I-A1
39841,I-A1
39842,I-A1
39843,I-A1
39844,O
39845,O
39846,O
39847,O
39848,O
39849,O
39850,O
39851,O
39852,O
39853,O
39854,O
39855,O
39856,O
39857,O
39858,O
39859,O
39860,O
39861,O
39862,O
39863,O
39864,O
39865,O
39866,B-A1
39867,B-V
39868,B-AM-LOC
39869,I-AM-LOC
39870,I-AM-LOC
39871,O
39872,B-V
39873,B-C-V
39874,B-A1
39875,I-A1
39876,I-A1
39877,I-A1
39878,I-A1
39879,I-A1
39880,I-A1
39881,I-A1
39882,I-A1
39883,I-A1
39884,I-A1
39885,I-A1
39886,I-A1
39887,I-A1
39888,I-A1
39889,I-A1
39890,I-A1
39891,I-A1
39892,O
39893,B-V
39894,B-A1
39895,I-A1
39896,B-A0
39897,I-A0
39898,I-A0
39899,I-A0
39900,I-A0
39901,I-A0
39902,I-A0
39903,I-A0
39904,I-A0
39905,I-A0
39906,I-A0
39907,I-A0
39908,I-A0
39909,I-A0
39910,I-A0
39911,I-A0
39912,I-A0
39913,O
39914,B-A0
39915,I-A0
39916,I-A0
39917,O
39918,B-V
39919,B-A1
39920,I-A1
39921,I-A1
39922,I-A1
39923,I-A1
39924,I-A1
39925,I-A1
39926,I-A1
39927,B-AM-PNC
39928,I-AM-PNC
39929,I-AM-PNC
39930,I-AM-PNC
39931,I-AM-PNC
39932,I-AM-PNC
39933,O
39934,B-A0
39935,I-A0
39936,I-A0
39937,I-A0
39938,I-A0
39939,I-A0
39940,I-A0
39941,I-A0
39942,I-A0
39943,I-A0
39944,I-A0
39945,B-V
39946,B-A1
39947,I-A1
39948,I-A1
39949,I-A1
39950,I-A1
39951,I-A1
39952,I-A1
39953,I-A1
39954,O
39955,B-AM-TMP
39956,O
39957,B-A0
39958,B-V
39959,B-A4
39960,I-A4
39961,I-A4
39962,O
39963,O
39964,O
39965,O
39966,O
39967,O
39968,O
39969,O
39970,O
39971,O
39972,O
39973,O
39974,O
39975,O
39976,B-AM-TMP
39977,O
39978,B-A0
39979,O
39980,O
39981,O
39982,O
39983,O
39984,B-V
39985,B-C-V
39986,B-A1
39987,B-AM-PRD
39988,I-AM-PRD
39989,I-AM-PRD
39990,I-AM-PRD
39991,I-AM-PRD
39992,I-AM-PRD
39993,I-AM-PRD
39994,I-AM-PRD
39995,I-AM-PRD
39996,O
39997,O
39998,O
39999,O
40000,O
40001,O
40002,O
40003,O
40004,O
40005,O
40006,O
40007,O
40008,O
40009,B-V
40010,B-A1
40011,O
40012,B-AM-LOC
40013,I-AM-LOC
40014,I-AM-LOC
40015,I-AM-LOC
40016,O
40017,O
40018,B-AM-TMP
40019,I-AM-TMP
40020,I-AM-TMP
40021,I-AM-TMP
40022,I-AM-TMP
40023,O
40024,B-AM-LOC
40025,I-AM-LOC
40026,I-AM-LOC
40027,I-AM-LOC
40028,I-AM-LOC
40029,I-AM-LOC
40030,I-AM-LOC
40031,I-AM-LOC
40032,I-AM-LOC
40033,I-AM-LOC
40034,I-AM-LOC
40035,I-AM-LOC
40036,B-A0
40037,B-V
40038,B-A1
40039,I-A1
40040,I-A1
40041,I-A1
40042,I-A1
40043,I-A1
40044,I-A1
40045,I-A1
40046,I-A1
40047,I-A1
40048,I-A1
40049,I-A1
40050,I-A1
40051,I-A1
40052,I-A1
40053,I-A1
40054,I-A1
40055,O
40056,O
40057,O
40058,O
40059,O
40060,O
40061,O
40062,O
40063,O
40064,O
40065,O
40066,O
40067,O
40068,O
40069,O
40070,O
40071,O
40072,O
40073,O
40074,B-A0
40075,O
40076,O
40077,O
40078,O
40079,O
40080,O
40081,O
40082,B-V
40083,B-A2
40084,B-A1
40085,I-A1
40086,I-A1
40087,I-A1
40088,O
40089,O
40090,O
40091,O
40092,O
40093,O
40094,B-AM-TMP
40095,I-AM-TMP
40096,I-AM-TMP
40097,I-AM-TMP
40098,I-AM-TMP
40099,O
40100,B-AM-LOC
40101,I-AM-LOC
40102,I-AM-LOC
40103,I-AM-LOC
40104,I-AM-LOC
40105,I-AM-LOC
40106,I-AM-LOC
40107,I-AM-LOC
40108,I-AM-LOC
40109,I-AM-LOC
40110,I-AM-LOC
40111,I-AM-LOC
40112,B-A0
40113,O
40114,O
40115,O
40116,B-AM-TMP
40117,I-AM-TMP
40118,I-AM-TMP
40119,I-AM-TMP
40120,I-AM-TMP
40121,I-AM-TMP
40122,I-AM-TMP
40123,I-AM-TMP
40124,I-AM-TMP
40125,I-AM-TMP
40126,O
40127,B-V
40128,B-AM-LOC
40129,I-AM-LOC
40130,I-AM-LOC
40131,O
40132,O
40133,B-V
40134,B-A1
40135,B-AM-MNR
40136,I-AM-MNR
40137,I-AM-MNR
40138,I-AM-MNR
40139,I-AM-MNR
40140,I-AM-MNR
40141,I-AM-MNR
40142,I-AM-MNR
40143,I-AM-MNR
40144,I-AM-MNR
40145,I-AM-MNR
40146,I-AM-MNR
40147,I-AM-MNR
40148,O
40149,O
40150,O
40151,B-A0
40152,B-V
40153,B-AM-MNR
40154,I-AM-MNR
40155,I-AM-MNR
40156,I-AM-MNR
40157,I-AM-MNR
40158,I-AM-MNR
40159,I-AM-MNR
40160,I-AM-MNR
40161,I-AM-MNR
40162,I-AM-MNR
40163,I-AM-MNR
40164,I-AM-MNR
40165,O
40166,O
40167,B-AM-ADV
40168,O
40169,B-V
40170,B-A1
40171,I-A1
40172,I-A1
40173,I-A1
40174,I-A1
40175,I-A1
40176,I-A1
40177,I-A1
40178,O
40179,O
40180,O
40181,O
40182,O
40183,O
40184,O
40185,O
40186,O
40187,O
40188,O
40189,O
40190,O
40191,O
40192,O
40193,O
40194,O
40195,O
40196,O
40197,O
40198,O
40199,O
40200,B-V
40201,B-A1
40202,I-A1
40203,O
40204,B-V
40205,B-A1
40206,I-A1
40207,I-A1
40208,I-A1
40209,I-A1
40210,I-A1
40211,I-A1
40212,I-A1
40213,I-A1
40214,O
40215,O
40216,B-A1
40217,I-A1
40218,B-V
40219,B-A2
40220,I-A2
40221,O
40222,B-A1
40223,B-V
40224,B-A2
40225,I-A2
40226,I-A2
40227,I-A2
40228,I-A2
40229,I-A2
40230,I-A2
40231,I-A2
40232,I-A2
40233,I-A2
40234,I-A2
40235,O
40236,O
40237,O
40238,O
40239,O
40240,O
40241,O
40242,O
40243,O
40244,O
40245,O
40246,B-A1
40247,O
40248,O
40249,O
40250,O
40251,O
40252,O
40253,O
40254,O
40255,O
40256,O
40257,O
40258,O
40259,O
40260,O
40261,B-V
40262,B-A4
40263,I-A4
40264,I-A4
40265,B-AM-TMP
40266,I-AM-TMP
40267,I-AM-TMP
40268,I-AM-TMP
40269,O
40270,B-AM-LOC
40271,I-AM-LOC
40272,I-AM-LOC
40273,I-AM-LOC
40274,I-AM-LOC
40275,I-AM-LOC
40276,I-AM-LOC
40277,I-AM-LOC
40278,I-AM-LOC
40279,I-AM-LOC
40280,I-AM-LOC
40281,I-AM-LOC
40282,I-AM-LOC
40283,I-AM-LOC
40284,I-AM-LOC
40285,O
40286,B-AM-TMP
40287,B-A0
40288,I-A0
40289,I-A0
40290,B-V
40291,O
40292,B-A1
40293,O
40294,B-V
40295,B-AM-TMP
40296,B-AM-LOC
40297,I-AM-LOC
40298,I-AM-LOC
40299,I-AM-LOC
40300,I-AM-LOC
40301,I-AM-LOC
40302,I-AM-LOC
40303,I-AM-LOC
40304,I-AM-LOC
40305,B-AM-PNC
40306,I-AM-PNC
40307,I-AM-PNC
40308,I-AM-PNC
40309,O
40310,O
40311,O
40312,O
40313,O
40314,O
40315,O
40316,O
40317,O
40318,O
40319,O
40320,O
40321,O
40322,O
40323,O
40324,B-V
40325,B-A1
40326,I-A1
40327,O
40328,B-A0
40329,B-V
40330,B-A1
40331,I-A1
40332,I-A1
40333,I-A1
40334,I-A1
40335,B-A0
40336,I-A0
40337,B-V
40338,B-A1
40339,I-A1
40340,B-AM-PRD
40341,I-AM-PRD
40342,I-AM-PRD
40343,I-AM-PRD
40344,I-AM-PRD
40345,I-AM-PRD
40346,B-AM-LOC
40347,I-AM-LOC
40348,I-AM-LOC
40349,I-AM-LOC
40350,I-AM-LOC
40351,I-AM-LOC
40352,B-AM-TMP
40353,I-AM-TMP
40354,I-AM-TMP
40355,I-AM-TMP
40356,O
40357,B-A1
40358,I-A1
40359,I-A1
40360,I-A1
40361,I-A1
40362,O
40363,B-V
40364,B-A0
40365,I-A0
40366,I-A0
40367,I-A0
40368,I-A0
40369,I-A0
40370,I-A0
40371,I-A0
40372,I-A0
40373,I-A0
40374,I-A0
40375,I-A0
40376,I-A0
40377,I-A0
40378,I-A0
40379,I-A0
40380,I-A0
40381,O
40382,O
40383,O
40384,O
40385,O
40386,O
40387,O
40388,O
40389,O
40390,O
40391,O
40392,O
40393,O
40394,O
40395,O
40396,O
40397,O
40398,B-A0
40399,I-A0
40400,I-A0
40401,B-V
40402,B-A1
40403,I-A1
40404,I-A1
40405,I-A1
40406,I-A1
40407,I-A1
40408,B-AM-LOC
40409,I-AM-LOC
40410,I-AM-LOC
40411,O
40412,B-AM-TMP
40413,I-AM-TMP
40414,I-AM-TMP
40415,O
40416,B-A0
40417,I-A0
40418,I-A0
40419,B-V
40420,B-A1
40421,I-A1
40422,I-A1
40423,I-A1
40424,I-A1
40425,B-C-A1
40426,I-C-A1
40427,I-C-A1
40428,O
40429,B-AM-TMP
40430,I-AM-TMP
40431,I-AM-TMP
40432,O
40433,B-A0
40434,I-A0
40435,O
40436,B-V
40437,B-A1
40438,I-A1
40439,B-A2
40440,I-A2
40441,I-A2
40442,B-AM-LOC
40443,I-AM-LOC
40444,I-AM-LOC
40445,I-AM-LOC
40446,I-AM-LOC
40447,I-AM-LOC
40448,I-AM-LOC
40449,I-AM-LOC
40450,I-AM-LOC
40451,I-AM-LOC
40452,I-AM-LOC
40453,I-AM-LOC
40454,I-AM-LOC
40455,I-AM-LOC
40456,I-AM-LOC
40457,O
40458,O
40459,O
40460,O
40461,O
40462,O
40463,O
40464,O
40465,O
40466,O
40467,O
40468,O
40469,O
40470,O
40471,O
40472,O
40473,O
40474,O
40475,O
40476,O
40477,O
40478,O
40479,O
40480,O
40481,B-A1
40482,O
40483,B-V
40484,B-AM-PNC
40485,I-AM-PNC
40486,O
40487,O
40488,O
40489,O
40490,O
40491,O
40492,O
40493,B-A0
40494,I-A0
40495,I-A0
40496,B-V
40497,B-A1
40498,I-A1
40499,I-A1
40500,O
40501,B-A2
40502,I-A2
40503,I-A2
40504,I-A2
40505,I-A2
40506,O
40507,B-A1
40508,I-A1
40509,I-A1
40510,I-A1
40511,I-A1
40512,B-V
40513,B-AM-LOC
40514,I-AM-LOC
40515,I-AM-LOC
40516,I-AM-LOC
40517,I-AM-LOC
40518,I-AM-LOC
40519,B-AM-TMP
40520,I-AM-TMP
40521,I-AM-TMP
40522,I-AM-TMP
40523,I-AM-TMP
40524,O
40525,B-A0
40526,B-V
40527,B-AM-TMP
40528,I-AM-TMP
40529,I-AM-TMP
40530,B-AM-LOC
40531,I-AM-LOC
40532,B-A0
40533,B-V
40534,B-AM-TMP
40535,I-AM-TMP
40536,I-AM-TMP
40537,I-AM-TMP
40538,I-AM-TMP
40539,B-AM-LOC
40540,I-AM-LOC
40541,O
40542,B-AM-DIR
40543,I-AM-DIR
40544,I-AM-DIR
40545,O
40546,O
40547,O
40548,O
40549,O
40550,O
40551,O
40552,O
40553,O
40554,O
40555,O
40556,B-V
40557,B-A3
40558,I-A3
40559,O
40560,B-A0
40561,I-A0
40562,B-V
40563,B-A1
40564,I-A1
40565,I-A1
40566,I-A1
40567,I-A1
40568,I-A1
40569,I-A1
40570,I-A1
40571,I-A1
40572,I-A1
40573,I-A1
40574,O
40575,O
40576,O
40577,O
40578,O
40579,O
40580,B-A0
40581,B-A1
40582,B-V
40583,B-A2
40584,I-A2
40585,I-A2
40586,I-A2
40587,I-A2
40588,I-A2
40589,O
40590,O
40591,O
40592,O
40593,O
40594,O
40595,O
40596,O
40597,O
40598,O
40599,B-AM-NEG
40600,B-V
40601,B-A1
40602,I-A1
40603,I-A1
40604,O
40605,O
40606,B-AM-NEG
40607,B-V
40608,B-A1
40609,I-A1
40610,I-A1
40611,I-A1
40612,I-A1
40613,I-A1
40614,I-A1
40615,I-A1
40616,I-A1
40617,B-AM-PRD
40618,I-AM-PRD
40619,I-AM-PRD
40620,I-AM-PRD
40621,O
40622,O
40623,O
40624,O
40625,O
40626,O
40627,O
40628,O
40629,O
40630,O
40631,O
40632,O
40633,O
40634,O
40635,O
40636,O
40637,O
40638,O
40639,O
40640,O
40641,O
40642,O
40643,O
40644,O
40645,O
40646,O
40647,O
40648,O
40649,O
40650,O
40651,O
40652,O
40653,O
40654,O
40655,O
40656,O
40657,B-A0
40658,B-V
40659,B-AM-TMP
40660,B-A2
40661,I-A2
40662,O
40663,B-A1
40664,I-A1
40665,O
40666,B-V
40667,B-A0
40668,O
40669,B-C-A1
40670,I-C-A1
40671,I-C-A1
40672,I-C-A1
40673,I-C-A1
40674,I-C-A1
40675,I-C-A1
40676,I-C-A1
40677,I-C-A1
40678,O
40679,B-A1
40680,I-A1
40681,O
40682,O
40683,O
40684,O
40685,B-V
40686,B-AM-TMP
40687,I-AM-TMP
40688,O
40689,O
40690,O
40691,O
40692,O
40693,O
40694,O
40695,B-A1
40696,I-A1
40697,O
40698,O
40699,O
40700,O
40701,O
40702,O
40703,O
40704,O
40705,B-AM-ADV
40706,O
40707,B-V
40708,B-AM-TMP
40709,I-AM-TMP
40710,O
40711,B-A0
40712,B-V
40713,B-A1
40714,I-A1
40715,I-A1
40716,I-A1
40717,I-A1
40718,I-A1
40719,I-A1
40720,I-A1
40721,I-A1
40722,I-A1
40723,O
40724,O
40725,O
40726,O
40727,B-A0
40728,I-A0
40729,I-A0
40730,I-A0
40731,I-A0
40732,B-AM-NEG
40733,B-V
40734,B-A1
40735,I-A1
40736,O
40737,B-A0
40738,B-V
40739,B-A1
40740,I-A1
40741,I-A1
40742,I-A1
40743,I-A1
40744,I-A1
40745,I-A1
40746,I-A1
40747,I-A1
40748,I-A1
40749,O
40750,O
40751,O
40752,O
40753,B-A1
40754,I-A1
40755,O
40756,B-V
40757,B-AM-TMP
40758,I-AM-TMP
40759,I-AM-TMP
40760,I-AM-TMP
40761,I-AM-TMP
40762,O
40763,B-AM-DIS
40764,I-AM-DIS
40765,O
40766,B-A1
40767,I-A1
40768,I-A1
40769,I-A1
40770,I-A1
40771,O
40772,B-V
40773,B-AM-TMP
40774,I-AM-TMP
40775,I-AM-TMP
40776,O
40777,B-A1
40778,I-A1
40779,I-A1
40780,I-A1
40781,I-A1
40782,I-A1
40783,I-A1
40784,I-A1
40785,I-A1
40786,I-A1
40787,B-V
40788,B-A2
40789,I-A2
40790,I-A2
40791,I-A2
40792,I-A2
40793,I-A2
40794,I-A2
40795,O
40796,O
40797,O
40798,B-V
40799,B-A1
40800,I-A1
40801,I-A1
40802,I-A1
40803,I-A1
40804,I-A1
40805,B-AM-MNR
40806,I-AM-MNR
40807,I-AM-MNR
40808,I-AM-MNR
40809,I-AM-MNR
40810,I-AM-MNR
40811,I-AM-MNR
40812,O
40813,B-AM-PRD
40814,I-AM-PRD
40815,I-AM-PRD
40816,I-AM-PRD
40817,I-AM-PRD
40818,I-AM-PRD
40819,I-AM-PRD
40820,O
40821,O
40822,O
40823,O
40824,O
40825,O
40826,O
40827,O
40828,O
40829,O
40830,O
40831,O
40832,O
40833,O
40834,O
40835,O
40836,O
40837,O
40838,B-V
40839,O
40840,B-A1
40841,I-A1
40842,I-A1
40843,I-A1
40844,I-A1
40845,O
40846,B-A1
40847,B-V
40848,B-A2
40849,I-A2
40850,I-A2
40851,I-A2
40852,I-A2
40853,I-A2
40854,I-A2
40855,I-A2
40856,I-A2
40857,I-A2
40858,O
40859,B-A0
40860,I-A0
40861,I-A0
40862,B-V
40863,B-A1
40864,I-A1
40865,B-A4
40866,I-A4
40867,I-A4
40868,I-A4
40869,I-A4
40870,I-A4
40871,I-A4
40872,I-A4
40873,O
40874,O
40875,O
40876,O
40877,O
40878,O
40879,O
40880,O
40881,B-A0
40882,B-V
40883,B-A3
40884,I-A3
40885,I-A3
40886,I-A3
40887,I-A3
40888,I-A3
40889,I-A3
40890,I-A3
40891,I-A3
40892,I-A3
40893,I-A3
40894,I-A3
40895,I-A3
40896,I-A3
40897,I-A3
40898,I-A3
40899,I-A3
40900,I-A3
40901,I-A3
40902,I-A3
40903,I-A3
40904,I-A3
40905,O
40906,O
40907,O
40908,O
40909,O
40910,O
40911,O
40912,O
40913,O
40914,O
40915,O
40916,O
40917,B-A0
40918,I-A0
40919,I-A0
40920,I-A0
40921,I-A0
40922,I-A0
40923,I-A0
40924,I-A0
40925,I-A0
40926,I-A0
40927,I-A0
40928,I-A0
40929,I-A0
40930,I-A0
40931,I-A0
40932,I-A0
40933,I-A0
40934,I-A0
40935,I-A0
40936,I-A0
40937,I-A0
40938,I-A0
40939,I-A0
40940,I-A0
40941,I-A0
40942,I-A0
40943,I-A0
40944,I-A0
40945,I-A0
40946,I-A0
40947,I-A0
40948,B-V
40949,B-A1
40950,I-A1
40951,B-A2
40952,I-A2
40953,I-A2
40954,I-A2
40955,I-A2
40956,I-A2
40957,I-A2
40958,I-A2
40959,O
40960,B-A0
40961,I-A0
40962,I-A0
40963,I-A0
40964,I-A0
40965,I-A0
40966,B-V
40967,B-A1
40968,O
40969,B-AM-TMP
40970,O
40971,B-A0
40972,I-A0
40973,I-A0
40974,I-A0
40975,I-A0
40976,I-A0
40977,I-A0
40978,I-A0
40979,I-A0
40980,B-V
40981,B-A1
40982,I-A1
40983,I-A1
40984,O
40985,B-A1
40986,I-A1
40987,I-A1
40988,B-V
40989,B-AM-TMP
40990,I-AM-TMP
40991,B-A2
40992,I-A2
40993,I-A2
40994,I-A2
40995,I-A2
40996,I-A2
40997,I-A2
40998,I-A2
40999,I-A2
41000,I-A2
41001,I-A2
41002,I-A2
41003,I-A2
41004,O
41005,O
41006,B-AM-NEG
41007,I-AM-NEG
41008,O
41009,O
41010,B-AM-MNR
41011,B-V
41012,O
41013,B-A1
41014,I-A1
41015,I-A1
41016,I-A1
41017,I-A1
41018,I-A1
41019,I-A1
41020,I-A1
41021,I-A1
41022,I-A1
41023,O
41024,O
41025,O
41026,O
41027,O
41028,O
41029,O
41030,O
41031,O
41032,O
41033,O
41034,O
41035,O
41036,O
41037,O
41038,O
41039,O
41040,O
41041,O
41042,O
41043,O
41044,O
41045,O
41046,O
41047,O
41048,B-AM-ADV
41049,I-AM-ADV
41050,I-AM-ADV
41051,I-AM-ADV
41052,I-AM-ADV
41053,I-AM-ADV
41054,I-AM-ADV
41055,O
41056,B-A1
41057,I-A1
41058,I-A1
41059,I-A1
41060,I-A1
41061,I-A1
41062,I-A1
41063,I-A1
41064,I-A1
41065,I-A1
41066,B-V
41067,B-C-V
41068,B-AM-TMP
41069,I-AM-TMP
41070,B-AM-MNR
41071,I-AM-MNR
41072,O
41073,B-AM-MNR
41074,I-AM-MNR
41075,I-AM-MNR
41076,I-AM-MNR
41077,I-AM-MNR
41078,I-AM-MNR
41079,I-AM-MNR
41080,I-AM-MNR
41081,I-AM-MNR
41082,I-AM-MNR
41083,I-AM-MNR
41084,I-AM-MNR
41085,I-AM-MNR
41086,I-AM-MNR
41087,I-AM-MNR
41088,I-AM-MNR
41089,I-AM-MNR
41090,O
41091,O
41092,O
41093,O
41094,O
41095,O
41096,O
41097,O
41098,O
41099,O
41100,O
41101,O
41102,O
41103,O
41104,O
41105,O
41106,O
41107,O
41108,O
41109,O
41110,O
41111,O
41112,O
41113,O
41114,O
41115,O
41116,B-V
41117,B-A1
41118,B-AM-PNC
41119,I-AM-PNC
41120,I-AM-PNC
41121,I-AM-PNC
41122,I-AM-PNC
41123,I-AM-PNC
41124,I-AM-PNC
41125,I-AM-PNC
41126,I-AM-PNC
41127,I-AM-PNC
41128,I-AM-PNC
41129,I-AM-PNC
41130,I-AM-PNC
41131,I-AM-PNC
41132,I-AM-PNC
41133,O
41134,O
41135,O
41136,O
41137,O
41138,O
41139,O
41140,O
41141,O
41142,O
41143,O
41144,O
41145,O
41146,O
41147,O
41148,O
41149,O
41150,O
41151,O
41152,O
41153,O
41154,O
41155,O
41156,O
41157,O
41158,O
41159,O
41160,O
41161,O
41162,O
41163,B-A0
41164,I-A0
41165,O
41166,O
41167,B-V
41168,B-AM-MNR
41169,I-AM-MNR
