,IOB
14933,I-A1
14934,I-A1
14935,I-A1
14936,I-A1
14937,B-A3
14938,I-A3
14939,I-A3
14940,I-A3
14941,I-A3
14942,I-A3
14943,I-A3
14944,I-A3
14945,O
14946,O
14947,O
14948,O
14949,O
14950,O
14951,O
14952,O
14953,O
14954,O
14955,O
14956,O
14957,O
14958,O
14959,O
14960,B-A0
14961,B-V
14962,B-C-V
14963,B-A1
14964,I-A1
14965,I-A1
14966,I-A1
14967,O
14968,O
14969,O
14970,O
14971,O
14972,O
14973,O
14974,O
14975,O
14976,O
14977,O
14978,O
14979,O
14980,O
14981,O
14982,O
14983,O
14984,O
14985,O
14986,B-V
14987,B-A1
14988,I-A1
14989,O
14990,B-AM-TMP
14991,O
14992,B-V
14993,B-A1
14994,I-A1
14995,I-A1
14996,I-A1
14997,I-A1
14998,I-A1
14999,I-A1
15000,I-A1
15001,I-A1
15002,I-A1
15003,I-A1
15004,I-A1
15005,O
15006,O
15007,O
15008,O
15009,O
15010,O
15011,O
15012,O
15013,O
15014,O
15015,O
15016,O
15017,B-A1
15018,O
15019,B-V
15020,B-AM-MNR
15021,O
15022,O
15023,O
15024,O
15025,O
15026,O
15027,O
15028,B-V
15029,B-A1
15030,I-A1
15031,I-A1
15032,I-A1
15033,I-A1
15034,O
15035,O
15036,O
15037,B-V
15038,B-A1
15039,I-A1
15040,I-A1
15041,I-A1
15042,I-A1
15043,I-A1
15044,I-A1
15045,I-A1
15046,I-A1
15047,I-A1
15048,I-A1
15049,I-A1
15050,I-A1
15051,I-A1
15052,I-A1
15053,I-A1
15054,O
15055,O
15056,O
15057,O
15058,O
15059,O
15060,O
15061,O
15062,O
15063,B-A0
15064,B-V
15065,B-A1
15066,I-A1
15067,I-A1
15068,I-A1
15069,I-A1
15070,I-A1
15071,I-A1
15072,I-A1
15073,I-A1
15074,O
15075,O
15076,O
15077,O
15078,O
15079,O
15080,O
15081,O
15082,O
15083,O
15084,O
15085,B-V
15086,B-A1
15087,I-A1
15088,I-A1
15089,B-A2
15090,I-A2
15091,I-A2
15092,I-A2
15093,I-A2
15094,O
15095,B-A0
15096,I-A0
15097,O
15098,B-AM-DIS
15099,O
15100,B-AM-NEG
15101,B-V
15102,B-A1
15103,I-A1
15104,I-A1
15105,O
15106,B-A0
15107,I-A0
15108,B-V
15109,O
15110,B-A1
15111,I-A1
15112,I-A1
15113,O
15114,O
15115,O
15116,O
15117,O
15118,O
15119,O
15120,O
15121,O
15122,O
15123,O
15124,O
15125,O
15126,O
15127,O
15128,O
15129,O
15130,O
15131,O
15132,O
15133,O
15134,O
15135,B-A0
15136,B-AM-MNR
15137,B-V
15138,B-A1
15139,I-A1
15140,I-A1
15141,I-A1
15142,I-A1
15143,I-A1
15144,I-A1
15145,I-A1
15146,I-A1
15147,I-A1
15148,I-A1
15149,O
15150,O
15151,O
15152,O
15153,O
15154,O
15155,O
15156,O
15157,O
15158,O
15159,O
15160,O
15161,O
15162,O
15163,O
15164,O
15165,O
15166,O
15167,O
15168,O
15169,O
15170,O
15171,O
15172,O
15173,O
15174,O
15175,O
15176,B-V
15177,B-A1
15178,O
15179,O
15180,O
15181,O
15182,O
15183,O
15184,O
15185,O
15186,O
15187,O
15188,O
15189,O
15190,O
15191,O
15192,O
15193,O
15194,O
15195,O
15196,O
15197,O
15198,O
15199,O
15200,O
15201,O
15202,O
15203,O
15204,O
15205,B-A0
15206,O
15207,O
15208,O
15209,O
15210,O
15211,O
15212,O
15213,O
15214,O
15215,B-V
15216,B-A1
15217,B-AM-PNC
15218,I-AM-PNC
15219,O
15220,O
15221,O
15222,O
15223,B-V
15224,B-A1
15225,I-A1
15226,I-A1
15227,B-A4
15228,I-A4
15229,I-A4
15230,O
15231,B-AM-ADV
15232,B-V
15233,B-C-V
15234,B-A2
15235,O
15236,B-AM-CAU
15237,I-AM-CAU
15238,I-AM-CAU
15239,I-AM-CAU
15240,I-AM-CAU
15241,I-AM-CAU
15242,I-AM-CAU
15243,O
15244,B-A1
15245,I-A1
15246,I-A1
15247,I-A1
15248,I-A1
15249,I-A1
15250,I-A1
15251,I-A1
15252,I-A1
15253,I-A1
15254,O
15255,O
15256,O
15257,O
15258,O
15259,O
15260,O
15261,O
15262,O
15263,O
15264,O
15265,O
15266,O
15267,O
15268,B-V
15269,B-A1
15270,I-A1
15271,I-A1
15272,I-A1
15273,I-A1
15274,I-A1
15275,I-A1
15276,I-A1
15277,I-A1
15278,O
15279,B-A0
15280,I-A0
15281,B-AM-TMP
15282,B-AM-ADV
15283,B-V
15284,B-A1
15285,I-A1
15286,I-A1
15287,I-A1
15288,I-A1
15289,I-A1
15290,I-A1
15291,I-A1
15292,I-A1
15293,I-A1
15294,I-A1
15295,O
15296,O
15297,O
15298,B-AM-CAU
15299,I-AM-CAU
15300,I-AM-CAU
15301,O
15302,O
15303,B-V
15304,B-A1
15305,I-A1
15306,O
15307,B-AM-LOC
15308,B-V
15309,B-A1
15310,I-A1
15311,O
15312,B-AM-CAU
15313,I-AM-CAU
15314,I-AM-CAU
15315,I-AM-CAU
15316,I-AM-CAU
15317,I-AM-CAU
15318,I-AM-CAU
15319,I-AM-CAU
15320,I-AM-CAU
15321,I-AM-CAU
15322,I-AM-CAU
15323,I-AM-CAU
15324,I-AM-CAU
15325,I-AM-CAU
15326,I-AM-CAU
15327,I-AM-CAU
15328,I-AM-CAU
15329,I-AM-CAU
15330,O
15331,O
15332,O
15333,O
15334,O
15335,O
15336,O
15337,O
15338,O
15339,O
15340,O
15341,O
15342,O
15343,O
15344,O
15345,O
15346,O
15347,O
15348,O
15349,O
15350,O
15351,O
15352,O
15353,O
15354,O
15355,O
15356,O
15357,O
15358,O
15359,O
15360,O
15361,B-A0
15362,I-A0
15363,I-A0
15364,I-A0
15365,I-A0
15366,I-A0
15367,B-V
15368,B-C-V
15369,B-AM-TMP
15370,B-AM-MNR
15371,I-AM-MNR
15372,B-A1
15373,I-A1
15374,I-A1
15375,I-A1
15376,I-A1
15377,I-A1
15378,O
15379,O
15380,O
15381,O
15382,O
15383,O
15384,O
15385,O
15386,O
15387,O
15388,O
15389,O
15390,O
15391,O
15392,O
15393,O
15394,O
15395,O
15396,O
15397,O
15398,O
15399,O
15400,O
15401,O
15402,O
15403,O
15404,O
15405,O
15406,O
15407,O
15408,O
15409,O
15410,O
15411,O
15412,O
15413,O
15414,O
15415,O
15416,O
15417,O
15418,O
15419,O
15420,O
15421,O
15422,O
15423,O
15424,O
15425,O
15426,O
15427,O
15428,O
15429,O
15430,B-V
15431,B-A1
15432,I-A1
15433,I-A1
15434,I-A1
15435,I-A1
15436,I-A1
15437,I-A1
15438,O
15439,O
15440,O
15441,O
15442,O
15443,O
15444,O
15445,O
15446,O
15447,O
15448,O
15449,O
15450,O
15451,O
15452,O
15453,O
15454,O
15455,O
15456,O
15457,O
15458,O
15459,O
15460,O
15461,O
15462,O
15463,O
15464,O
15465,O
15466,O
15467,O
15468,O
15469,O
15470,O
15471,O
15472,O
15473,O
15474,O
15475,O
15476,O
15477,O
15478,O
15479,O
15480,B-V
15481,B-A1
15482,I-A1
15483,I-A1
15484,I-A1
15485,I-A1
15486,O
15487,O
15488,O
15489,O
15490,O
15491,O
15492,O
15493,O
15494,O
15495,O
15496,O
15497,O
15498,O
15499,O
15500,O
15501,O
15502,O
15503,O
15504,O
15505,O
15506,O
15507,O
15508,O
15509,O
15510,O
15511,O
15512,O
15513,O
15514,O
15515,O
15516,O
15517,O
15518,O
15519,O
15520,O
15521,O
15522,O
15523,O
15524,O
15525,O
15526,O
15527,O
15528,O
15529,O
15530,O
15531,O
15532,O
15533,O
15534,O
15535,O
15536,O
15537,B-A1
15538,B-V
15539,O
15540,O
15541,O
15542,O
15543,O
15544,O
15545,O
15546,O
15547,B-V
15548,B-A1
15549,I-A1
15550,I-A1
15551,I-A1
15552,I-A1
15553,I-A1
15554,I-A1
15555,I-A1
15556,I-A1
15557,I-A1
15558,I-A1
15559,I-A1
15560,O
15561,O
15562,O
15563,O
15564,O
15565,O
15566,O
15567,O
15568,O
15569,O
15570,O
15571,O
15572,O
15573,O
15574,O
15575,O
15576,O
15577,B-V
15578,B-A1
15579,I-A1
15580,I-A1
15581,I-A1
15582,I-A1
15583,I-A1
15584,I-A1
15585,I-A1
15586,I-A1
15587,I-A1
15588,I-A1
15589,O
15590,O
15591,O
15592,O
15593,O
15594,O
15595,O
15596,O
15597,O
15598,O
15599,O
15600,O
15601,O
15602,O
15603,O
15604,O
15605,O
15606,O
15607,O
15608,O
15609,O
15610,O
15611,O
15612,O
15613,O
15614,O
15615,O
15616,O
15617,O
15618,O
15619,O
15620,B-AM-TMP
15621,O
15622,B-V
15623,B-A1
15624,I-A1
15625,I-A1
15626,I-A1
15627,O
15628,O
15629,O
15630,O
15631,O
15632,O
15633,O
15634,B-V
15635,B-AM-DIS
15636,B-A1
15637,I-A1
15638,I-A1
15639,I-A1
15640,I-A1
15641,I-A1
15642,I-A1
15643,I-A1
15644,I-A1
15645,I-A1
15646,I-A1
15647,I-A1
15648,I-A1
15649,I-A1
15650,I-A1
15651,I-A1
15652,I-A1
15653,I-A1
15654,O
15655,O
15656,O
15657,B-V
15658,B-A1
15659,I-A1
15660,I-A1
15661,I-A1
15662,I-A1
15663,I-A1
15664,I-A1
15665,I-A1
15666,I-A1
15667,I-A1
15668,I-A1
15669,I-A1
15670,I-A1
15671,I-A1
15672,I-A1
15673,I-A1
15674,I-A1
15675,O
15676,O
15677,O
15678,O
15679,O
15680,B-A0
15681,I-A0
15682,I-A0
15683,I-A0
15684,I-A0
15685,I-A0
15686,I-A0
15687,B-V
15688,B-AM-LOC
15689,I-AM-LOC
15690,I-AM-LOC
15691,B-A1
15692,I-A1
15693,I-A1
15694,I-A1
15695,I-A1
15696,O
15697,O
15698,O
15699,O
15700,O
15701,O
15702,O
15703,O
15704,O
15705,O
15706,B-A0
15707,I-A0
15708,B-V
15709,B-A1
15710,I-A1
15711,I-A1
15712,I-A1
15713,I-A1
15714,I-A1
15715,O
15716,O
15717,O
15718,O
15719,O
15720,O
15721,O
15722,O
15723,O
15724,O
15725,O
15726,O
15727,O
15728,O
15729,O
15730,O
15731,O
15732,O
15733,O
15734,O
15735,O
15736,O
15737,O
15738,O
15739,O
15740,B-AM-NEG
15741,B-V
15742,B-A1
15743,B-AM-DIR
15744,I-AM-DIR
15745,O
15746,O
15747,O
15748,O
15749,O
15750,O
15751,O
15752,O
15753,O
15754,O
15755,O
15756,O
15757,B-AM-CAU
15758,I-AM-CAU
15759,I-AM-CAU
15760,I-AM-CAU
15761,I-AM-CAU
15762,I-AM-CAU
15763,I-AM-CAU
15764,I-AM-CAU
15765,I-AM-CAU
15766,I-AM-CAU
15767,I-AM-CAU
15768,I-AM-CAU
15769,I-AM-CAU
15770,I-AM-CAU
15771,I-AM-CAU
15772,I-AM-CAU
15773,I-AM-CAU
15774,I-AM-CAU
15775,O
15776,B-A1
15777,I-A1
15778,I-A1
15779,O
15780,B-AM-MNR
15781,B-V
15782,B-A2
15783,I-A2
15784,I-A2
15785,I-A2
15786,O
15787,B-A0
15788,I-A0
15789,I-A0
15790,I-A0
15791,B-AM-DIS
15792,B-V
15793,B-A1
15794,I-A1
15795,I-A1
15796,I-A1
15797,I-A1
15798,I-A1
15799,I-A1
15800,I-A1
15801,I-A1
15802,I-A1
15803,I-A1
15804,I-A1
15805,I-A1
15806,I-A1
15807,I-A1
15808,I-A1
15809,I-A1
15810,I-A1
15811,I-A1
15812,I-A1
15813,I-A1
15814,I-A1
15815,I-A1
15816,I-A1
15817,I-A1
15818,O
15819,O
15820,O
15821,O
15822,O
15823,O
15824,O
15825,O
15826,O
15827,O
15828,O
15829,O
15830,O
15831,O
15832,O
15833,O
15834,O
15835,O
15836,O
15837,O
15838,O
15839,O
15840,B-A1
15841,B-V
15842,B-AM-TMP
15843,I-AM-TMP
15844,B-AM-LOC
15845,I-AM-LOC
15846,I-AM-LOC
15847,I-AM-LOC
15848,I-AM-LOC
15849,I-AM-LOC
15850,O
15851,O
15852,O
15853,O
15854,O
15855,B-V
15856,B-A1
15857,I-A1
15858,I-A1
15859,I-A1
15860,I-A1
15861,I-A1
15862,I-A1
15863,I-A1
15864,I-A1
15865,I-A1
15866,I-A1
15867,I-A1
15868,I-A1
15869,I-A1
15870,I-A1
15871,O
15872,O
15873,O
15874,O
15875,O
15876,O
15877,O
15878,O
15879,O
15880,O
15881,O
15882,O
15883,O
15884,O
15885,O
15886,O
15887,O
15888,O
15889,O
15890,B-A0
15891,B-AM-TMP
15892,B-V
15893,O
15894,B-C-V
15895,O
15896,B-A2
15897,I-A2
15898,I-A2
15899,O
15900,O
15901,O
15902,O
15903,O
15904,O
15905,O
15906,O
15907,O
15908,O
15909,O
15910,O
15911,O
15912,O
15913,O
15914,O
15915,B-A1
15916,I-A1
15917,O
15918,O
15919,O
15920,O
15921,O
15922,O
15923,O
15924,O
15925,O
15926,O
15927,O
15928,O
15929,O
15930,O
15931,O
15932,O
15933,O
15934,O
15935,B-V
15936,B-A2
15937,I-A2
15938,I-A2
15939,I-A2
15940,I-A2
15941,I-A2
15942,I-A2
15943,I-A2
15944,I-A2
15945,I-A2
15946,O
15947,O
15948,O
15949,O
15950,O
15951,O
15952,O
15953,O
15954,O
15955,O
15956,O
15957,O
15958,O
15959,O
15960,O
15961,O
15962,O
15963,O
15964,O
15965,O
15966,O
15967,O
15968,O
15969,B-A0
15970,B-V
15971,B-A1
15972,I-A1
15973,I-A1
15974,I-A1
15975,I-A1
15976,I-A1
15977,I-A1
15978,O
15979,B-AM-LOC
15980,I-AM-LOC
15981,I-AM-LOC
15982,O
15983,B-A1
15984,B-V
15985,B-A2
15986,I-A2
15987,O
15988,B-AM-MNR
15989,I-AM-MNR
15990,I-AM-MNR
15991,I-AM-MNR
15992,I-AM-MNR
15993,I-AM-MNR
15994,I-AM-MNR
15995,I-AM-MNR
15996,I-AM-MNR
15997,O
15998,B-AM-DIS
15999,I-AM-DIS
16000,I-AM-DIS
16001,B-V
16002,B-A2
16003,B-A1
16004,I-A1
16005,I-A1
16006,I-A1
16007,I-A1
16008,O
16009,B-AM-LOC
16010,I-AM-LOC
16011,I-AM-LOC
16012,B-A0
16013,I-A0
16014,B-AM-NEG
16015,I-AM-NEG
16016,B-V
16017,B-A1
16018,I-A1
16019,I-A1
16020,I-A1
16021,I-A1
16022,I-A1
16023,I-A1
16024,I-A1
16025,I-A1
16026,I-A1
16027,I-A1
16028,I-A1
16029,I-A1
16030,I-A1
16031,I-A1
16032,I-A1
16033,I-A1
16034,I-A1
16035,I-A1
16036,O
16037,O
16038,O
16039,O
16040,B-A1
16041,B-V
16042,B-A2
16043,I-A2
16044,O
16045,O
16046,O
16047,O
16048,O
16049,O
16050,B-A0
16051,B-V
16052,B-AM-LOC
16053,I-AM-LOC
16054,O
16055,B-A1
16056,I-A1
16057,B-AM-NEG
16058,B-V
16059,B-C-V
16060,B-A2
16061,O
16062,O
16063,O
16064,O
16065,O
16066,O
16067,O
16068,O
16069,O
16070,O
16071,O
16072,O
16073,O
16074,O
16075,O
16076,O
16077,O
16078,O
16079,O
16080,O
16081,O
16082,O
16083,O
16084,B-AM-TMP
16085,O
16086,O
16087,B-V
16088,B-A1
16089,I-A1
16090,I-A1
16091,I-A1
16092,I-A1
16093,I-A1
16094,O
16095,O
16096,O
16097,O
16098,O
16099,O
16100,O
16101,O
16102,O
16103,O
16104,O
16105,O
16106,O
16107,O
16108,O
16109,O
16110,B-V
16111,B-A1
16112,I-A1
16113,I-A1
16114,O
16115,B-AM-TMP
16116,I-AM-TMP
16117,I-AM-TMP
16118,I-AM-TMP
16119,O
16120,O
16121,O
16122,B-V
16123,O
16124,O
16125,O
16126,B-AM-TMP
16127,I-AM-TMP
16128,I-AM-TMP
16129,I-AM-TMP
16130,I-AM-TMP
16131,O
16132,B-A1
16133,I-A1
16134,B-C-A1
16135,B-C-A1
16136,B-C-A1
16137,I-C-A1
16138,O
16139,O
16140,B-AM-MNR
16141,B-V
16142,B-A0
16143,O
16144,B-AM-DIS
16145,I-AM-DIS
16146,O
16147,B-A0
16148,B-V
16149,B-A1
16150,I-A1
16151,I-A1
16152,I-A1
16153,O
16154,B-AM-MNR
16155,I-AM-MNR
16156,I-AM-MNR
16157,I-AM-MNR
16158,O
16159,O
16160,O
16161,O
16162,O
16163,O
16164,B-V
16165,B-A1
16166,I-A1
16167,I-A1
16168,O
16169,B-A2
16170,I-A2
16171,I-A2
16172,I-A2
16173,O
16174,O
16175,O
16176,O
16177,O
16178,O
16179,O
16180,O
16181,O
16182,O
16183,O
16184,B-V
16185,B-A1
16186,I-A1
16187,I-A1
16188,O
16189,O
16190,O
16191,O
16192,O
16193,O
16194,O
16195,O
16196,O
16197,O
16198,O
16199,B-A1
16200,I-A1
16201,I-A1
16202,B-V
16203,B-C-V
16204,B-AM-DIS
16205,B-AM-MNR
16206,I-AM-MNR
16207,I-AM-MNR
16208,I-AM-MNR
16209,O
16210,O
16211,O
16212,O
16213,O
16214,O
16215,O
16216,O
16217,O
16218,O
16219,O
16220,O
16221,O
16222,O
16223,O
16224,O
16225,B-A1
16226,I-A1
16227,I-A1
16228,O
16229,O
16230,O
16231,O
16232,O
16233,O
16234,O
16235,O
16236,O
16237,B-V
16238,B-A2
16239,B-AM-TMP
16240,O
16241,B-A0
16242,B-A1
16243,B-V
16244,B-A2
16245,I-A2
16246,I-A2
16247,I-A2
16248,I-A2
16249,I-A2
16250,I-A2
16251,I-A2
16252,O
16253,B-A0
16254,I-A0
16255,I-A0
16256,B-V
16257,B-A1
16258,I-A1
16259,I-A1
16260,B-A2
16261,I-A2
16262,I-A2
16263,I-A2
16264,I-A2
16265,I-A2
16266,I-A2
16267,I-A2
16268,I-A2
16269,O
16270,B-A0
16271,I-A0
16272,I-A0
16273,O
16274,O
16275,O
16276,O
16277,O
16278,B-AM-NEG
16279,B-V
16280,B-A1
16281,I-A1
16282,I-A1
16283,B-AM-LOC
16284,I-AM-LOC
16285,I-AM-LOC
16286,O
16287,B-A0
16288,I-A0
16289,I-A0
16290,B-AM-NEG
16291,B-V
16292,B-A1
16293,I-A1
16294,O
16295,B-A1
16296,I-A1
16297,O
16298,B-V
16299,B-A0
16300,I-A0
16301,I-A0
16302,I-A0
16303,I-A0
16304,O
16305,B-A1
16306,I-A1
16307,I-A1
16308,I-A1
16309,I-A1
16310,B-V
16311,B-AM-TMP
16312,I-AM-TMP
16313,I-AM-TMP
16314,I-AM-TMP
16315,I-AM-TMP
16316,O
16317,O
16318,O
16319,O
16320,O
16321,O
16322,O
16323,O
16324,B-A1
16325,I-A1
16326,I-A1
16327,I-A1
16328,I-A1
16329,O
16330,O
16331,O
16332,O
16333,O
16334,O
16335,O
16336,B-AM-ADV
16337,B-V
16338,B-AM-TMP
16339,I-AM-TMP
16340,I-AM-TMP
16341,I-AM-TMP
16342,O
16343,B-A0
16344,I-A0
16345,B-V
16346,B-AM-LOC
16347,I-AM-LOC
16348,I-AM-LOC
16349,B-AM-TMP
16350,I-AM-TMP
16351,I-AM-TMP
16352,O
16353,B-A0
16354,I-A0
16355,B-AM-NEG
16356,I-AM-NEG
16357,B-V
16358,B-A1
16359,I-A1
16360,I-A1
16361,I-A1
16362,I-A1
16363,I-A1
16364,O
16365,O
16366,O
16367,O
16368,O
16369,O
16370,O
16371,O
16372,O
16373,O
16374,O
16375,O
16376,B-A0
16377,I-A0
16378,O
16379,O
16380,O
16381,O
16382,O
16383,O
16384,O
16385,O
16386,O
16387,O
16388,O
16389,B-V
16390,B-A1
16391,I-A1
16392,I-A1
16393,I-A1
16394,I-A1
16395,I-A1
16396,I-A1
16397,I-A1
16398,O
16399,O
16400,O
16401,O
16402,O
16403,O
16404,O
16405,O
16406,O
16407,O
16408,O
16409,O
16410,O
16411,O
16412,O
16413,O
16414,B-A0
16415,I-A0
16416,I-A0
16417,O
16418,B-V
16419,B-A1
16420,I-A1
16421,O
16422,B-AM-LOC
16423,I-AM-LOC
16424,I-AM-LOC
16425,O
16426,B-V
16427,B-A1
16428,I-A1
16429,I-A1
16430,I-A1
16431,I-A1
16432,I-A1
16433,I-A1
16434,I-A1
16435,I-A1
16436,I-A1
16437,I-A1
16438,I-A1
16439,I-A1
16440,I-A1
16441,I-A1
16442,I-A1
16443,I-A1
16444,I-A1
16445,I-A1
16446,I-A1
16447,I-A1
16448,I-A1
16449,I-A1
16450,I-A1
16451,I-A1
16452,O
16453,O
16454,O
16455,O
16456,O
16457,O
16458,O
16459,O
16460,O
16461,O
16462,O
16463,O
16464,O
16465,O
16466,O
16467,B-V
16468,B-A1
16469,I-A1
16470,I-A1
16471,I-A1
16472,O
16473,O
16474,O
16475,O
16476,O
16477,O
16478,O
16479,O
16480,O
16481,O
16482,O
16483,O
16484,O
16485,O
16486,O
16487,O
16488,O
16489,O
16490,O
16491,O
16492,O
16493,O
16494,O
16495,B-A0
16496,O
16497,B-AM-TMP
16498,I-AM-TMP
16499,I-AM-TMP
16500,I-AM-TMP
16501,I-AM-TMP
16502,I-AM-TMP
16503,O
16504,B-V
16505,B-A2
16506,I-A2
16507,I-A2
16508,I-A2
16509,B-A1
16510,I-A1
16511,I-A1
16512,I-A1
16513,I-A1
16514,O
16515,O
16516,O
16517,O
16518,B-V
16519,O
16520,B-A3
16521,I-A3
16522,I-A3
16523,O
16524,B-A1
16525,I-A1
16526,I-A1
16527,I-A1
16528,I-A1
16529,I-A1
16530,I-A1
16531,I-A1
16532,I-A1
16533,I-A1
16534,I-A1
16535,I-A1
16536,I-A1
16537,I-A1
16538,I-A1
16539,I-A1
16540,I-A1
16541,I-A1
16542,I-A1
16543,I-A1
16544,I-A1
16545,I-A1
16546,I-A1
16547,I-A1
16548,I-A1
16549,I-A1
16550,I-A1
16551,I-A1
16552,I-A1
16553,I-A1
16554,I-A1
16555,I-A1
16556,I-A1
16557,I-A1
16558,I-A1
16559,O
16560,O
16561,O
16562,O
16563,O
16564,O
16565,O
16566,O
16567,O
16568,O
16569,O
16570,O
16571,O
16572,O
16573,O
16574,O
16575,O
16576,O
16577,B-A0
16578,B-V
16579,B-A1
16580,I-A1
16581,I-A1
16582,I-A1
16583,I-A1
16584,I-A1
16585,I-A1
16586,I-A1
16587,I-A1
16588,I-A1
16589,I-A1
16590,I-A1
16591,I-A1
16592,O
16593,O
16594,O
16595,O
16596,O
16597,O
16598,O
16599,O
16600,O
16601,O
16602,O
16603,O
16604,O
16605,O
16606,O
16607,O
16608,O
16609,O
16610,O
16611,O
16612,O
16613,O
16614,O
16615,O
16616,O
16617,O
16618,O
16619,O
16620,O
16621,O
16622,O
16623,O
16624,B-V
16625,O
16626,B-A2
16627,I-A2
16628,I-A2
16629,I-A2
16630,O
16631,B-A1
16632,I-A1
16633,I-A1
16634,I-A1
16635,I-A1
16636,I-A1
16637,O
16638,O
16639,O
16640,O
16641,O
16642,O
16643,O
16644,O
16645,O
16646,O
16647,O
16648,O
16649,O
16650,O
16651,O
16652,O
16653,O
16654,O
16655,O
16656,O
16657,O
16658,O
16659,O
16660,O
16661,O
16662,O
16663,O
16664,O
16665,O
16666,O
16667,O
16668,O
16669,O
16670,O
16671,O
16672,O
16673,O
16674,O
16675,O
16676,O
16677,O
16678,O
16679,O
16680,O
16681,O
16682,O
16683,B-V
16684,B-A1
16685,I-A1
16686,I-A1
16687,I-A1
16688,I-A1
16689,I-A1
16690,I-A1
16691,I-A1
16692,I-A1
16693,I-A1
16694,O
16695,O
16696,O
16697,O
16698,O
16699,O
16700,O
16701,O
16702,O
16703,O
16704,O
16705,O
16706,O
16707,O
16708,O
16709,O
16710,O
16711,O
16712,O
16713,O
16714,O
16715,O
16716,O
16717,O
16718,O
16719,O
16720,O
16721,O
16722,O
16723,O
16724,O
16725,O
16726,O
16727,O
16728,O
16729,O
16730,O
16731,O
16732,O
16733,O
16734,B-V
16735,B-A2
16736,I-A2
16737,I-A2
16738,I-A2
16739,O
16740,O
16741,O
16742,O
16743,O
16744,O
16745,O
16746,O
16747,O
16748,O
16749,O
16750,O
16751,B-AM-LOC
16752,I-AM-LOC
16753,I-AM-LOC
16754,B-A0
16755,B-V
16756,B-A1
16757,B-A2
16758,I-A2
16759,O
16760,O
16761,B-A0
16762,I-A0
16763,B-V
16764,B-A1
16765,I-A1
16766,I-A1
16767,I-A1
16768,I-A1
16769,I-A1
16770,I-A1
16771,I-A1
16772,I-A1
16773,I-A1
16774,I-A1
16775,I-A1
16776,I-A1
16777,I-A1
16778,I-A1
16779,O
16780,O
16781,O
16782,O
16783,O
16784,O
16785,O
16786,B-V
16787,B-A4
16788,I-A4
16789,I-A4
16790,O
16791,O
16792,O
16793,O
16794,O
16795,O
16796,O
16797,O
16798,O
16799,B-A0
16800,I-A0
16801,O
16802,O
16803,B-AM-TMP
16804,I-AM-TMP
16805,I-AM-TMP
16806,I-AM-TMP
16807,I-AM-TMP
16808,I-AM-TMP
16809,B-V
16810,B-A1
16811,I-A1
16812,I-A1
16813,I-A1
16814,I-A1
16815,I-A1
16816,I-A1
16817,O
16818,B-A1
16819,I-A1
16820,O
16821,O
16822,O
16823,O
16824,O
16825,O
16826,O
16827,O
16828,O
16829,O
16830,O
16831,B-AM-LOC
16832,B-V
16833,O
16834,O
16835,O
16836,O
16837,B-AM-TMP
16838,B-V
16839,O
16840,B-AM-LOC
16841,I-AM-LOC
16842,I-AM-LOC
16843,O
16844,B-A1
16845,I-A1
16846,I-A1
16847,B-A2
16848,I-A2
16849,I-A2
16850,I-A2
16851,I-A2
16852,I-A2
16853,I-A2
16854,I-A2
16855,O
16856,O
16857,O
16858,B-V
16859,B-A1
16860,I-A1
16861,I-A1
16862,I-A1
16863,I-A1
16864,O
16865,B-A0
16866,O
16867,O
16868,O
16869,O
16870,O
16871,O
16872,O
16873,O
16874,O
16875,O
16876,O
16877,O
16878,O
16879,O
16880,O
16881,O
16882,O
16883,O
16884,O
16885,O
16886,O
16887,O
16888,O
16889,O
16890,O
16891,O
16892,O
16893,B-V
16894,B-A1
16895,I-A1
16896,I-A1
16897,O
16898,O
16899,O
16900,O
16901,O
16902,O
16903,O
16904,O
16905,O
16906,O
16907,O
16908,O
16909,O
16910,O
16911,O
16912,O
16913,O
16914,O
16915,O
16916,O
16917,O
16918,O
16919,O
16920,O
16921,O
16922,O
16923,B-AM-ADV
16924,I-AM-ADV
16925,I-AM-ADV
16926,I-AM-ADV
16927,I-AM-ADV
16928,I-AM-ADV
16929,I-AM-ADV
16930,O
16931,B-A0
16932,O
16933,B-V
16934,B-A1
16935,I-A1
16936,I-A1
16937,O
16938,O
16939,O
16940,O
16941,O
16942,O
16943,O
16944,O
16945,O
16946,O
16947,O
16948,O
16949,O
16950,O
16951,O
16952,O
16953,O
16954,O
16955,B-A1
16956,I-A1
16957,I-A1
16958,I-A1
16959,I-A1
16960,I-A1
16961,I-A1
16962,I-A1
16963,I-A1
16964,I-A1
16965,I-A1
16966,I-A1
16967,I-A1
16968,I-A1
16969,I-A1
16970,I-A1
16971,O
16972,B-V
16973,B-A0
16974,B-AM-TMP
16975,I-AM-TMP
16976,I-AM-TMP
16977,I-AM-TMP
16978,I-AM-TMP
16979,I-AM-TMP
16980,I-AM-TMP
16981,O
16982,B-AM-TMP
16983,O
16984,B-AM-LOC
16985,I-AM-LOC
16986,I-AM-LOC
16987,O
16988,B-A0
16989,B-V
16990,B-A1
16991,I-A1
16992,I-A1
16993,I-A1
16994,I-A1
16995,I-A1
16996,I-A1
16997,I-A1
16998,I-A1
16999,I-A1
17000,I-A1
17001,I-A1
17002,I-A1
17003,I-A1
17004,I-A1
17005,I-A1
17006,I-A1
17007,I-A1
17008,I-A1
17009,I-A1
17010,I-A1
17011,I-A1
17012,I-A1
