,ID,S,P,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG0,ARG1,ARG2,ARG3,ARG4,ARG5,ARG6
18762,10,891,1594,de,de,PRP,-,9,N<,(PP*,-,*,*,,,,,
18763,11,891,1594,14,14,NUM,F|P,12,>N,(NP*,-,*,*,,,,,
18764,12,891,1594,horas,hora,N,F|P,10,P<,*)))),-,*,*,,,,,
18765,13,891,1594,",",-,PU,-,3,PU,*),-,*,*,,,,,
18766,14,891,1594,e,e,CONJ-C,-,3,CO,*,-,*,*,,,,,
18767,15,891,1595,custa,custar,V-FIN,PR|3S|IND,3,CJT,(FCL(VP*),custar,*,(V*),,,,,
18768,16,891,1595,US$,US$,N,M|P,15,ACC,(NP*,-,*,(A2*,,,,,
18769,17,891,1595,250,250,NUM,M|P,16,N<,(ADJP*))),-,*,*),,,,,
18770,18,891,1595,.,-,PU,-,3,PU,*),-,*,*,,,,,
18771,1,892,1595,Os,o,ART,M|P,3,>N,(CU(FCL(NP*,-,(A1*,,,,,,
18772,2,892,1595,três,três,NUM,M|P,3,>N,*,-,*,,,,,,
18773,3,892,1595,cortadores,cortador,N,M|P,6,SUBJ,*,-,*,,,,,,
18774,4,892,1595,de,de,PRP,-,3,N<,(PP*,-,*,,,,,,
18775,5,892,1595,cana,cana,N,F|S,4,P<,(NP*))),-,*,,,,,,
18776,6,892,1595,eram,ser,V-FIN,IMPF|3P|IND,0,STA,(VP*),-,*,,,,,,
18777,7,892,1595,de,de,PRP,-,6,SC,(PP*,-,*,,,,,,
18778,8,892,1595,Alagoas,Alagoas,PROP,M|S,7,P<,(NP*))),-,*),,,,,,
18779,9,892,1595,e,e,CONJ-C,-,6,CO,*,-,*,,,,,,
18780,10,892,1596,estavam,estar,V-FIN,IMPF|3P|IND,6,CJT,(FCL(VP*),estar,(V*),,,,,,
18781,11,892,1596,em,em,PRP,-,10,SA,(PP*,-,(A2*,,,,,,
18782,12,892,1596,a,o,ART,F|S,13,>N,(NP*,-,*,,,,,,
18783,13,892,1596,cidade,cidade,N,F|S,11,P<,*)),-,*),,,,,,
18784,14,892,1596,havia,havia,PRP,-,10,ADVL,(PP*,-,(AM-TMP*,,,,,,
18785,15,892,1596,15,15,NUM,M|P,16,>N,(NP*,-,*,,,,,,
18786,16,892,1596,dias,dia,N,M|P,14,P<,*))),-,*),,,,,,
18787,17,892,1596,.,-,PU,-,6,PU,*),-,*,,,,,,
18788,1,893,1596,Lambari_d'_Oeste,Lambari_d'_Oeste,PROP,M|S,6,SUBJ,(FCL(NP*,-,(A1*,,,,,,
18789,2,893,1596,(,-,PU,-,1,PU,*,-,*,,,,,,
18790,3,893,1596,5.000,5.000,NUM,M|P,4,>N,(NP*,-,*,,,,,,
18791,4,893,1596,habitantes,habitante,N,M|P,1,N<PRED,*),-,*,,,,,,
18792,5,893,1596,),-,PU,-,1,PU,*),-,*),,,,,,
18793,6,893,1597,virou,virar,V-FIN,PS|3S|IND,0,STA,(VP*),virar,(V*),,,,,,
18794,7,893,1597,município,município,N,M|S,6,ACC,(NP*),-,(A2*),,,,,,
18795,8,893,1597,há,há,PRP,-,6,ADVL,(PP*,-,(AM-TMP*,,,,,,
18796,9,893,1597,dois,dois,NUM,M|P,10,>N,(NP*,-,*,,,,,,
18797,10,893,1597,anos,ano,N,M|P,8,P<,*)),-,*),,,,,,
18798,11,893,1597,.,-,PU,-,6,PU,*),-,*,,,,,,
18799,1,894,1597,Tal,tal,PRON-DET,F|S,2,>N,(FCL(NP*,-,*,(A0*,*,,,,
18800,2,894,1597,cobertura,cobertura,N,F|S,11,SUBJ,*,-,*,*,*,,,,
18801,3,894,1597,",",-,PU,-,2,PU,*,-,*,*,*,,,,
18802,4,894,1597,assistemática,assistemática,N,F|S,2,N<PRED,(CU(NP*),-,*,*,*,,,,
18803,5,894,1597,e,e,CONJ-C,-,4,CO,*,-,*,*,*,,,,
18804,6,894,1597,voltada,voltar,V-PCP,F|S,4,CJT,(ICL(VP*),-,*,*,*,,,,
18805,7,894,1597,para,para,PRP,-,6,SA,(PP*,-,*,*,*,,,,
18806,8,894,1598,buscar,buscar,V-INF,-,7,P<,(ICL(VP*),buscar,(V*),*,*,,,,
18807,9,894,1598,escândalos,escândalo,N,M|P,8,ACC,(NP*))))),-,(A1*),*,*,,,,
18808,10,894,1598,",",-,PU,-,2,PU,*),-,*,*),*,,,,
18809,11,894,1599,leva-,levar,V-FIN,PR|3S|IND,0,STA,(VP*),levar,*,(V*),*,,,,
18810,12,894,1599,os,eles,PRON-PERS,M|3P|ACC,11,ACC,(NP*),-,*,(A1*),*,,,,
18811,13,894,1599,",",-,PU,-,11,PU,*,-,*,*,*,,,,
18812,14,894,1599,também,também,ADV,-,11,ADVL,(ADVP*),-,*,*,*,,,,
18813,15,894,1599,",",-,PU,-,11,PU,*,-,*,*,*,,,,
18814,16,894,1599,a,a,PRP,-,11,PIV,(PP*,-,*,(A2*,*,,,,
18815,17,894,1600,trabalhar,trabalhar,V-INF,-,16,P<,(ICL(VP*),trabalhar,*,*,(V*),,,,
18816,18,894,1600,sobre,sobre,PRP,-,17,ADVL,(PP*,-,*,*,(A1*,,,,
18817,19,894,1600,fatos,fato,N,M|P,18,P<,(NP*,-,*,*,*,,,,
18818,20,894,1600,consumados,consumar,V-PCP,M|P,19,N<,*)))),-,*,*),*),,,,
18819,21,894,1600,.,-,PU,-,11,PU,*),-,*,*,*,,,,
18820,1,895,1600,Não,não,ADV,-,3,ADVL,(FCL(ADVP*),-,(AM-NEG*),*,*,*,*,,
18821,2,895,1600,estamos,estar,V-FIN,PR|1P|IND,0,STA,(VP*,-,*,*,*,*,*,,
18822,3,895,1601,concluindo,concluir,V-GER,-,2,MV,*),concluir,(V*),*,*,*,*,,
18823,4,895,1601,que,que,CONJ-S,-,7,SUB,(CU(FCL*,-,(A1*,*,*,*,*,,
18824,5,895,1601,este,este,PRON-DET,M|S,6,>N,(NP*,-,*,*,*,*,*,,
18825,6,895,1601,comportamento,comportamento,N,M|S,7,SUBJ,*),-,*,*,*,*,*,,
18826,7,895,1601,é,ser,V-FIN,PR|3S|IND,3,ACC,(VP*),-,*,*,*,*,*,,
18827,8,895,1601,intencional,intencional,ADJ,M|S,7,SC,(ADJP*)),-,*),*,*,*,*,,
18828,9,895,1601,",",-,PU,-,7,PU,*,-,*,*,*,*,*,,
18829,10,895,1601,mas,mas,CONJ-C,-,7,CO,*,-,*,*,*,*,*,,
18830,11,895,1601,sim,sim,ADV,-,13,ADVL,(FCL(ADVP*),-,*,*,*,*,*,,
18831,12,895,1601,que,que,CONJ-S,-,13,SUB,*,-,*,*,*,*,*,,
18832,13,895,1602,há,haver,V-FIN,PR|3S|IND,7,CJT,(VP*),haver,*,(V*),*,*,*,,
18833,14,895,1602,uma,um,ART,F|S,16,>N,(NP*,-,*,(A1*,*,*,*,,
18834,15,895,1602,forte,forte,ADJ,F|S,16,>N,*,-,*,*,*,*,*,,
18835,16,895,1602,predisposição,predisposição,N,F|S,13,ACC,*,-,*,*,*,*,*,,
18836,17,895,1602,cultural,cultural,ADJ,F|S,16,N<,(ADJP*),-,*,*,*,*,*,,
18837,18,895,1602,(,-,PU,-,16,PU,*,-,*,*,*,*,*,,
18838,19,895,1602,preconceito,preconceito,N,M|S,16,N<PRED,(NP*),-,*,*,*,*,*,,
18839,20,895,1602,),-,PU,-,16,PU,*),-,*,*),*,*,*,,
18840,21,895,1602,em,em,PRP,-,13,ADVL,(PP*,-,*,(AM-PRD*,*,*,*,,
18841,22,895,1603,criticar,criticar,V-INF,-,21,P<,(ICL(VP*),criticar,*,*,(V*),*,*,,
18842,23,895,1603,o,o,ART,M|S,24,>N,(NP*,-,*,*,(A1*,*,*,,
18843,24,895,1603,Legislativo,legislativo,N,M|S,22,ACC,*),-,*,*,*),*,*,,
18844,25,895,1603,antes,antes,ADV,-,22,ADVL,(ADVP*,-,*,*,(AM-TMP*,*,*,,
18845,26,895,1603,mesmo,mesmo,ADV,-,27,>P,(PP*,-,*,*,*,*,*,,
18846,27,895,1603,de,de,PRP,-,25,A<,*,-,*,*,*,*,*,,
18847,28,895,1604,conhecer,conhecer,V-INF,-,27,P<,(ICL(VP*),conhecer,*,*,*,(V*),*,,
18848,29,895,1604,tudo,tudo,PRON-INDP,M|S,28,ACC,(NP*,-,*,*,*,(A1*,*,,
18849,30,895,1604,que,que,PRON-INDP,M|S,31,SUBJ,(FCL(NP*),-,*,*,*,*,(A1*),,
18850,31,895,1605,cerca,cercar,V-FIN,PR|3S|IND,29,N<,(VP*),cercar,*,*,*,*,(V*),,
18851,32,895,1605,algumas,algum,PRON-DET,F|P,33,>N,(NP*,-,*,*,*,*,(A2*,,
18852,33,895,1605,decisões,decisão,N,F|P,31,ACC,*)))))))))),-,*,*),*),*),*),,
18853,34,895,1605,.,-,PU,-,2,PU,*),-,*,*,*,*,*,,
18854,1,896,1605,Os,o,ART,M|P,2,>N,(FCL(NP*,-,(A0*,*,,,,,
18855,2,896,1605,agentes,agente,N,M|P,9,SUBJ,*,-,*,*,,,,,
18856,3,896,1605,políticos,político,ADJ,M|P,2,N<,(CU(ADJP*),-,*,*,,,,,
18857,4,896,1605,",",-,PU,-,3,PU,*,-,*,*,,,,,
18858,5,896,1605,sociais,social,ADJ,M|P,3,CJT,(ADJP*),-,*,*,,,,,
18859,6,896,1605,e,e,CONJ-C,-,3,CO,*,-,*,*,,,,,
18860,7,896,1605,econômicos,econômico,ADJ,M|P,3,CJT,(ADJP*))),-,*),*,,,,,
18861,8,896,1605,também,também,ADV,-,12,ADVL,(ADVP*),-,(AM-ADV*),*,,,,,
18862,9,896,1605,têm,ter,V-FIN,PR|3P|IND,0,STA,(VP-*,-,*,*,,,,,
18863,10,896,1605,de,de,PRP,-,9,PRT-AUX,*),-,*,*,,,,,
18864,11,896,1605,se,se,PRON-PERS,M|3S|ACC,12,ACC,(NP*),-,(AM-REC*),*,,,,,
18865,12,896,1606,reciclar,reciclar,V-INF,-,9,MV,(-VP*),reciclar,(V*),*,,,,,
18866,13,896,1606,",",-,PU,-,9,PU,*,-,*,*,,,,,
18867,14,896,1606,pois,pois,CONJ-S,-,22,SUB,(FCL*,-,(AM-CAU*,*,,,,,
18868,15,896,1606,sua,seu,PRON-DET,F|S,16,>N,(NP*,-,*,(A1*,,,,,
18869,16,896,1606,ação,ação,N,F|S,22,SUBJ,*,-,*,*,,,,,
18870,17,896,1606,sobre,sobre,PRP,-,16,N<ARGO,(PP*,-,*,*,,,,,
18871,18,896,1606,o,o,ART,M|S,19,>N,(NP*,-,*,*,,,,,
18872,19,896,1606,Legislativo,legislativo,N,M|S,17,P<,*,-,*,*,,,,,
18873,20,896,1606,paulistano,paulistano,ADJ,M|S,19,N<,(ADJP*)))),-,*,*),,,,,
18874,21,896,1606,só,só,ADV,-,22,ADVL,(ADVP*),-,*,(AM-ADV*),,,,,
18875,22,896,1607,ocorre,ocorrer,V-FIN,PR|3S|IND,12,ADVL,(VP*),ocorrer,*,(V*),,,,,
18876,23,896,1607,em_função_de,em_função_de,PRP,-,22,ADVL,(PP*,-,*,(AM-CAU*,,,,,
18877,24,896,1607,interesses,interesse,N,M|P,23,P<,(NP*,-,*,*,,,,,
18878,25,896,1607,específicos,específico,ADJ,M|P,24,N<,(ADJP*)))),-,*),*),,,,,
18879,26,896,1607,.,-,PU,-,9,PU,*),-,*,*,,,,,
18880,1,897,1607,Que,que,CONJ-S,-,5,SUB,(CU(FCL(FCL*,-,*,*,,,,,
18881,2,897,1607,a,o,ART,F|S,3,>N,(NP*,-,*,*,,,,,
18882,3,897,1607,democracia,democracia,N,F|S,5,SUBJ,*,-,*,*,,,,,
18883,4,897,1607,contemporânea,contemporâneo,ADJ,F|S,3,N<,(ADJP*)),-,*,*,,,,,
18884,5,897,1607,é,ser,V-FIN,PR|3S|IND,9,ACC,(VP*),-,*,*,,,,,
18885,6,897,1607,fortemente,fortemente,ADV,-,7,>A,(ADJP*,-,*,*,,,,,
18886,7,897,1607,corporativa,corporativo,ADJ,F|S,5,SC,*)),-,*,*,,,,,
18887,8,897,1607,o,ele,PRON-PERS,M|3S|ACC,9,ACC,(NP*),-,(A1*),*,,,,,
18888,9,897,1608,sabemos,saber,V-FIN,PR|1P|IND,0,EXC,(VP*)),saber,(V*),*,,,,,
18889,10,897,1608,",",-,PU,-,9,PU,*,-,*,*,,,,,
18890,11,897,1608,mas,mas,CONJ-C,-,9,CO,*,-,*,*,,,,,
18891,12,897,1609,esperamos,esperar,V-FIN,PR|1P|IND,9,CJT,(FCL(VP*),esperar,*,(V*),,,,,
18892,13,897,1609,que,que,CONJ-S,-,15,SUB,(FCL*,-,*,(A1*,,,,,
18893,14,897,1609,não,não,ADV,-,17,ADVL,(ADVP*),-,*,*,,,,,
18894,15,897,1609,continue,continuar,V-FIN,PR|3S|SUBJ,12,ACC,(VP*,-,*,*,,,,,
18895,16,897,1609,a,a,PRP,-,15,PRT-AUX,*,-,*,*,,,,,
18896,17,897,1609,ser,ser,V-INF,-,15,MV,*),-,*,*,,,,,
18897,18,897,1609,tão,tão,ADV,-,19,>A,(ADJP*,-,*,*,,,,,
18898,19,897,1609,cheia,cheio,ADJ,F|S,17,SC,*,-,*,*,,,,,
18899,20,897,1609,de,de,PRP,-,19,A<,(PP*,-,*,*,,,,,
18900,21,897,1609,particularismos,particularismo,N,M|P,20,P<,(NP*))))),-,*,*),,,,,
18901,22,897,1609,!,-,PU,-,9,PU,*),-,*,*,,,,,
18902,1,898,1609,Vinte,vinte,NUM,F|P,2,>N,(FCL(NP*,-,(A0*,,,,,,
18903,2,898,1609,marcas,marca,N,F|P,3,SUBJ,*),-,*),,,,,,
18904,3,898,1610,criaram,criar,V-FIN,PS/MQP|3P|IND,0,STA,(VP*),criar,(V*),,,,,,
18905,4,898,1610,t-shirts,t-shirts,N,F|P,3,ACC,(NP*),-,(A1*),,,,,,
18906,5,898,1610,especialmente,especialmente,ADV,-,3,ADVL,(ADVP*,-,(A3*,,,,,,
18907,6,898,1610,para,para,PRP,-,5,A<,(PP*,-,*,,,,,,
18908,7,898,1610,o,o,ART,M|S,8,>N,(NP*,-,*,,,,,,
18909,8,898,1610,evento,evento,N,M|S,6,P<,*))),-,*),,,,,,
18910,9,898,1610,",",-,PU,-,3,PU,*,-,*,,,,,,
18911,10,898,1610,sob,sob,PRP,-,3,ADVL,(PP*,-,(AM-MNR*,,,,,,
18912,11,898,1610,o,o,ART,M|S,12,>N,(NP*,-,*,,,,,,
18913,12,898,1610,tema,tema,N,M|S,10,P<,*,-,*,,,,,,
18914,13,898,1610,«,-,PU,-,12,PU,*,-,*,,,,,,
18915,14,898,1610,Atitude,atitude,N,F|S,12,N<,(NP*),-,*,,,,,,
18916,15,898,1610,»,-,PU,-,12,PU,*,-,*,,,,,,
18917,16,898,1610,Forum,Forum,PROP,F|S,12,N<PRED,(CU(NP*),-,*,,,,,,
18918,17,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18919,18,898,1610,Zoomp,Zoomp,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18920,19,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18921,20,898,1610,Zapping,zapping,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18922,21,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18923,22,898,1610,Reinaldo_Lourenço,Reinaldo_Lourenço,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18924,23,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18925,24,898,1610,Walter_Rodrigues,Walter_Rodrigues,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18926,25,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18927,26,898,1610,Der_Haten,Der_Haten,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18928,27,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18929,28,898,1610,Viva_Viva,Viva_Viva,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18930,29,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18931,30,898,1610,Armadilha,armadilha,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18932,31,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18933,32,898,1610,Ellus,Ellus,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18934,33,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18935,34,898,1610,Iódice,Iódice,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18936,35,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18937,36,898,1610,Sucumbe_a_Cólera,Sucumbe_a_Cólera,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18938,37,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18939,38,898,1610,Cia._do_Linho,Cia._do_Linho,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18940,39,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18941,40,898,1610,Special_K,Special_K,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18942,41,898,1610,",",-,PU,-,16,PU,*,-,*,,,,,,
18943,42,898,1610,Lorenzo_Merlino,Lorenzo_Merlino,PROP,F|S,16,CJT,(NP*),-,*,,,,,,
18944,43,898,1610,e,e,CONJ-C,-,16,CO,*,-,*,,,,,,
18945,44,898,1610,Herchcovitch,Herchcovitch,PROP,F|S,16,CJT,(NP*)))),-,*),,,,,,
18946,45,898,1610,.,-,PU,-,3,PU,*),-,*,,,,,,
18947,1,899,1610,De,de,PRP,-,5,ADVL,(FCL(PP*,-,(AM-LOC*,,,,,,
18948,2,899,1610,o,o,ART,M|S,3,>N,(NP*,-,*,,,,,,
18949,3,899,1610,movimento,movimento,N,M|S,1,P<,*,-,*,,,,,,
18950,4,899,1610,underground,underground,ADJ,M|S,3,N<,(ADJP*))),-,*),,,,,,
18951,5,899,1611,estão,estar,V-FIN,PR|3P|IND,0,STA,(VP*),estar,(V*),,,,,,
18952,6,899,1611,presentes,presente,ADJ,M|P,5,SC,(ADJP*),-,(A2*),,,,,,
18953,7,899,1611,Anderson_Rubbo,Anderson_Rubbo,PROP,M|S,5,SUBJ,(CU(NP*),-,(A1*,,,,,,
18954,8,899,1611,",",-,PU,-,7,PU,*,-,*,,,,,,
18955,9,899,1611,Cacá_di_Guglielmo,Cacá_di_Guglielmo,PROP,M|S,7,CJT,(NP*),-,*,,,,,,
18956,10,899,1611,",",-,PU,-,7,PU,*,-,*,,,,,,
18957,11,899,1611,Divas,Divas,PROP,M|S,7,CJT,(NP*),-,*,,,,,,
18958,12,899,1611,e,e,CONJ-C,-,7,CO,*,-,*,,,,,,
18959,13,899,1611,Alessandro_Tierni,Alessandro_Tierni,PROP,M|S,7,CJT,(NP*)),-,*),,,,,,
18960,14,899,1611,.,-,PU,-,5,PU,*),-,*,,,,,,
18961,1,900,1611,Em,em,PRP,-,5,ADVL,(FCL(PP*,-,(AM-LOC*,,,,,,
18962,2,900,1611,o,o,ART,M|S,3,>N,(NP*,-,*,,,,,,
18963,3,900,1611,galpão,galpão,N,M|S,1,P<,*)),-,*),,,,,,
18964,4,900,1611,serão,ser,V-FIN,FUT|3P|IND,0,STA,(VP*,-,*,,,,,,
18965,5,900,1612,mostradas,mostrar,V-PCP,F|P,4,MV,*),mostrar,(V*),,,,,,
18966,6,900,1612,fotos,foto,N,F|P,4,SUBJ,(NP*,-,(A1*,,,,,,
18967,7,900,1612,de,de,PRP,-,6,N<,(PP*,-,*,,,,,,
18968,8,900,1612,os,o,ART,M|P,9,>N,(NP*,-,*,,,,,,
18969,9,900,1612,bastidores,bastidor,N,M|P,7,P<,*,-,*,,,,,,
18970,10,900,1612,de,de,PRP,-,9,N<,(PP*,-,*,,,,,,
18971,11,900,1612,os,o,ART,M|P,12,>N,(NP*,-,*,,,,,,
18972,12,900,1612,lançamentos,lançamento,N,M|P,10,P<,*,-,*,,,,,,
18973,13,900,1612,de,de,PRP,-,12,N<,(PP*,-,*,,,,,,
18974,14,900,1612,moda,moda,N,F|S,13,P<,(NP*)))),-,*,,,,,,
18975,15,900,1612,em,em,PRP,-,9,N<,(PP*,-,*,,,,,,
18976,16,900,1612,registros,registro,N,M|P,15,P<,(NP*,-,*,,,,,,
18977,17,900,1612,de,de,PRP,-,16,N<,(PP*,-,*,,,,,,
18978,18,900,1612,Claudia_Guimarães,Claudia_Guimarães,PROP,F|S,17,P<,(NP*,-,*,,,,,,
18979,19,900,1612,",",-,PU,-,18,PU,*,-,*,,,,,,
18980,20,900,1612,de,de,PRP,-,18,N<PRED,(PP*,-,*,,,,,,
18981,21,900,1612,a,o,ART,F|S,22,>N,(NP*,-,*,,,,,,
18982,22,900,1612,Folha_Imagem,Folha_Imagem,PROP,F|S,20,P<,*))))))))),-,*),,,,,,
18983,23,900,1612,.,-,PU,-,4,PU,*),-,*,,,,,,
18984,1,901,1613,Cresce,crescer,V-FIN,PR|3S|IND,0,STA,(FCL(VP*),crescer,(V*),,,,,,
18985,2,901,1613,o,o,ART,M|S,3,>N,(NP*,-,(A1*,,,,,,
18986,3,901,1613,volume,volume,N,M|S,1,SUBJ,*,-,*,,,,,,
18987,4,901,1613,de,de,PRP,-,3,N<,(PP*,-,*,,,,,,
18988,5,901,1613,negócios,negócio,N,M|P,4,P<,(NP*)),-,*,,,,,,
18989,6,901,1613,em,em,PRP,-,1,SUBJ,*,-,*,,,,,,
18990,7,901,1613,a,o,ART,F|S,8,>N,(NP*,-,*,,,,,,
18991,8,901,1613,Bovespa,Bovespa,PROP,F|S,6,P<,*))),-,*),,,,,,
18992,1,902,1613,Proximidade,proximidade,N,F|S,13,SUBJ,(CU(FCL(CU(NP*,-,(A0*,*,,,,,
18993,2,902,1613,de,de,PRP,-,1,N<,(PP*,-,*,*,,,,,
18994,3,902,1613,o,o,ART,M|S,4,>N,(NP*,-,*,*,,,,,
18995,4,902,1613,vencimento,vencimento,N,M|S,2,P<,*,-,*,*,,,,,
18996,5,902,1613,de,de,PRP,-,4,N<,(PP*,-,*,*,,,,,
18997,6,902,1613,as,o,ART,F|P,7,>N,(NP*,-,*,*,,,,,
18998,7,902,1613,opções,opção,N,F|P,5,P<,*))))),-,*,*,,,,,
18999,8,902,1613,e,e,CONJ-C,-,1,CO,*,-,*,*,,,,,
19000,9,902,1613,reunião,reunião,N,F|S,1,CJT,(NP*,-,*,*,,,,,
19001,10,902,1613,de,de,PRP,-,9,N<,(PP*,-,*,*,,,,,
19002,11,902,1613,o,o,ART,M|S,12,>N,(NP*,-,*,*,,,,,
19003,12,902,1613,CMN,CMN,PROP,M|S,10,P<,*)))),-,*),*,,,,,
19004,13,902,1614,movimentam,movimentar,V-FIN,PR|3P|IND,0,STA,(VP*),movimentar,(V*),*,,,,,
19005,14,902,1614,o,o,ART,M|S,15,>N,(NP*,-,(A1*,*,,,,,
19006,15,902,1614,mercado,mercado,N,M|S,13,ACC,*,-,*,*,,,,,
19007,16,902,1614,acionário,acionário,ADJ,M|S,15,N<,(ADJP*))),-,*),*,,,,,
19008,17,902,1614,;,-,PU,-,13,PU,*,-,*,*,,,,,
19009,18,902,1614,dólar,dólar,N,M|S,19,SUBJ,(FCL(NP*),-,*,(A1*),,,,,
19010,19,902,1615,cai,cair,V-FIN,PR|3S|IND,13,CJT,(VP*))),cair,*,(V*),,,,,
19011,1,903,1615,A,o,ART,F|S,2,>N,(FCL(NP*,-,(A0*,,,,,,
19012,2,903,1615,Bovespa,Bovespa,PROP,F|S,6,SUBJ,*,-,*,,,,,,
19013,3,903,1615,(,-,PU,-,2,PU,*,-,*,,,,,,
19014,4,903,1615,Bolsa_de_Valores_de_São_Paulo,Bolsa_de_Valores_de_São_Paulo,PROP,F|S,2,APP,(NP*),-,*,,,,,,
19015,5,903,1615,),-,PU,-,2,PU,*),-,*),,,,,,
19016,6,903,1616,movimentou,movimentar,V-FIN,PS|3S|IND,0,STA,(VP*),movimentar,(V*),,,,,,
19017,7,903,1616,R$,R$,N,M|P,6,ACC,(NP*,-,(A1*,,,,,,
19018,8,903,1616,"450,1","450,1",NUM,M|P,9,>N,(NP*,-,*,,,,,,
19019,9,903,1616,milhões,milhão,N,M|P,7,N<,*)),-,*),,,,,,
19020,10,903,1616,.,-,PU,-,6,PU,*),-,*,,,,,,
19021,1,904,1616,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,,,,,,
19022,2,904,1616,mercado,mercado,N,M|S,3,SUBJ,*),-,*),,,,,,
19023,3,904,1617,trabalhou,trabalhar,V-FIN,PS|3S|IND,0,STA,(VP*),trabalhar,(V*),,,,,,
19024,4,904,1617,com,com,PRP,-,3,PIV,(PP*,-,(AM-MNR*,,,,,,
19025,5,904,1617,a,o,ART,F|S,6,>N,(NP*,-,*,,,,,,
19026,6,904,1617,expectativa,expectativa,N,F|S,4,P<,*,-,*,,,,,,
19027,7,904,1617,de,de,PRP,-,6,N<,(PP*,-,*,,,,,,
19028,8,904,1617,aprovação,aprovação,N,F|S,7,P<,(NP*,-,*,,,,,,
19029,9,904,1617,",",-,PU,-,8,PU,*,-,*,,,,,,
19030,10,904,1617,por,por,PRP,-,8,N<PRED,(PP*,-,*,,,,,,
19031,11,904,1617,o,o,ART,M|S,12,>N,(NP*,-,*,,,,,,
19032,12,904,1617,Conselho_Monetário_Nacional,Conselho_Monetário_Nacional,PROP,M|S,10,P<,*)),-,*,,,,,,
19033,13,904,1617,",",-,PU,-,8,PU,*,-,*,,,,,,
19034,14,904,1617,de,de,PRP,-,8,N<ARGO,(PP*,-,*,,,,,,
19035,15,904,1617,medidas,medida,N,F|P,14,P<,(NP*,-,*,,,,,,
19036,16,904,1617,de,de,PRP,-,15,N<,(PP*,-,*,,,,,,
19037,17,904,1617,socorro,socorro,N,M|S,16,P<,(NP*)),-,*,,,,,,
19038,18,904,1617,a,a,PRP,-,15,N<,(PP*,-,*,,,,,,
19039,19,904,1617,bancos,banco,N,M|P,18,P<,(NP*,-,*,,,,,,
19040,20,904,1617,em,em,PRP,-,19,N<,(PP*,-,*,,,,,,
19041,21,904,1617,dificuldades,dificuldade,N,F|P,20,P<,(NP*)))))))))),-,*),,,,,,
19042,22,904,1617,.,-,PU,-,3,PU,*),-,*,,,,,,
19043,1,905,1617,O,o,ART,M|S,2,>N,(CU(FCL(NP*,-,(A1*,(A1*,*,,,,
19044,2,905,1617,índice,índice,N,M|S,4,SUBJ,*,-,*,*,*,,,,
19045,3,905,1617,Bovespa,Bovespa,PROP,M|S,2,N<,(NP*)),-,*),*),*,,,,
19046,4,905,1618,operou,operar,V-FIN,PS|3S|IND,0,STA,(VP*),operar,(V*),*,*,,,,
19047,5,905,1618,em,em,PRP,-,4,ADVL,(PP*,-,(AM-MNR*,*,*,,,,
19048,6,905,1618,alta,alta,N,F|S,5,P<,(NP*)),-,*),*,*,,,,
19049,7,905,1618,durante,durante,PRP,-,4,ADVL,(PP*,-,(AM-TMP*,*,*,,,,
19050,8,905,1618,toda,todo,PRON-DET,F|S,10,>N,(CU(NP*,-,*,*,*,,,,
19051,9,905,1618,a,o,ART,F|S,10,>N,*,-,*,*,*,,,,
19052,10,905,1618,manhã,manhã,N,F|S,7,P<,*),-,*,*,*,,,,
19053,11,905,1618,e,e,CONJ-C,-,10,CO,*,-,*,*,*,,,,
19054,12,905,1618,início,início,N,M|S,10,CJT,(NP*,-,*,*,*,,,,
19055,13,905,1618,de,de,PRP,-,12,N<,(PP*,-,*,*,*,,,,
19056,14,905,1618,a,o,ART,F|S,15,>N,(NP*,-,*,*,*,,,,
19057,15,905,1618,tarde,tarde,N,F|S,13,P<,*)))))),-,*),*,*,,,,
