,FUNC_CTX_P+0,FUNC_CTX_P+1,FUNC_CTX_P-1
12918,STA,>N,SUBJ
12919,STA,>N,SUBJ
12920,STA,>N,SUBJ
12921,STA,>N,SUBJ
12922,STA,>N,SUBJ
12923,STA,>N,SUBJ
12924,P<,ACC,ADVL
12925,P<,ACC,ADVL
12926,P<,ACC,ADVL
12927,P<,ACC,ADVL
12928,P<,ACC,ADVL
12929,P<,ACC,ADVL
12930,P<,ACC,ADVL
12931,P<,ACC,ADVL
12932,P<,ACC,ADVL
12933,P<,ACC,ADVL
12934,P<,ACC,ADVL
12935,P<,ACC,ADVL
12936,P<,ACC,ADVL
12937,P<,ACC,ADVL
12938,P<,ACC,ADVL
12939,P<,ACC,ADVL
12940,P<,ACC,ADVL
12941,P<,ACC,ADVL
12942,P<,ACC,ADVL
12943,SUBJ,ADVL,SC
12944,SUBJ,ADVL,SC
12945,SUBJ,ADVL,SC
12946,SUBJ,ADVL,SC
12947,SUBJ,ADVL,SC
12948,SUBJ,ADVL,SC
12949,SUBJ,ADVL,SC
12950,SUBJ,ADVL,SC
12951,SUBJ,ADVL,SC
12952,SUBJ,ADVL,SC
12953,SUBJ,ADVL,SC
12954,SUBJ,ADVL,SC
12955,SUBJ,ADVL,SC
12956,SUBJ,ADVL,SC
12957,SUBJ,ADVL,SC
12958,SUBJ,ADVL,SC
12959,SUBJ,ADVL,SC
12960,SUBJ,ADVL,SC
12961,SUBJ,ADVL,SC
12962,MV,SC,ADVL
12963,MV,SC,ADVL
12964,MV,SC,ADVL
12965,MV,SC,ADVL
12966,MV,SC,ADVL
12967,MV,SC,ADVL
12968,MV,SC,ADVL
12969,MV,SC,ADVL
12970,MV,SC,ADVL
12971,MV,SC,ADVL
12972,MV,SC,ADVL
12973,MV,SC,ADVL
12974,MV,SC,ADVL
12975,MV,SC,ADVL
12976,MV,SC,ADVL
12977,MV,SC,ADVL
12978,MV,SC,ADVL
12979,MV,SC,ADVL
12980,MV,SC,ADVL
12981,MV,SC,ADVL
12982,MV,SC,ADVL
12983,MV,SC,ADVL
12984,STA,PIV,PU
12985,STA,PIV,PU
12986,STA,PIV,PU
12987,STA,PIV,PU
12988,STA,PIV,PU
12989,STA,PIV,PU
12990,STA,PIV,PU
12991,STA,PIV,PU
12992,STA,PIV,PU
12993,STA,PIV,PU
12994,STA,PIV,PU
12995,STA,PIV,PU
12996,STA,PIV,PU
12997,STA,PIV,PU
12998,STA,PIV,PU
12999,STA,PIV,PU
13000,STA,PIV,PU
13001,STA,PIV,PU
13002,STA,PIV,PU
13003,STA,PIV,PU
13004,STA,PIV,PU
13005,STA,PIV,PU
13006,SUBJ,>N,N<
13007,SUBJ,>N,N<
13008,SUBJ,>N,N<
13009,SUBJ,>N,N<
13010,SUBJ,>N,N<
13011,SUBJ,>N,N<
13012,SUBJ,>N,N<
13013,SUBJ,>N,N<
13014,SUBJ,>N,N<
13015,SUBJ,>N,N<
13016,SUBJ,>N,N<
13017,SUBJ,>N,N<
13018,SUBJ,>N,N<
13019,SUBJ,>N,N<
13020,SUBJ,>N,N<
13021,SUBJ,>N,N<
13022,SUBJ,>N,N<
13023,SUBJ,>N,N<
13024,SUBJ,>N,N<
13025,SUBJ,>N,N<
13026,SUBJ,>N,N<
13027,SUBJ,>N,N<
13028,STA,PIV,SUBJ
13029,STA,PIV,SUBJ
13030,STA,PIV,SUBJ
13031,STA,PIV,SUBJ
13032,STA,PIV,SUBJ
13033,STA,PIV,SUBJ
13034,STA,PIV,SUBJ
13035,STA,PIV,SUBJ
13036,STA,PIV,SUBJ
13037,STA,PIV,SUBJ
13038,STA,PIV,SUBJ
13039,STA,PIV,SUBJ
13040,STA,PIV,SUBJ
13041,STA,PIV,SUBJ
13042,STA,PIV,SUBJ
13043,STA,PIV,SUBJ
13044,STA,PIV,SUBJ
13045,STA,PIV,SUBJ
13046,STA,PIV,SUBJ
13047,STA,PIV,SUBJ
13048,STA,PIV,SUBJ
13049,STA,PIV,SUBJ
13050,STA,PIV,SUBJ
13051,STA,PIV,SUBJ
13052,STA,PIV,SUBJ
13053,STA,PIV,SUBJ
13054,STA,PIV,SUBJ
13055,STA,PIV,SUBJ
13056,STA,PIV,SUBJ
13057,STA,PIV,SUBJ
13058,STA,PIV,SUBJ
13059,ACC,SUB,STA
13060,ACC,SUB,STA
13061,ACC,SUB,STA
13062,ACC,SUB,STA
13063,ACC,SUB,STA
13064,ACC,SUB,STA
13065,ACC,SUB,STA
13066,ACC,SUB,STA
13067,ACC,SUB,STA
13068,ACC,SUB,STA
13069,ACC,SUB,STA
13070,ACC,SUB,STA
13071,ACC,SUB,STA
13072,ACC,SUB,STA
13073,ACC,SUB,STA
13074,ACC,SUB,STA
13075,MV,>N,PRT-AUX
13076,MV,>N,PRT-AUX
13077,MV,>N,PRT-AUX
13078,MV,>N,PRT-AUX
13079,MV,>N,PRT-AUX
13080,MV,>N,PRT-AUX
13081,MV,>N,PRT-AUX
13082,MV,>N,PRT-AUX
13083,MV,>N,PRT-AUX
13084,MV,>N,PRT-AUX
13085,MV,>N,PRT-AUX
13086,MV,>N,PRT-AUX
13087,MV,>N,PRT-AUX
13088,MV,>N,PRT-AUX
13089,MV,>N,PRT-AUX
13090,MV,>N,PRT-AUX
13091,STA,>N,SUBJ
13092,STA,>N,SUBJ
13093,STA,>N,SUBJ
13094,STA,>N,SUBJ
13095,STA,>N,SUBJ
13096,STA,>N,SUBJ
13097,STA,>N,SUBJ
13098,STA,>N,SUBJ
13099,STA,>N,SUBJ
13100,STA,>N,SUBJ
13101,STA,>N,SUBJ
13102,STA,>N,SUBJ
13103,STA,>N,SUBJ
13104,STA,>N,SUBJ
13105,STA,>N,SUBJ
13106,STA,>N,SUBJ
13107,STA,>N,SUBJ
13108,ACC,SUB,SUBJ
13109,ACC,SUB,SUBJ
13110,ACC,SUB,SUBJ
13111,ACC,SUB,SUBJ
13112,ACC,SUB,SUBJ
13113,ACC,SUB,SUBJ
13114,ACC,SUB,SUBJ
13115,ACC,SUB,SUBJ
13116,ACC,SUB,SUBJ
13117,ACC,SUB,SUBJ
13118,ACC,SUB,SUBJ
13119,ACC,SUB,SUBJ
13120,ACC,SUB,SUBJ
13121,ACC,SUB,SUBJ
13122,ACC,SUB,SUBJ
13123,ACC,SUB,SUBJ
13124,ACC,SUB,SUBJ
13125,ACC,SUB,SUBJ
13126,ACC,SUB,SUBJ
13127,ACC,CO,N<
13128,ACC,CO,N<
13129,ACC,CO,N<
13130,ACC,CO,N<
13131,ACC,CO,N<
13132,ACC,CO,N<
13133,ACC,CO,N<
13134,ACC,CO,N<
13135,ACC,CO,N<
13136,ACC,CO,N<
13137,ACC,CO,N<
13138,ACC,CO,N<
13139,ACC,CO,N<
13140,ACC,CO,N<
13141,ACC,CO,N<
13142,ACC,CO,N<
13143,ACC,CO,N<
13144,ACC,CO,N<
13145,ACC,CO,N<
13146,CJT,PU,SUBJ
13147,CJT,PU,SUBJ
13148,CJT,PU,SUBJ
13149,CJT,PU,SUBJ
13150,CJT,PU,SUBJ
13151,CJT,PU,SUBJ
13152,CJT,PU,SUBJ
13153,CJT,PU,SUBJ
13154,CJT,PU,SUBJ
13155,CJT,PU,SUBJ
13156,CJT,PU,SUBJ
13157,CJT,PU,SUBJ
13158,CJT,PU,SUBJ
13159,CJT,PU,SUBJ
13160,CJT,PU,SUBJ
13161,CJT,PU,SUBJ
13162,CJT,PU,SUBJ
13163,CJT,PU,SUBJ
13164,CJT,PU,SUBJ
13165,STA,PU,PU
13166,STA,PU,PU
13167,STA,PU,PU
13168,STA,PU,PU
13169,STA,PU,PU
13170,STA,PU,PU
13171,STA,PU,PU
13172,STA,PU,PU
13173,STA,PU,PU
13174,STA,PU,PU
13175,STA,PU,PU
13176,STA,PU,PU
13177,STA,PU,PU
13178,STA,PU,PU
13179,STA,PU,PU
13180,STA,PU,PU
13181,STA,PU,PU
13182,STA,PU,PU
13183,STA,PU,PU
13184,P<,>N,PIV
13185,P<,>N,PIV
13186,P<,>N,PIV
13187,P<,>N,PIV
13188,P<,>N,PIV
13189,P<,>N,PIV
13190,P<,>N,PIV
13191,P<,>N,PIV
13192,P<,>N,PIV
13193,P<,>N,PIV
13194,P<,>N,PIV
13195,P<,>N,PIV
13196,P<,>N,PIV
13197,P<,>N,PIV
13198,P<,>N,PIV
13199,P<,>N,PIV
13200,P<,>N,PIV
13201,P<,>N,PIV
13202,P<,>N,PIV
13203,P<,>N,PIV
13204,P<,>N,PIV
13205,P<,>N,PIV
13206,P<,>N,PIV
13207,P<,>N,PIV
13208,P<,>N,PIV
13209,P<,>N,PIV
13210,P<,>N,PIV
13211,P<,>N,PIV
13212,P<,>N,PIV
13213,P<,>N,PIV
13214,P<,>N,PIV
13215,P<,>N,PIV
13216,P<,>N,PIV
13217,P<,>N,PIV
13218,P<,>N,PIV
13219,P<,>N,PIV
13220,P<,>N,PIV
13221,P<,>N,PIV
13222,P<,>N,PIV
13223,P<,>N,PIV
13224,P<,>N,PIV
13225,P<,>N,PIV
13226,P<,>N,PIV
13227,P<,>N,PIV
13228,P<,>N,PIV
13229,P<,>N,PIV
13230,P<,>N,PIV
13231,P<,>N,PIV
13232,STA,ADVL,SUBJ
13233,STA,ADVL,SUBJ
13234,STA,ADVL,SUBJ
13235,STA,ADVL,SUBJ
13236,STA,ADVL,SUBJ
13237,STA,ADVL,SUBJ
13238,STA,ADVL,SUBJ
13239,STA,ADVL,SUBJ
13240,STA,ADVL,SUBJ
13241,STA,ADVL,SUBJ
13242,STA,ADVL,SUBJ
13243,STA,ADVL,SUBJ
13244,STA,ADVL,SUBJ
13245,STA,ADVL,SUBJ
13246,STA,ADVL,SUBJ
13247,STA,ADVL,SUBJ
13248,STA,ADVL,SUBJ
13249,STA,ADVL,SUBJ
13250,STA,ADVL,SUBJ
13251,STA,ADVL,SUBJ
13252,STA,ADVL,SUBJ
13253,ADVL,PIV,PU
13254,ADVL,PIV,PU
13255,ADVL,PIV,PU
13256,ADVL,PIV,PU
13257,ADVL,PIV,PU
13258,ADVL,PIV,PU
13259,ADVL,PIV,PU
13260,ADVL,PIV,PU
13261,ADVL,PIV,PU
13262,ADVL,PIV,PU
13263,ADVL,PIV,PU
13264,ADVL,PIV,PU
13265,ADVL,PIV,PU
13266,ADVL,PIV,PU
13267,ADVL,PIV,PU
13268,ADVL,PIV,PU
13269,ADVL,PIV,PU
13270,ADVL,PIV,PU
13271,ADVL,PIV,PU
13272,ADVL,PIV,PU
13273,ADVL,PIV,PU
13274,STA,ADVL,SUBJ
13275,STA,ADVL,SUBJ
13276,STA,ADVL,SUBJ
13277,STA,ADVL,SUBJ
13278,STA,ADVL,SUBJ
13279,STA,ADVL,SUBJ
13280,STA,ADVL,SUBJ
13281,STA,ADVL,SUBJ
13282,STA,ADVL,SUBJ
13283,STA,ADVL,SUBJ
13284,STA,ADVL,SUBJ
13285,STA,ADVL,SUBJ
13286,STA,ADVL,SUBJ
13287,STA,ADVL,SUBJ
13288,STA,ADVL,SUBJ
13289,STA,ADVL,SUBJ
13290,STA,ADVL,SUBJ
13291,STA,ADVL,SUBJ
13292,STA,ADVL,SUBJ
13293,STA,>N,P<
13294,STA,>N,P<
13295,STA,>N,P<
13296,STA,>N,P<
13297,STA,>N,P<
13298,STA,>N,P<
13299,STA,>N,P<
13300,STA,>N,P<
13301,STA,>N,P<
13302,STA,>N,P<
13303,MV,>N,STA
13304,MV,>N,STA
13305,MV,>N,STA
13306,MV,>N,STA
13307,MV,>N,STA
13308,MV,>N,STA
13309,MV,>N,STA
13310,MV,>N,STA
13311,MV,>N,STA
13312,MV,>N,STA
13313,MV,>N,STA
13314,MV,>N,STA
13315,MV,>N,STA
13316,MV,>N,STA
13317,MV,>N,STA
13318,SC,>N,STA
13319,SC,>N,STA
13320,SC,>N,STA
13321,SC,>N,STA
13322,SC,>N,STA
13323,SC,>N,STA
13324,SC,>N,STA
13325,SC,>N,STA
13326,SC,>N,STA
13327,SC,>N,STA
13328,SC,>N,STA
13329,SC,>N,STA
13330,MV,ADVL,AUX
13331,MV,ADVL,AUX
13332,MV,ADVL,AUX
13333,MV,ADVL,AUX
13334,MV,ADVL,AUX
13335,MV,ADVL,AUX
13336,MV,ADVL,AUX
13337,MV,ADVL,AUX
13338,MV,ADVL,AUX
13339,MV,ADVL,AUX
13340,MV,ADVL,AUX
13341,MV,ADVL,AUX
13342,MV,ADVL,AUX
13343,MV,ADVL,AUX
13344,MV,ADVL,AUX
13345,MV,ADVL,AUX
13346,MV,ADVL,AUX
13347,MV,ADVL,AUX
13348,STA,ACC,P<
13349,STA,ACC,P<
13350,STA,ACC,P<
13351,STA,ACC,P<
13352,STA,ACC,P<
13353,STA,ACC,P<
13354,STA,ACC,P<
13355,STA,ACC,P<
13356,STA,ACC,P<
13357,STA,ACC,P<
13358,STA,ACC,P<
13359,STA,ACC,P<
13360,STA,ACC,P<
13361,STA,ACC,P<
13362,STA,ACC,P<
13363,N<,>N,SUBJ
13364,N<,>N,SUBJ
13365,N<,>N,SUBJ
13366,N<,>N,SUBJ
13367,N<,>N,SUBJ
13368,N<,>N,SUBJ
13369,N<,>N,SUBJ
13370,N<,>N,SUBJ
13371,N<,>N,SUBJ
13372,N<,>N,SUBJ
13373,N<,>N,SUBJ
13374,N<,>N,SUBJ
13375,N<,>N,SUBJ
13376,N<,>N,SUBJ
13377,N<,>N,SUBJ
13378,STA,>N,P<
13379,STA,>N,P<
13380,STA,>N,P<
13381,STA,>N,P<
13382,STA,>N,P<
13383,STA,>N,P<
13384,STA,>N,P<
13385,STA,>N,P<
13386,STA,>N,P<
13387,STA,>N,P<
13388,STA,>N,P<
13389,STA,>N,P<
13390,STA,>N,P<
13391,STA,>N,P<
13392,STA,>N,P<
13393,STA,>N,P<
13394,STA,>N,P<
13395,STA,>N,P<
13396,STA,>N,P<
13397,STA,>N,P<
13398,STA,SC,PU
13399,STA,SC,PU
13400,STA,SC,PU
13401,STA,SC,PU
13402,STA,SC,PU
13403,STA,SC,PU
13404,STA,SC,PU
13405,STA,SC,PU
13406,STA,SC,PU
13407,STA,SC,PU
13408,STA,SC,PU
13409,STA,SC,PU
13410,STA,SC,PU
13411,STA,SC,PU
13412,STA,SC,PU
13413,STA,SC,PU
13414,STA,SC,PU
13415,MV,>N,STA
13416,MV,>N,STA
13417,MV,>N,STA
13418,MV,>N,STA
13419,MV,>N,STA
13420,MV,>N,STA
13421,MV,>N,STA
13422,MV,>N,STA
13423,MV,>N,STA
13424,MV,>N,STA
13425,MV,>N,STA
13426,MV,>N,STA
13427,ADVL,ACC,ADVL
13428,ADVL,ACC,ADVL
13429,ADVL,ACC,ADVL
13430,ADVL,ACC,ADVL
13431,ADVL,ACC,ADVL
13432,ADVL,ACC,ADVL
13433,ADVL,ACC,ADVL
13434,ADVL,ACC,ADVL
13435,ADVL,ACC,ADVL
13436,ADVL,ACC,ADVL
13437,ADVL,ACC,ADVL
13438,ADVL,ACC,ADVL
13439,ADVL,ACC,ADVL
13440,STA,>N,ADVL
13441,STA,>N,ADVL
13442,STA,>N,ADVL
13443,STA,>N,ADVL
13444,STA,>N,ADVL
13445,STA,>N,ADVL
13446,STA,>N,ADVL
13447,STA,>N,ADVL
13448,STA,>N,ADVL
13449,STA,>N,ADVL
13450,STA,>N,ADVL
13451,STA,>N,ADVL
13452,STA,>N,ADVL
13453,STA,>N,ADVL
13454,STA,>N,ADVL
13455,ACC,ADVL,STA
13456,ACC,ADVL,STA
13457,ACC,ADVL,STA
13458,ACC,ADVL,STA
13459,ACC,ADVL,STA
13460,ACC,ADVL,STA
13461,ACC,ADVL,STA
13462,ACC,ADVL,STA
13463,ACC,ADVL,STA
13464,ACC,ADVL,STA
13465,ACC,ADVL,STA
13466,ACC,ADVL,STA
13467,ACC,ADVL,STA
13468,ACC,ADVL,STA
13469,ACC,ADVL,STA
13470,ACC,ADVL,STA
13471,ACC,ADVL,STA
13472,ACC,ADVL,STA
13473,ACC,ADVL,STA
13474,ACC,ADVL,STA
13475,ACC,ADVL,STA
13476,STA,>N,N<
13477,STA,>N,N<
13478,STA,>N,N<
13479,STA,>N,N<
13480,STA,>N,N<
13481,STA,>N,N<
13482,STA,>N,N<
13483,STA,>N,N<
13484,STA,>N,N<
13485,STA,>N,N<
13486,STA,>N,N<
13487,STA,>N,N<
13488,STA,>N,N<
13489,STA,>N,N<
13490,STA,>N,N<
13491,STA,>N,N<
13492,STA,>N,N<
13493,STA,>N,N<
13494,STA,>N,N<
13495,STA,>N,N<
13496,STA,>N,N<
13497,STA,>N,N<
13498,STA,>N,N<
13499,STA,>N,N<
13500,STA,>N,N<
13501,STA,>N,N<
13502,STA,>N,N<
13503,STA,>N,N<
13504,STA,>N,N<
13505,P<,SUBJ,N<
13506,P<,SUBJ,N<
13507,P<,SUBJ,N<
13508,P<,SUBJ,N<
13509,P<,SUBJ,N<
13510,P<,SUBJ,N<
13511,P<,SUBJ,N<
13512,P<,SUBJ,N<
13513,P<,SUBJ,N<
13514,P<,SUBJ,N<
13515,P<,SUBJ,N<
13516,P<,SUBJ,N<
13517,P<,SUBJ,N<
13518,P<,SUBJ,N<
13519,P<,SUBJ,N<
13520,P<,SUBJ,N<
13521,P<,SUBJ,N<
13522,P<,SUBJ,N<
13523,P<,SUBJ,N<
13524,P<,SUBJ,N<
13525,P<,SUBJ,N<
13526,P<,SUBJ,N<
13527,P<,SUBJ,N<
13528,P<,SUBJ,N<
13529,P<,SUBJ,N<
13530,P<,SUBJ,N<
13531,P<,SUBJ,N<
13532,P<,SUBJ,N<
13533,P<,SUBJ,N<
13534,ACC,ACC,SUBJ
13535,ACC,ACC,SUBJ
13536,ACC,ACC,SUBJ
13537,ACC,ACC,SUBJ
13538,ACC,ACC,SUBJ
13539,ACC,ACC,SUBJ
13540,ACC,ACC,SUBJ
13541,ACC,ACC,SUBJ
13542,ACC,ACC,SUBJ
13543,ACC,ACC,SUBJ
13544,ACC,ACC,SUBJ
13545,ACC,ACC,SUBJ
13546,ACC,ACC,SUBJ
13547,ACC,ACC,SUBJ
13548,ACC,ACC,SUBJ
13549,ACC,ACC,SUBJ
13550,ACC,ACC,SUBJ
13551,ACC,ACC,SUBJ
13552,ACC,ACC,SUBJ
13553,ACC,ACC,SUBJ
13554,ACC,ACC,SUBJ
13555,ACC,ACC,SUBJ
13556,ACC,ACC,SUBJ
13557,ACC,ACC,SUBJ
13558,ACC,ACC,SUBJ
13559,ACC,ACC,SUBJ
13560,ACC,ACC,SUBJ
13561,ACC,ACC,SUBJ
13562,ACC,ACC,SUBJ
13563,N<,ADVL,SUBJ
13564,N<,ADVL,SUBJ
13565,N<,ADVL,SUBJ
13566,N<,ADVL,SUBJ
13567,N<,ADVL,SUBJ
13568,N<,ADVL,SUBJ
13569,N<,ADVL,SUBJ
13570,N<,ADVL,SUBJ
13571,N<,ADVL,SUBJ
13572,N<,ADVL,SUBJ
13573,N<,ADVL,SUBJ
13574,N<,ADVL,SUBJ
13575,N<,ADVL,SUBJ
13576,N<,ADVL,SUBJ
13577,N<,ADVL,SUBJ
13578,N<,ADVL,SUBJ
13579,N<,ADVL,SUBJ
13580,N<,ADVL,SUBJ
13581,N<,ADVL,SUBJ
13582,N<,ADVL,SUBJ
13583,N<,ADVL,SUBJ
13584,N<,ADVL,SUBJ
13585,N<,ADVL,SUBJ
13586,N<,ADVL,SUBJ
13587,N<,ADVL,SUBJ
13588,N<,ADVL,SUBJ
13589,N<,ADVL,SUBJ
13590,N<,ADVL,SUBJ
13591,N<,ADVL,SUBJ
13592,ADVL,>N,SUBJ
13593,ADVL,>N,SUBJ
13594,ADVL,>N,SUBJ
13595,ADVL,>N,SUBJ
13596,ADVL,>N,SUBJ
13597,ADVL,>N,SUBJ
13598,ADVL,>N,SUBJ
13599,ADVL,>N,SUBJ
13600,ADVL,>N,SUBJ
13601,ADVL,>N,SUBJ
13602,ADVL,>N,SUBJ
13603,ADVL,>N,SUBJ
13604,ADVL,>N,SUBJ
13605,ADVL,>N,SUBJ
13606,ADVL,>N,SUBJ
13607,ADVL,>N,SUBJ
13608,ADVL,>N,SUBJ
13609,ADVL,>N,SUBJ
13610,ADVL,>N,SUBJ
13611,ADVL,>N,SUBJ
13612,ADVL,>N,SUBJ
13613,ADVL,>N,SUBJ
13614,ADVL,>N,SUBJ
13615,ADVL,>N,SUBJ
13616,STA,SC,SUBJ
13617,STA,SC,SUBJ
13618,STA,SC,SUBJ
13619,STA,SC,SUBJ
13620,STA,SC,SUBJ
13621,STA,SC,SUBJ
13622,STA,SC,SUBJ
13623,STA,SC,SUBJ
13624,STA,SC,SUBJ
13625,STA,SC,SUBJ
13626,STA,SC,SUBJ
13627,STA,SC,SUBJ
13628,STA,SC,SUBJ
13629,STA,SC,SUBJ
13630,STA,SC,SUBJ
13631,STA,SC,SUBJ
13632,STA,SC,SUBJ
13633,STA,SC,SUBJ
13634,STA,SC,SUBJ
13635,STA,SC,SUBJ
13636,STA,SC,SUBJ
13637,STA,SC,SUBJ
13638,STA,SC,SUBJ
13639,STA,SC,SUBJ
13640,CJT,ACC,SUBJ
13641,CJT,ACC,SUBJ
13642,CJT,ACC,SUBJ
13643,CJT,ACC,SUBJ
13644,CJT,ACC,SUBJ
13645,CJT,ACC,SUBJ
13646,CJT,ACC,SUBJ
13647,CJT,ACC,SUBJ
13648,CJT,ACC,SUBJ
13649,CJT,ACC,SUBJ
13650,CJT,ACC,SUBJ
13651,CJT,ACC,SUBJ
13652,CJT,ACC,SUBJ
13653,CJT,ACC,SUBJ
13654,CJT,ACC,SUBJ
13655,CJT,ACC,SUBJ
13656,CJT,ACC,SUBJ
13657,CJT,ACC,SUBJ
13658,CJT,ACC,SUBJ
13659,CJT,ACC,SUBJ
13660,CJT,ACC,SUBJ
13661,CJT,ACC,SUBJ
13662,CJT,ACC,SUBJ
13663,CJT,ACC,SUBJ
13664,N<PRED,>N,ADVL
13665,N<PRED,>N,ADVL
13666,N<PRED,>N,ADVL
13667,N<PRED,>N,ADVL
13668,N<PRED,>N,ADVL
13669,N<PRED,>N,ADVL
13670,N<PRED,>N,ADVL
13671,N<PRED,>N,ADVL
13672,N<PRED,>N,ADVL
13673,N<PRED,>N,ADVL
13674,N<PRED,>N,ADVL
13675,N<PRED,>N,ADVL
13676,N<PRED,>N,ADVL
13677,N<PRED,>N,ADVL
13678,N<PRED,>N,ADVL
13679,N<PRED,>N,ADVL
13680,N<PRED,>N,ADVL
13681,N<PRED,>N,ADVL
13682,N<PRED,>N,ADVL
13683,N<PRED,>N,ADVL
13684,N<PRED,>N,ADVL
13685,N<PRED,>N,ADVL
13686,N<PRED,>N,ADVL
13687,N<PRED,>N,ADVL
13688,N<PRED,>N,ADVL
13689,P<,>N,N<
13690,P<,>N,N<
13691,P<,>N,N<
13692,P<,>N,N<
13693,P<,>N,N<
13694,P<,>N,N<
13695,P<,>N,N<
13696,P<,>N,N<
13697,P<,>N,N<
13698,P<,>N,N<
13699,P<,>N,N<
13700,P<,>N,N<
13701,P<,>N,N<
13702,P<,>N,N<
13703,P<,>N,N<
13704,P<,>N,N<
13705,P<,>N,N<
13706,P<,>N,N<
13707,P<,>N,N<
13708,P<,>N,N<
13709,P<,>N,N<
13710,P<,>N,N<
13711,P<,>N,N<
13712,P<,>N,N<
13713,P<,>N,N<
13714,N<,>N,PU
13715,N<,>N,PU
13716,N<,>N,PU
13717,N<,>N,PU
13718,N<,>N,PU
13719,N<,>N,PU
13720,N<,>N,PU
13721,N<,>N,PU
13722,N<,>N,PU
13723,N<,>N,PU
13724,N<,>N,PU
13725,N<,>N,PU
13726,N<,>N,PU
13727,N<,>N,PU
13728,N<,>N,PU
13729,N<,>N,PU
13730,N<,>N,PU
13731,N<,>N,PU
13732,N<,>N,PU
13733,N<,>N,PU
13734,N<,>N,PU
13735,N<,>N,PU
13736,N<,>N,PU
13737,N<,>N,PU
13738,STA,>N,SUBJ
13739,STA,>N,SUBJ
13740,STA,>N,SUBJ
13741,STA,>N,SUBJ
13742,STA,>N,SUBJ
13743,STA,>N,SUBJ
13744,STA,>N,SUBJ
13745,STA,>N,SUBJ
13746,STA,>N,SUBJ
13747,STA,>N,SUBJ
13748,STA,>N,SUBJ
13749,STA,>N,SUBJ
13750,STA,>N,SUBJ
13751,STA,>N,SUBJ
13752,STA,>N,SUBJ
13753,STA,>N,SUBJ
13754,STA,>N,SUBJ
13755,STA,>N,SUBJ
13756,STA,>N,SUBJ
13757,STA,>N,SUBJ
13758,STA,>N,SUBJ
13759,STA,>N,SUBJ
13760,ACC,MV,STA
13761,ACC,MV,STA
13762,ACC,MV,STA
13763,ACC,MV,STA
13764,ACC,MV,STA
13765,ACC,MV,STA
13766,ACC,MV,STA
13767,ACC,MV,STA
13768,ACC,MV,STA
13769,ACC,MV,STA
13770,ACC,MV,STA
13771,ACC,MV,STA
13772,ACC,MV,STA
13773,ACC,MV,STA
13774,ACC,MV,STA
13775,ACC,MV,STA
13776,ACC,MV,STA
13777,ACC,MV,STA
13778,ACC,MV,STA
13779,ACC,MV,STA
13780,ACC,MV,STA
13781,MV,SUBJ,ADVL
13782,MV,SUBJ,ADVL
13783,MV,SUBJ,ADVL
13784,MV,SUBJ,ADVL
13785,MV,SUBJ,ADVL
13786,MV,SUBJ,ADVL
13787,MV,SUBJ,ADVL
13788,MV,SUBJ,ADVL
13789,MV,SUBJ,ADVL
13790,MV,SUBJ,ADVL
13791,MV,SUBJ,ADVL
13792,MV,SUBJ,ADVL
13793,MV,SUBJ,ADVL
13794,MV,SUBJ,ADVL
13795,MV,SUBJ,ADVL
13796,MV,SUBJ,ADVL
13797,MV,SUBJ,ADVL
13798,MV,SUBJ,ADVL
13799,MV,SUBJ,ADVL
13800,MV,SUBJ,ADVL
13801,MV,SUBJ,ADVL
13802,ADVL,ACC,SUBJ
13803,ADVL,ACC,SUBJ
13804,ADVL,ACC,SUBJ
13805,ADVL,ACC,SUBJ
13806,ADVL,ACC,SUBJ
13807,ADVL,ACC,SUBJ
13808,ADVL,ACC,SUBJ
13809,ADVL,ACC,SUBJ
13810,ADVL,ACC,SUBJ
13811,ADVL,ACC,SUBJ
13812,ADVL,ACC,SUBJ
13813,ADVL,ACC,SUBJ
13814,SUBJ,ADVL,STA
13815,SUBJ,ADVL,STA
13816,SUBJ,ADVL,STA
13817,SUBJ,ADVL,STA
13818,SUBJ,ADVL,STA
13819,SUBJ,ADVL,STA
13820,SUBJ,ADVL,STA
13821,SUBJ,ADVL,STA
13822,SUBJ,ADVL,STA
13823,SUBJ,ADVL,STA
13824,SUBJ,ADVL,STA
13825,SUBJ,ADVL,STA
13826,SUBJ,ADVL,STA
13827,SUBJ,ADVL,STA
13828,SUBJ,ADVL,STA
13829,SUBJ,ADVL,STA
13830,SUBJ,ADVL,STA
13831,SUBJ,ADVL,STA
13832,SUBJ,ADVL,STA
13833,ADVL,SUB,PU
13834,ADVL,SUB,PU
13835,ADVL,SUB,PU
13836,ADVL,SUB,PU
13837,ADVL,SUB,PU
13838,ADVL,SUB,PU
13839,ADVL,SUB,PU
13840,ADVL,SUB,PU
13841,ADVL,SUB,PU
13842,ADVL,SUB,PU
13843,ADVL,SUB,PU
13844,ADVL,SUB,PU
13845,ADVL,SUB,PU
13846,ADVL,SUB,PU
13847,ADVL,SUB,PU
13848,ADVL,SUB,PU
13849,ADVL,SUB,PU
13850,ADVL,SUB,PU
13851,ADVL,SUB,PU
13852,SUBJ,>N,PU
13853,SUBJ,>N,PU
13854,SUBJ,>N,PU
13855,SUBJ,>N,PU
13856,SUBJ,>N,PU
13857,SUBJ,>N,PU
13858,SUBJ,>N,PU
13859,SUBJ,>N,PU
13860,SUBJ,>N,PU
13861,SUBJ,>N,PU
