,LEMMA_CTX_P+0,LEMMA_CTX_P+1,LEMMA_CTX_P-1
8013,violar,o,tesouro
8014,violar,o,tesouro
8015,violar,o,tesouro
8016,violar,o,tesouro
8017,violar,o,tesouro
8018,violar,o,tesouro
8019,violar,o,tesouro
8020,violar,o,tesouro
8021,violar,o,tesouro
8022,violar,o,tesouro
8023,violar,o,tesouro
8024,violar,o,tesouro
8025,violar,o,tesouro
8026,violar,o,tesouro
8027,dizer,que,-
8028,dizer,que,-
8029,dizer,que,-
8030,dizer,que,-
8031,dizer,que,-
8032,dizer,que,-
8033,dizer,que,-
8034,dizer,que,-
8035,dizer,que,-
8036,dizer,que,-
8037,dizer,que,-
8038,dizer,que,-
8039,dizer,que,-
8040,dizer,que,-
8041,dizer,que,-
8042,dizer,que,-
8043,dizer,que,-
8044,dizer,que,-
8045,examinar,agora,ser
8046,examinar,agora,ser
8047,examinar,agora,ser
8048,examinar,agora,ser
8049,examinar,agora,ser
8050,examinar,agora,ser
8051,examinar,agora,ser
8052,examinar,agora,ser
8053,examinar,agora,ser
8054,examinar,agora,ser
8055,examinar,agora,ser
8056,examinar,agora,ser
8057,examinar,agora,ser
8058,examinar,agora,ser
8059,examinar,agora,ser
8060,examinar,agora,ser
8061,examinar,agora,ser
8062,examinar,agora,ser
8063,ficar,com,conseguir
8064,ficar,com,conseguir
8065,ficar,com,conseguir
8066,ficar,com,conseguir
8067,ficar,com,conseguir
8068,ficar,com,conseguir
8069,ficar,com,conseguir
8070,ficar,com,conseguir
8071,ficar,com,conseguir
8072,ficar,com,conseguir
8073,ficar,com,conseguir
8074,ficar,com,conseguir
8075,procurar,tempo,ele
8076,procurar,tempo,ele
8077,procurar,tempo,ele
8078,procurar,tempo,ele
8079,procurar,tempo,ele
8080,procurar,tempo,ele
8081,procurar,tempo,ele
8082,procurar,tempo,ele
8083,procurar,tempo,ele
8084,procurar,tempo,ele
8085,procurar,tempo,ele
8086,procurar,tempo,ele
8087,procurar,tempo,ele
8088,procurar,tempo,ele
8089,procurar,tempo,ele
8090,procurar,tempo,ele
8091,procurar,tempo,ele
8092,procurar,tempo,ele
8093,procurar,tempo,ele
8094,procurar,tempo,ele
8095,procurar,tempo,ele
8096,procurar,tempo,ele
8097,procurar,tempo,ele
8098,procurar,tempo,ele
8099,procurar,tempo,ele
8100,procurar,tempo,ele
8101,procurar,tempo,ele
8102,procurar,tempo,ele
8103,procurar,tempo,ele
8104,procurar,tempo,ele
8105,procurar,tempo,ele
8106,procurar,tempo,ele
8107,procurar,tempo,ele
8108,procurar,tempo,ele
8109,procurar,tempo,ele
8110,procurar,tempo,ele
8111,procurar,tempo,ele
8112,procurar,tempo,ele
8113,procurar,tempo,ele
8114,procurar,tempo,ele
8115,procurar,tempo,ele
8116,procurar,tempo,ele
8117,resolver,preparar,-
8118,resolver,preparar,-
8119,resolver,preparar,-
8120,resolver,preparar,-
8121,resolver,preparar,-
8122,resolver,preparar,-
8123,resolver,preparar,-
8124,resolver,preparar,-
8125,resolver,preparar,-
8126,resolver,preparar,-
8127,resolver,preparar,-
8128,resolver,preparar,-
8129,resolver,preparar,-
8130,resolver,preparar,-
8131,resolver,preparar,-
8132,resolver,preparar,-
8133,resolver,preparar,-
8134,resolver,preparar,-
8135,resolver,preparar,-
8136,resolver,preparar,-
8137,resolver,preparar,-
8138,resolver,preparar,-
8139,resolver,preparar,-
8140,resolver,preparar,-
8141,resolver,preparar,-
8142,resolver,preparar,-
8143,resolver,preparar,-
8144,resolver,preparar,-
8145,resolver,preparar,-
8146,resolver,preparar,-
8147,resolver,preparar,-
8148,resolver,preparar,-
8149,resolver,preparar,-
8150,resolver,preparar,-
8151,resolver,preparar,-
8152,resolver,preparar,-
8153,resolver,preparar,-
8154,resolver,preparar,-
8155,resolver,preparar,-
8156,resolver,preparar,-
8157,resolver,preparar,-
8158,resolver,preparar,-
8159,preparar,o,resolver
8160,preparar,o,resolver
8161,preparar,o,resolver
8162,preparar,o,resolver
8163,preparar,o,resolver
8164,preparar,o,resolver
8165,preparar,o,resolver
8166,preparar,o,resolver
8167,preparar,o,resolver
8168,preparar,o,resolver
8169,preparar,o,resolver
8170,preparar,o,resolver
8171,preparar,o,resolver
8172,preparar,o,resolver
8173,preparar,o,resolver
8174,preparar,o,resolver
8175,preparar,o,resolver
8176,preparar,o,resolver
8177,preparar,o,resolver
8178,preparar,o,resolver
8179,preparar,o,resolver
8180,preparar,o,resolver
8181,preparar,o,resolver
8182,preparar,o,resolver
8183,preparar,o,resolver
8184,preparar,o,resolver
8185,preparar,o,resolver
8186,preparar,o,resolver
8187,preparar,o,resolver
8188,preparar,o,resolver
8189,preparar,o,resolver
8190,preparar,o,resolver
8191,preparar,o,resolver
8192,preparar,o,resolver
8193,preparar,o,resolver
8194,preparar,o,resolver
8195,preparar,o,resolver
8196,preparar,o,resolver
8197,preparar,o,resolver
8198,preparar,o,resolver
8199,preparar,o,resolver
8200,preparar,o,resolver
8201,resistir,a,não
8202,resistir,a,não
8203,resistir,a,não
8204,resistir,a,não
8205,resistir,a,não
8206,resistir,a,não
8207,resistir,a,não
8208,resistir,a,não
8209,resistir,a,não
8210,resistir,a,não
8211,resistir,a,não
8212,resistir,a,não
8213,resistir,a,não
8214,resistir,a,não
8215,resistir,a,não
8216,resistir,a,não
8217,resistir,a,não
8218,resistir,a,não
8219,resistir,a,não
8220,resistir,a,não
8221,resistir,a,não
8222,resistir,a,não
8223,resistir,a,não
8224,resistir,a,não
8225,resistir,a,não
8226,resistir,a,não
8227,resistir,a,não
8228,resistir,a,não
8229,resistir,a,não
8230,resistir,a,não
8231,resistir,a,não
8232,resistir,a,não
8233,resistir,a,não
8234,resistir,a,não
8235,resistir,a,não
8236,resistir,a,não
8237,resistir,a,não
8238,resistir,a,não
8239,resistir,a,não
8240,resistir,a,não
8241,resistir,a,não
8242,resistir,a,não
8243,convocar,Mourão,e
8244,convocar,Mourão,e
8245,convocar,Mourão,e
8246,convocar,Mourão,e
8247,convocar,Mourão,e
8248,convocar,Mourão,e
8249,convocar,Mourão,e
8250,convocar,Mourão,e
8251,convocar,Mourão,e
8252,convocar,Mourão,e
8253,convocar,Mourão,e
8254,convocar,Mourão,e
8255,convocar,Mourão,e
8256,convocar,Mourão,e
8257,convocar,Mourão,e
8258,convocar,Mourão,e
8259,convocar,Mourão,e
8260,convocar,Mourão,e
8261,convocar,Mourão,e
8262,convocar,Mourão,e
8263,convocar,Mourão,e
8264,convocar,Mourão,e
8265,convocar,Mourão,e
8266,convocar,Mourão,e
8267,convocar,Mourão,e
8268,convocar,Mourão,e
8269,convocar,Mourão,e
8270,convocar,Mourão,e
8271,convocar,Mourão,e
8272,convocar,Mourão,e
8273,convocar,Mourão,e
8274,convocar,Mourão,e
8275,convocar,Mourão,e
8276,convocar,Mourão,e
8277,convocar,Mourão,e
8278,convocar,Mourão,e
8279,convocar,Mourão,e
8280,convocar,Mourão,e
8281,convocar,Mourão,e
8282,convocar,Mourão,e
8283,convocar,Mourão,e
8284,convocar,Mourão,e
8285,ter,como,sala
8286,ter,como,sala
8287,ter,como,sala
8288,ter,como,sala
8289,ter,como,sala
8290,ter,como,sala
8291,ter,como,sala
8292,ter,como,sala
8293,ter,como,sala
8294,ter,como,sala
8295,ter,como,sala
8296,ter,como,sala
8297,ter,como,sala
8298,ter,como,sala
8299,ter,como,sala
8300,ter,como,sala
8301,ter,como,sala
8302,ter,como,sala
8303,ter,como,sala
8304,ter,como,sala
8305,ter,como,sala
8306,ter,como,sala
8307,ter,como,sala
8308,ter,como,sala
8309,ter,como,sala
8310,ter,como,sala
8311,ter,como,sala
8312,ter,como,sala
8313,ter,como,sala
8314,ter,como,sala
8315,ter,como,sala
8316,ter,como,sala
8317,ter,como,sala
8318,ter,como,sala
8319,ter,como,sala
8320,ter,como,sala
8321,ter,como,sala
8322,ter,como,sala
8323,ter,como,sala
8324,ter,como,sala
8325,ter,como,sala
8326,mostrar,o,que
8327,mostrar,o,que
8328,mostrar,o,que
8329,mostrar,o,que
8330,mostrar,o,que
8331,mostrar,o,que
8332,mostrar,o,que
8333,mostrar,o,que
8334,mostrar,o,que
8335,mostrar,o,que
8336,mostrar,o,que
8337,mostrar,o,que
8338,mostrar,o,que
8339,mostrar,o,que
8340,mostrar,o,que
8341,mostrar,o,que
8342,mostrar,o,que
8343,mostrar,o,que
8344,mostrar,o,que
8345,mostrar,o,que
8346,mostrar,o,que
8347,mostrar,o,que
8348,mostrar,o,que
8349,mostrar,o,que
8350,mostrar,o,que
8351,mostrar,o,que
8352,mostrar,o,que
8353,mostrar,o,que
8354,mostrar,o,que
8355,mostrar,o,que
8356,mostrar,o,que
8357,mostrar,o,que
8358,mostrar,o,que
8359,mostrar,o,que
8360,mostrar,o,que
8361,mostrar,o,que
8362,mostrar,o,que
8363,mostrar,o,que
8364,mostrar,o,que
8365,mostrar,o,que
8366,mostrar,o,que
8367,fazer,um,ter
8368,fazer,um,ter
8369,fazer,um,ter
8370,fazer,um,ter
8371,fazer,um,ter
8372,fazer,um,ter
8373,fazer,um,ter
8374,fazer,um,ter
8375,fazer,um,ter
8376,fazer,um,ter
8377,fazer,um,ter
8378,fazer,um,ter
8379,fazer,um,ter
8380,fazer,um,ter
8381,fazer,um,ter
8382,fazer,um,ter
8383,fazer,um,ter
8384,fazer,um,ter
8385,fazer,um,ter
8386,fazer,um,ter
8387,fazer,um,ter
8388,fazer,um,ter
8389,fazer,um,ter
8390,fazer,um,ter
8391,fazer,um,ter
8392,fazer,um,ter
8393,fazer,um,ter
8394,fazer,um,ter
8395,fazer,um,ter
8396,fazer,um,ter
8397,fazer,um,ter
8398,fazer,um,ter
8399,fazer,um,ter
8400,fazer,um,ter
8401,fazer,um,ter
8402,fazer,um,ter
8403,fazer,um,ter
8404,fazer,um,ter
8405,fazer,um,ter
8406,fazer,um,ter
8407,fazer,um,ter
8408,trocar,o,-
8409,trocar,o,-
8410,trocar,o,-
8411,trocar,o,-
8412,trocar,o,-
8413,trocar,o,-
8414,trocar,o,-
8415,trocar,o,-
8416,trocar,o,-
8417,trocar,o,-
8418,trocar,o,-
8419,trocar,o,-
8420,trocar,o,-
8421,trocar,o,-
8422,trocar,o,-
8423,trocar,o,-
8424,trocar,o,-
8425,trocar,o,-
8426,trocar,o,-
8427,trocar,o,-
8428,trocar,o,-
8429,trocar,o,-
8430,trocar,o,-
8431,trocar,o,-
8432,trocar,o,-
8433,trocar,o,-
8434,trocar,o,-
8435,trocar,o,-
8436,trocar,o,-
8437,trocar,o,-
8438,trocar,o,-
8439,trocar,o,-
8440,trocar,o,-
8441,trocar,o,-
8442,trocar,o,-
8443,trocar,o,-
8444,trocar,o,-
8445,trocar,o,-
8446,trocar,o,-
8447,trocar,o,-
8448,trocar,o,-
8449,tratar,se,
8450,tratar,se,
8451,tratar,se,
8452,tratar,se,
8453,tratar,se,
8454,tratar,se,
8455,tratar,se,
8456,tratar,se,
8457,tratar,se,
8458,tratar,se,
8459,tratar,se,
8460,tratar,se,
8461,tratar,se,
8462,tratar,se,
8463,tratar,se,
8464,tratar,se,
8465,lançar,Tom_Zé,que
8466,lançar,Tom_Zé,que
8467,lançar,Tom_Zé,que
8468,lançar,Tom_Zé,que
8469,lançar,Tom_Zé,que
8470,lançar,Tom_Zé,que
8471,lançar,Tom_Zé,que
8472,lançar,Tom_Zé,que
8473,lançar,Tom_Zé,que
8474,lançar,Tom_Zé,que
8475,lançar,Tom_Zé,que
8476,lançar,Tom_Zé,que
8477,lançar,Tom_Zé,que
8478,lançar,Tom_Zé,que
8479,lançar,Tom_Zé,que
8480,lançar,Tom_Zé,que
8481,lançar,Tom_Zé,que
8482,lançar,Tom_Zé,que
8483,lançar,Tom_Zé,que
8484,lançar,Tom_Zé,que
8485,lançar,Tom_Zé,que
8486,lançar,Tom_Zé,que
8487,lançar,Tom_Zé,que
8488,lançar,Tom_Zé,que
8489,lançar,Tom_Zé,que
8490,lançar,Tom_Zé,que
8491,lançar,Tom_Zé,que
8492,lançar,Tom_Zé,que
8493,lançar,Tom_Zé,que
8494,lançar,Tom_Zé,que
8495,lançar,Tom_Zé,que
8496,lançar,Tom_Zé,que
8497,lançar,Tom_Zé,que
8498,lançar,Tom_Zé,que
8499,lançar,Tom_Zé,que
8500,lançar,Tom_Zé,que
8501,lançar,Tom_Zé,que
8502,lançar,Tom_Zé,que
8503,lançar,Tom_Zé,que
8504,lançar,Tom_Zé,que
8505,lançar,Tom_Zé,que
8506,lançar,Tom_Zé,que
8507,lançar,Tom_Zé,que
8508,mostrar,soberbo,-
8509,mostrar,soberbo,-
8510,mostrar,soberbo,-
8511,mostrar,soberbo,-
8512,mostrar,soberbo,-
8513,mostrar,soberbo,-
8514,mostrar,soberbo,-
8515,mostrar,soberbo,-
8516,mostrar,soberbo,-
8517,mostrar,soberbo,-
8518,mostrar,soberbo,-
8519,mostrar,soberbo,-
8520,mostrar,soberbo,-
8521,mostrar,soberbo,-
8522,mostrar,soberbo,-
8523,mostrar,soberbo,-
8524,chegar,bem,ele
8525,chegar,bem,ele
8526,chegar,bem,ele
8527,chegar,bem,ele
8528,chegar,bem,ele
8529,chegar,bem,ele
8530,chegar,bem,ele
8531,chegar,bem,ele
8532,chegar,bem,ele
8533,chegar,bem,ele
8534,haver,exposição,-
8535,haver,exposição,-
8536,haver,exposição,-
8537,haver,exposição,-
8538,haver,exposição,-
8539,haver,exposição,-
8540,haver,exposição,-
8541,haver,exposição,-
8542,haver,exposição,-
8543,haver,exposição,-
8544,haver,exposição,-
8545,haver,exposição,-
8546,haver,exposição,-
8547,haver,exposição,-
8548,haver,exposição,-
8549,haver,exposição,-
8550,haver,exposição,-
8551,haver,exposição,-
8552,haver,exposição,-
8553,haver,exposição,-
8554,haver,exposição,-
8555,haver,exposição,-
8556,haver,exposição,-
8557,haver,exposição,-
8558,haver,exposição,-
8559,haver,exposição,-
8560,haver,exposição,-
8561,haver,exposição,-
8562,haver,exposição,-
8563,haver,exposição,-
8564,haver,exposição,-
8565,haver,exposição,-
8566,haver,exposição,-
8567,haver,exposição,-
8568,haver,exposição,-
8569,haver,exposição,-
8570,haver,exposição,-
8571,haver,exposição,-
8572,haver,exposição,-
8573,haver,exibição,-
8574,haver,exibição,-
8575,haver,exibição,-
8576,haver,exibição,-
8577,haver,exibição,-
8578,haver,exibição,-
8579,haver,exibição,-
8580,haver,exibição,-
8581,haver,exibição,-
8582,haver,exibição,-
8583,haver,exibição,-
8584,haver,exibição,-
8585,haver,exibição,-
8586,haver,exibição,-
8587,haver,exibição,-
8588,haver,exibição,-
8589,haver,exibição,-
8590,haver,exibição,-
8591,haver,exibição,-
8592,haver,exibição,-
8593,haver,exibição,-
8594,haver,exibição,-
8595,haver,exibição,-
8596,haver,exibição,-
8597,haver,exibição,-
8598,haver,exibição,-
8599,haver,exibição,-
8600,haver,exibição,-
8601,haver,exibição,-
8602,haver,exibição,-
8603,demonstrar,-,que
8604,demonstrar,-,que
8605,demonstrar,-,que
8606,demonstrar,-,que
8607,demonstrar,-,que
8608,demonstrar,-,que
8609,demonstrar,-,que
8610,demonstrar,-,que
8611,demonstrar,-,que
8612,demonstrar,-,que
8613,demonstrar,-,que
8614,demonstrar,-,que
8615,demonstrar,-,que
8616,demonstrar,-,que
8617,demonstrar,-,que
8618,demonstrar,-,que
8619,demonstrar,-,que
8620,demonstrar,-,que
8621,demonstrar,-,que
8622,demonstrar,-,que
8623,demonstrar,-,que
8624,demonstrar,-,que
8625,demonstrar,-,que
8626,demonstrar,-,que
8627,demonstrar,-,que
8628,demonstrar,-,que
8629,demonstrar,-,que
8630,demonstrar,-,que
8631,demonstrar,-,que
8632,demonstrar,-,que
8633,preparar,prato,estar
8634,preparar,prato,estar
8635,preparar,prato,estar
8636,preparar,prato,estar
8637,preparar,prato,estar
8638,preparar,prato,estar
8639,preparar,prato,estar
8640,preparar,prato,estar
8641,preparar,prato,estar
8642,preparar,prato,estar
8643,preparar,prato,estar
8644,preparar,prato,estar
8645,preparar,prato,estar
8646,preparar,prato,estar
8647,preparar,prato,estar
8648,preparar,prato,estar
8649,preparar,prato,estar
8650,preparar,prato,estar
8651,preparar,prato,estar
8652,preparar,prato,estar
8653,preparar,prato,estar
8654,preparar,prato,estar
8655,preparar,prato,estar
8656,preparar,prato,estar
8657,preparar,prato,estar
8658,preparar,prato,estar
8659,estar,a,que
8660,estar,a,que
8661,estar,a,que
8662,estar,a,que
8663,estar,a,que
8664,estar,a,que
8665,estar,a,que
8666,estar,a,que
8667,estar,a,que
8668,estar,a,que
8669,estar,a,que
8670,estar,a,que
8671,estar,a,que
8672,estar,a,que
8673,estar,a,que
8674,estar,a,que
8675,estar,a,que
8676,estar,a,que
8677,estar,a,que
8678,estar,a,que
8679,estar,a,que
8680,estar,a,que
8681,estar,a,que
8682,estar,a,que
8683,estar,a,que
8684,estar,a,que
8685,afirmar,pretender,ele
8686,afirmar,pretender,ele
8687,afirmar,pretender,ele
8688,afirmar,pretender,ele
8689,afirmar,pretender,ele
8690,afirmar,pretender,ele
8691,afirmar,pretender,ele
8692,afirmar,pretender,ele
8693,afirmar,pretender,ele
8694,afirmar,pretender,ele
8695,afirmar,pretender,ele
8696,afirmar,pretender,ele
8697,afirmar,pretender,ele
8698,afirmar,pretender,ele
8699,afirmar,pretender,ele
8700,afirmar,pretender,ele
8701,afirmar,pretender,ele
8702,afirmar,pretender,ele
8703,afirmar,pretender,ele
8704,afirmar,pretender,ele
8705,afirmar,pretender,ele
8706,afirmar,pretender,ele
8707,pretender,inaugurar,afirmar
8708,pretender,inaugurar,afirmar
8709,pretender,inaugurar,afirmar
8710,pretender,inaugurar,afirmar
8711,pretender,inaugurar,afirmar
8712,pretender,inaugurar,afirmar
8713,pretender,inaugurar,afirmar
8714,pretender,inaugurar,afirmar
8715,pretender,inaugurar,afirmar
8716,pretender,inaugurar,afirmar
8717,pretender,inaugurar,afirmar
8718,pretender,inaugurar,afirmar
8719,pretender,inaugurar,afirmar
8720,pretender,inaugurar,afirmar
8721,pretender,inaugurar,afirmar
8722,pretender,inaugurar,afirmar
8723,pretender,inaugurar,afirmar
8724,pretender,inaugurar,afirmar
8725,pretender,inaugurar,afirmar
8726,pretender,inaugurar,afirmar
8727,pretender,inaugurar,afirmar
8728,pretender,inaugurar,afirmar
8729,inaugurar,um,pretender
8730,inaugurar,um,pretender
8731,inaugurar,um,pretender
8732,inaugurar,um,pretender
8733,inaugurar,um,pretender
8734,inaugurar,um,pretender
8735,inaugurar,um,pretender
8736,inaugurar,um,pretender
8737,inaugurar,um,pretender
8738,inaugurar,um,pretender
8739,inaugurar,um,pretender
8740,inaugurar,um,pretender
8741,inaugurar,um,pretender
8742,inaugurar,um,pretender
8743,inaugurar,um,pretender
8744,inaugurar,um,pretender
8745,inaugurar,um,pretender
8746,inaugurar,um,pretender
8747,inaugurar,um,pretender
8748,inaugurar,um,pretender
8749,inaugurar,um,pretender
8750,inaugurar,um,pretender
8751,discutir,o,para
8752,discutir,o,para
8753,discutir,o,para
8754,discutir,o,para
8755,discutir,o,para
8756,discutir,o,para
8757,discutir,o,para
8758,discutir,o,para
8759,discutir,o,para
8760,discutir,o,para
8761,discutir,o,para
8762,discutir,o,para
8763,discutir,o,para
8764,discutir,o,para
8765,discutir,o,para
8766,discutir,o,para
8767,discutir,o,para
8768,discutir,o,para
8769,discutir,o,para
8770,discutir,o,para
8771,discutir,o,para
8772,discutir,o,para
8773,atender,a,para
8774,atender,a,para
8775,atender,a,para
8776,atender,a,para
8777,atender,a,para
8778,atender,a,para
8779,atender,a,para
8780,atender,a,para
8781,atender,a,para
8782,atender,a,para
8783,atender,a,para
8784,atender,a,para
8785,atender,a,para
8786,atender,a,para
8787,atender,a,para
8788,atender,a,para
8789,atender,a,para
8790,atender,a,para
8791,atender,a,para
8792,atender,a,para
8793,atender,a,para
8794,atender,a,para
8795,atender,a,para
8796,atender,a,para
8797,comandar,um,ir
8798,comandar,um,ir
8799,comandar,um,ir
8800,comandar,um,ir
8801,comandar,um,ir
8802,comandar,um,ir
8803,comandar,um,ir
8804,comandar,um,ir
8805,comandar,um,ir
8806,comandar,um,ir
8807,comandar,um,ir
8808,comandar,um,ir
8809,comandar,um,ir
8810,comandar,um,ir
8811,comandar,um,ir
8812,comandar,um,ir
8813,comandar,um,ir
8814,comandar,um,ir
8815,comandar,um,ir
8816,comandar,um,ir
8817,comandar,um,ir
8818,comandar,um,ir
8819,comandar,um,ir
8820,comandar,um,ir
8821,dizer,que,economista
8822,dizer,que,economista
8823,dizer,que,economista
8824,dizer,que,economista
8825,dizer,que,economista
8826,dizer,que,economista
8827,dizer,que,economista
8828,dizer,que,economista
8829,dizer,que,economista
8830,dizer,que,economista
8831,dizer,que,economista
8832,dizer,que,economista
8833,dizer,que,economista
8834,dizer,que,economista
8835,dizer,que,economista
8836,dizer,que,economista
8837,dizer,que,economista
8838,analisar,-,ser
8839,analisar,-,ser
8840,analisar,-,ser
8841,analisar,-,ser
8842,analisar,-,ser
8843,analisar,-,ser
8844,analisar,-,ser
8845,analisar,-,ser
8846,analisar,-,ser
8847,analisar,-,ser
8848,analisar,-,ser
8849,analisar,-,ser
8850,analisar,-,ser
8851,analisar,-,ser
8852,analisar,-,ser
8853,analisar,-,ser
8854,analisar,-,ser
8855,resolver,o,saber
8856,resolver,o,saber
8857,resolver,o,saber
8858,resolver,o,saber
8859,resolver,o,saber
8860,resolver,o,saber
8861,resolver,o,saber
8862,resolver,o,saber
8863,resolver,o,saber
8864,resolver,o,saber
8865,resolver,o,saber
8866,resolver,o,saber
8867,resolver,o,saber
8868,resolver,o,saber
8869,resolver,o,saber
8870,resolver,o,saber
8871,resolver,o,saber
8872,descobrir,que,já
8873,descobrir,que,já
8874,descobrir,que,já
8875,descobrir,que,já
8876,descobrir,que,já
8877,descobrir,que,já
8878,descobrir,que,já
8879,descobrir,que,já
8880,descobrir,que,já
8881,descobrir,que,já
8882,descobrir,que,já
8883,descobrir,que,já
8884,descobrir,que,já
8885,descobrir,que,já
8886,descobrir,que,já
8887,descobrir,que,já
8888,descobrir,que,já
8889,descobrir,que,já
8890,comprar,imóvel,que
8891,comprar,imóvel,que
8892,comprar,imóvel,que
8893,comprar,imóvel,que
8894,comprar,imóvel,que
8895,comprar,imóvel,que
8896,comprar,imóvel,que
8897,comprar,imóvel,que
8898,comprar,imóvel,que
8899,comprar,imóvel,que
8900,comprar,imóvel,que
8901,comprar,imóvel,que
8902,comprar,imóvel,que
8903,comprar,imóvel,que
8904,comprar,imóvel,que
8905,comprar,imóvel,que
8906,comprar,imóvel,que
8907,comprar,imóvel,que
8908,comprar,apartamento,Bélgica
8909,comprar,apartamento,Bélgica
8910,comprar,apartamento,Bélgica
8911,comprar,apartamento,Bélgica
8912,comprar,apartamento,Bélgica
8913,comprar,apartamento,Bélgica
8914,comprar,apartamento,Bélgica
8915,comprar,apartamento,Bélgica
8916,comprar,apartamento,Bélgica
8917,comprar,apartamento,Bélgica
8918,comprar,apartamento,Bélgica
8919,comprar,apartamento,Bélgica
8920,comprar,apartamento,Bélgica
8921,comprar,apartamento,Bélgica
8922,comprar,apartamento,Bélgica
8923,comprar,apartamento,Bélgica
8924,comprar,apartamento,Bélgica
8925,comprar,apartamento,Bélgica
8926,comprar,apartamento,Bélgica
8927,comprar,apartamento,Bélgica
8928,comprar,apartamento,Bélgica
8929,comprar,apartamento,Bélgica
8930,comprar,apartamento,Bélgica
8931,comprar,apartamento,Bélgica
8932,comprar,apartamento,Bélgica
8933,comprar,apartamento,Bélgica
8934,comprar,apartamento,Bélgica
8935,comprar,apartamento,Bélgica
8936,comprar,apartamento,Bélgica
8937,comprar,apartamento,Bélgica
8938,comprar,apartamento,Bélgica
8939,comprar,apartamento,Bélgica
8940,comprar,apartamento,Bélgica
8941,comprar,apartamento,Bélgica
8942,passar,o,para
8943,passar,o,para
8944,passar,o,para
8945,passar,o,para
8946,passar,o,para
8947,passar,o,para
8948,passar,o,para
8949,passar,o,para
8950,passar,o,para
8951,passar,o,para
8952,passar,o,para
8953,passar,o,para
8954,passar,o,para
8955,passar,o,para
8956,passar,o,para
8957,passar,o,para
8958,passar,o,para
8959,passar,o,para
8960,passar,o,para
8961,passar,o,para
8962,passar,o,para
8963,passar,o,para
8964,passar,o,para
8965,passar,o,para
8966,passar,o,para
8967,passar,o,para
8968,passar,o,para
8969,passar,o,para
8970,passar,o,para
8971,passar,o,para
8972,passar,o,para
8973,passar,o,para
8974,passar,o,para
8975,passar,o,para
8976,alugar,o,ele
8977,alugar,o,ele
8978,alugar,o,ele
8979,alugar,o,ele
8980,alugar,o,ele
8981,alugar,o,ele
8982,alugar,o,ele
8983,alugar,o,ele
8984,alugar,o,ele
8985,alugar,o,ele
8986,alugar,o,ele
8987,alugar,o,ele
8988,alugar,o,ele
8989,alugar,o,ele
8990,alugar,o,ele
8991,alugar,o,ele
8992,alugar,o,ele
8993,alugar,o,ele
8994,alugar,o,ele
8995,alugar,o,ele
8996,alugar,o,ele
8997,alugar,o,ele
8998,alugar,o,ele
8999,alugar,o,ele
9000,alugar,o,ele
9001,alugar,o,ele
9002,alugar,o,ele
9003,alugar,o,ele
9004,alugar,o,ele
9005,alugar,o,ele
9006,alugar,o,ele
9007,alugar,o,ele
9008,alugar,o,ele
9009,alugar,o,ele
9010,dizer,Bezerra,-
9011,dizer,Bezerra,-
9012,dizer,Bezerra,-
9013,dizer,Bezerra,-
9014,dizer,Bezerra,-
9015,dizer,Bezerra,-
9016,dizer,Bezerra,-
9017,dizer,Bezerra,-
9018,dizer,Bezerra,-
9019,dizer,Bezerra,-
9020,dizer,Bezerra,-
9021,dizer,Bezerra,-
9022,dizer,Bezerra,-
9023,dizer,Bezerra,-
9024,dizer,Bezerra,-
9025,dizer,Bezerra,-
9026,dizer,Bezerra,-
9027,dizer,Bezerra,-
9028,dizer,Bezerra,-
9029,dizer,Bezerra,-
9030,dizer,Bezerra,-
9031,dizer,Bezerra,-
9032,dizer,Bezerra,-
9033,dizer,Bezerra,-
9034,dizer,Bezerra,-
9035,dizer,Bezerra,-
9036,dizer,Bezerra,-
9037,dizer,Bezerra,-
9038,dizer,Bezerra,-
9039,dizer,Bezerra,-
9040,dizer,Bezerra,-
9041,dizer,Bezerra,-
9042,dizer,Bezerra,-
9043,dizer,Bezerra,-
9044,morar,aqui,apesar_de
9045,morar,aqui,apesar_de
9046,morar,aqui,apesar_de
9047,morar,aqui,apesar_de
9048,morar,aqui,apesar_de
9049,morar,aqui,apesar_de
9050,morar,aqui,apesar_de
9051,morar,aqui,apesar_de
9052,morar,aqui,apesar_de
9053,morar,aqui,apesar_de
9054,morar,aqui,apesar_de
9055,morar,aqui,apesar_de
9056,morar,aqui,apesar_de
9057,morar,aqui,apesar_de
9058,morar,aqui,apesar_de
9059,morar,aqui,apesar_de
9060,morar,aqui,apesar_de
9061,morar,aqui,apesar_de
9062,morar,aqui,apesar_de
9063,morar,aqui,apesar_de
9064,dar,nem,não
9065,dar,nem,não
9066,dar,nem,não
9067,dar,nem,não
9068,dar,nem,não
9069,dar,nem,não
9070,dar,nem,não
9071,dar,nem,não
9072,dar,nem,não
9073,dar,nem,não
9074,dar,nem,não
9075,dar,nem,não
9076,dar,nem,não
9077,dar,nem,não
9078,dar,nem,não
9079,dar,nem,não
9080,dar,nem,não
9081,dar,nem,não
9082,dar,nem,não
9083,dar,nem,não
9084,pegar,o,
9085,pegar,o,
9086,pegar,o,
9087,pegar,o,
9088,pegar,o,
9089,pegar,o,
9090,pegar,o,
9091,pegar,o,
9092,pegar,o,
9093,pegar,o,
9094,pegar,o,
9095,pegar,o,
9096,pegar,o,
9097,pegar,o,
9098,pegar,o,
9099,se,mandar,e
