,FORM_CTX_P+0,FORM_CTX_P+1,FORM_CTX_P-1
45590,informou,ontem,Prefeitura_de_São_Paulo
45591,valerá,R$,)
45592,valerá,R$,)
45593,valerá,R$,)
45594,valerá,R$,)
45595,valerá,R$,)
45596,valerá,R$,)
45597,valerá,R$,)
45598,valerá,R$,)
45599,valerá,R$,)
45600,valerá,R$,)
45601,valerá,R$,)
45602,valerá,R$,)
45603,valerá,R$,)
45604,valerá,R$,)
45605,valerá,R$,)
45606,valerá,R$,)
45607,valerá,R$,)
45608,valerá,R$,)
45609,valerá,R$,)
45610,valerá,R$,)
45611,valerá,R$,)
45612,valerá,R$,)
45613,valerá,R$,)
45614,pagarem,seus,que
45615,pagarem,seus,que
45616,pagarem,seus,que
45617,pagarem,seus,que
45618,pagarem,seus,que
45619,pagarem,seus,que
45620,pagarem,seus,que
45621,pagarem,seus,que
45622,pagarem,seus,que
45623,pagarem,seus,que
45624,pagarem,seus,que
45625,pagarem,seus,que
45626,pagarem,seus,que
45627,pagarem,seus,que
45628,pagarem,seus,que
45629,pagarem,seus,que
45630,pagarem,seus,que
45631,pagarem,seus,que
45632,pagarem,seus,que
45633,pagarem,seus,que
45634,pagarem,seus,que
45635,pagarem,seus,que
45636,pagarem,seus,que
45637,pagarem,seus,que
45638,pagarem,seus,que
45639,pagarem,seus,que
45640,pagarem,seus,que
45641,pagarem,seus,que
45642,sairão,ganhando,hoje
45643,sairão,ganhando,hoje
45644,sairão,ganhando,hoje
45645,sairão,ganhando,hoje
45646,sairão,ganhando,hoje
45647,sairão,ganhando,hoje
45648,sairão,ganhando,hoje
45649,sairão,ganhando,hoje
45650,sairão,ganhando,hoje
45651,sairão,ganhando,hoje
45652,sairão,ganhando,hoje
45653,sairão,ganhando,hoje
45654,sairão,ganhando,hoje
45655,sairão,ganhando,hoje
45656,sairão,ganhando,hoje
45657,sairão,ganhando,hoje
45658,sairão,ganhando,hoje
45659,sairão,ganhando,hoje
45660,sairão,ganhando,hoje
45661,sairão,ganhando,hoje
45662,sairão,ganhando,hoje
45663,sairão,ganhando,hoje
45664,sairão,ganhando,hoje
45665,sairão,ganhando,hoje
45666,sairão,ganhando,hoje
45667,sairão,ganhando,hoje
45668,sairão,ganhando,hoje
45669,sairão,ganhando,hoje
45670,feito,por,será
45671,feito,por,será
45672,feito,por,será
45673,feito,por,será
45674,feito,por,será
45675,feito,por,será
45676,feito,por,será
45677,feito,por,será
45678,feito,por,será
45679,feito,por,será
45680,feito,por,será
45681,feito,por,será
45682,feito,por,será
45683,feito,por,será
45684,feito,por,será
45685,feito,por,será
45686,feito,por,será
45687,feito,por,será
45688,feito,por,será
45689,feito,por,será
45690,feito,por,será
45691,feito,por,será
45692,feito,por,será
45693,feito,por,será
45694,feito,por,será
45695,feito,por,será
45696,feito,por,será
45697,feito,por,será
45698,lançado,dia,é
45699,lançado,dia,é
45700,lançado,dia,é
45701,lançado,dia,é
45702,lançado,dia,é
45703,lançado,dia,é
45704,lançado,dia,é
45705,lançado,em,Será
45706,lançado,em,Será
45707,lançado,em,Será
45708,lançado,em,Será
45709,lançado,em,Será
45710,lançado,em,Será
45711,lançado,em,Será
45712,lançado,em,Será
45713,lançado,em,Será
45714,lançado,em,Será
45715,lançado,em,Será
45716,lançado,em,Será
45717,lançado,em,Será
45718,lançado,em,Será
45719,lançado,em,Será
45720,lançado,em,Será
45721,lançado,em,Será
45722,lançado,em,Será
45723,lançado,em,Será
45724,lançado,em,Será
45725,lançado,em,Será
45726,lançado,em,Será
45727,lançado,em,Será
45728,lançado,em,Será
45729,lançado,em,Será
45730,lançado,em,Será
45731,lançado,em,Será
45732,lançado,em,Será
45733,lançado,em,Será
45734,lançado,em,Será
45735,lançado,em,Será
45736,pretende,reduzir,que
45737,pretende,reduzir,que
45738,pretende,reduzir,que
45739,pretende,reduzir,que
45740,pretende,reduzir,que
45741,pretende,reduzir,que
45742,pretende,reduzir,que
45743,pretende,reduzir,que
45744,pretende,reduzir,que
45745,pretende,reduzir,que
45746,pretende,reduzir,que
45747,pretende,reduzir,que
45748,pretende,reduzir,que
45749,pretende,reduzir,que
45750,pretende,reduzir,que
45751,pretende,reduzir,que
45752,pretende,reduzir,que
45753,pretende,reduzir,que
45754,pretende,reduzir,que
45755,pretende,reduzir,que
45756,pretende,reduzir,que
45757,pretende,reduzir,que
45758,pretende,reduzir,que
45759,pretende,reduzir,que
45760,pretende,reduzir,que
45761,pretende,reduzir,que
45762,pretende,reduzir,que
45763,reduzir,a,pretende
45764,reduzir,a,pretende
45765,reduzir,a,pretende
45766,reduzir,a,pretende
45767,reduzir,a,pretende
45768,reduzir,a,pretende
45769,reduzir,a,pretende
45770,reduzir,a,pretende
45771,reduzir,a,pretende
45772,reduzir,a,pretende
45773,reduzir,a,pretende
45774,reduzir,a,pretende
45775,reduzir,a,pretende
45776,reduzir,a,pretende
45777,reduzir,a,pretende
45778,reduzir,a,pretende
45779,reduzir,a,pretende
45780,reduzir,a,pretende
45781,reduzir,a,pretende
45782,reduzir,a,pretende
45783,reduzir,a,pretende
45784,reduzir,a,pretende
45785,reduzir,a,pretende
45786,reduzir,a,pretende
45787,reduzir,a,pretende
45788,reduzir,a,pretende
45789,reduzir,a,pretende
45790,fará,uma,Marcos_Cintra
45791,fará,uma,Marcos_Cintra
45792,fará,uma,Marcos_Cintra
45793,fará,uma,Marcos_Cintra
45794,fará,uma,Marcos_Cintra
45795,fará,uma,Marcos_Cintra
45796,fará,uma,Marcos_Cintra
45797,fará,uma,Marcos_Cintra
45798,fará,uma,Marcos_Cintra
45799,fará,uma,Marcos_Cintra
45800,fará,uma,Marcos_Cintra
45801,fará,uma,Marcos_Cintra
45802,fará,uma,Marcos_Cintra
45803,fará,uma,Marcos_Cintra
45804,fará,uma,Marcos_Cintra
45805,fará,uma,Marcos_Cintra
45806,fará,uma,Marcos_Cintra
45807,fará,uma,Marcos_Cintra
45808,fará,uma,Marcos_Cintra
45809,fará,uma,Marcos_Cintra
45810,fará,uma,Marcos_Cintra
45811,fará,uma,Marcos_Cintra
45812,fará,uma,Marcos_Cintra
45813,fará,uma,Marcos_Cintra
45814,fará,uma,Marcos_Cintra
45815,fará,uma,Marcos_Cintra
45816,fará,uma,Marcos_Cintra
45817,encerram-,se,","
45818,encerram-,se,","
45819,encerram-,se,","
45820,encerram-,se,","
45821,encerram-,se,","
45822,encerram-,se,","
45823,encerram-,se,","
45824,encerram-,se,","
45825,encerram-,se,","
45826,encerram-,se,","
45827,encerram-,se,","
45828,encerram-,se,","
45829,encerram-,se,","
45830,encerram-,se,","
45831,encerram-,se,","
45832,encerram-,se,","
45833,encerram-,se,","
45834,encerram-,se,","
45835,encerram-,se,","
45836,encerram-,se,","
45837,encerram-,se,","
45838,encerram-,se,","
45839,encerram-,se,","
45840,encerram-,se,","
45841,encerram-,se,","
45842,encerram-,se,","
45843,encerram-,se,","
45844,encerram-,se,","
45845,encerram-,se,","
45846,encerram-,se,","
45847,encerram-,se,","
45848,encerram-,se,","
45849,limitam,os,escolas
45850,limitam,os,escolas
45851,limitam,os,escolas
45852,limitam,os,escolas
45853,limitam,os,escolas
45854,limitam,os,escolas
45855,limitam,os,escolas
45856,limitam,os,escolas
45857,limitam,os,escolas
45858,limitam,os,escolas
45859,limitam,os,escolas
45860,limitam,os,escolas
45861,limitam,os,escolas
45862,limitam,os,escolas
45863,limitam,os,escolas
45864,têm,maior,que
45865,têm,maior,que
45866,têm,maior,que
45867,têm,maior,que
45868,têm,maior,que
45869,têm,maior,que
45870,têm,maior,que
45871,têm,maior,que
45872,têm,maior,que
45873,têm,maior,que
45874,têm,maior,que
45875,têm,maior,que
45876,têm,maior,que
45877,têm,maior,que
45878,têm,maior,que
45879,Submeterá,A,SE
45880,Submeterá,A,SE
45881,Submeterá,A,SE
45882,Submeterá,A,SE
45883,Submeterá,A,SE
45884,Submeterá,A,SE
45885,Submeterá,A,SE
45886,Submeterá,A,SE
45887,Submeterá,A,SE
45888,Submeterá,A,SE
45889,Submeterá,A,SE
45890,Submeterá,A,SE
45891,Submeterá,A,SE
45892,submeter-,se,vai
45893,submeter-,se,vai
45894,submeter-,se,vai
45895,submeter-,se,vai
45896,submeter-,se,vai
45897,submeter-,se,vai
45898,submeter-,se,vai
45899,submeter-,se,vai
45900,submeter-,se,vai
45901,submeter-,se,vai
45902,submeter-,se,vai
45903,submeter-,se,vai
45904,submeter-,se,vai
45905,submeter-,se,vai
45906,submeter-,se,vai
45907,submeter-,se,vai
45908,submeter-,se,vai
45909,submeter-,se,vai
45910,submeter-,se,vai
45911,submeter-,se,vai
45912,submeter-,se,vai
45913,submeter-,se,vai
45914,submeter-,se,vai
45915,submeter-,se,vai
45916,submeter-,se,vai
45917,submeter-,se,vai
45918,submeter-,se,vai
45919,submeter-,se,vai
45920,submeter-,se,vai
45921,submeter-,se,vai
45922,submeter-,se,vai
45923,submeter-,se,vai
45924,submeter-,se,vai
45925,submeter-,se,vai
45926,submeter-,se,vai
45927,submeter-,se,vai
45928,submeter-,se,vai
45929,submeter-,se,vai
45930,submeter-,se,vai
45931,submeter-,se,vai
45932,submeter-,se,vai
45933,submeter-,se,vai
45934,verificar,a,para
45935,verificar,a,para
45936,verificar,a,para
45937,verificar,a,para
45938,verificar,a,para
45939,verificar,a,para
45940,verificar,a,para
45941,verificar,a,para
45942,verificar,a,para
45943,verificar,a,para
45944,verificar,a,para
45945,verificar,a,para
45946,verificar,a,para
45947,verificar,a,para
45948,verificar,a,para
45949,verificar,a,para
45950,verificar,a,para
45951,verificar,a,para
45952,verificar,a,para
45953,verificar,a,para
45954,verificar,a,para
45955,verificar,a,para
45956,verificar,a,para
45957,verificar,a,para
45958,verificar,a,para
45959,verificar,a,para
45960,verificar,a,para
45961,verificar,a,para
45962,verificar,a,para
45963,verificar,a,para
45964,verificar,a,para
45965,verificar,a,para
45966,verificar,a,para
45967,verificar,a,para
45968,verificar,a,para
45969,verificar,a,para
45970,verificar,a,para
45971,verificar,a,para
45972,verificar,a,para
45973,verificar,a,para
45974,verificar,a,para
45975,verificar,a,para
45976,apareceu,em,que
45977,apareceu,em,que
45978,apareceu,em,que
45979,apareceu,em,que
45980,apareceu,em,que
45981,apareceu,em,que
45982,apareceu,em,que
45983,apareceu,em,que
45984,apareceu,em,que
45985,apareceu,em,que
45986,apareceu,em,que
45987,apareceu,em,que
45988,apareceu,em,que
45989,apareceu,em,que
45990,apareceu,em,que
45991,apareceu,em,que
45992,apareceu,em,que
45993,apareceu,em,que
45994,apareceu,em,que
45995,apareceu,em,que
45996,apareceu,em,que
45997,apareceu,em,que
45998,apareceu,em,que
45999,apareceu,em,que
46000,apareceu,em,que
46001,apareceu,em,que
46002,apareceu,em,que
46003,apareceu,em,que
46004,apareceu,em,que
46005,apareceu,em,que
46006,apareceu,em,que
46007,apareceu,em,que
46008,apareceu,em,que
46009,apareceu,em,que
46010,apareceu,em,que
46011,apareceu,em,que
46012,apareceu,em,que
46013,apareceu,em,que
46014,apareceu,em,que
46015,apareceu,em,que
46016,apareceu,em,que
46017,apareceu,em,que
46018,acho,que,Não
46019,acho,que,Não
46020,acho,que,Não
46021,acho,que,Não
46022,acho,que,Não
46023,acho,que,Não
46024,acho,que,Não
46025,acho,que,Não
46026,acho,que,Não
46027,acho,que,Não
46028,acho,que,Não
46029,acho,que,Não
46030,acho,que,Não
46031,acho,que,Não
46032,acho,que,Não
46033,acho,que,Não
46034,acho,que,Não
46035,acho,que,Não
46036,acho,que,Não
46037,acho,que,Não
46038,acho,que,Não
46039,ser,algo,pode
46040,ser,algo,pode
46041,ser,algo,pode
46042,ser,algo,pode
46043,ser,algo,pode
46044,ser,algo,pode
46045,ser,algo,pode
46046,ser,algo,pode
46047,ser,algo,pode
46048,ser,algo,pode
46049,ser,algo,pode
46050,ser,algo,pode
46051,ser,algo,pode
46052,ser,algo,pode
46053,ser,algo,pode
46054,ser,algo,pode
46055,ser,algo,pode
46056,ser,algo,pode
46057,ser,algo,pode
46058,ser,algo,pode
46059,ser,algo,pode
46060,afirmou,.,","
46061,afirmou,.,","
46062,afirmou,.,","
46063,afirmou,.,","
46064,afirmou,.,","
46065,afirmou,.,","
46066,afirmou,.,","
46067,afirmou,.,","
46068,afirmou,.,","
46069,afirmou,.,","
46070,afirmou,.,","
46071,afirmou,.,","
46072,afirmou,.,","
46073,afirmou,.,","
46074,afirmou,.,","
46075,afirmou,.,","
46076,afirmou,.,","
46077,afirmou,.,","
46078,afirmou,.,","
46079,afirmou,.,","
46080,afirmou,.,","
46081,disse,que,","
46082,disse,que,","
46083,disse,que,","
46084,disse,que,","
46085,disse,que,","
46086,disse,que,","
46087,disse,que,","
46088,disse,que,","
46089,disse,que,","
46090,disse,que,","
46091,disse,que,","
46092,disse,que,","
46093,disse,que,","
46094,disse,que,","
46095,disse,que,","
46096,disse,que,","
46097,disse,que,","
46098,disse,que,","
46099,disse,que,","
46100,disse,que,","
46101,disse,que,","
46102,disse,que,","
46103,disse,que,","
46104,disse,que,","
46105,disse,que,","
46106,disse,que,","
46107,disse,que,","
46108,disse,que,","
46109,disse,que,","
46110,disse,que,","
46111,descobriu,a,que
46112,descobriu,a,que
46113,descobriu,a,que
46114,descobriu,a,que
46115,descobriu,a,que
46116,descobriu,a,que
46117,descobriu,a,que
46118,descobriu,a,que
46119,descobriu,a,que
46120,descobriu,a,que
46121,descobriu,a,que
46122,descobriu,a,que
46123,descobriu,a,que
46124,descobriu,a,que
46125,descobriu,a,que
46126,descobriu,a,que
46127,descobriu,a,que
46128,descobriu,a,que
46129,descobriu,a,que
46130,descobriu,a,que
46131,descobriu,a,que
46132,descobriu,a,que
46133,descobriu,a,que
46134,descobriu,a,que
46135,descobriu,a,que
46136,descobriu,a,que
46137,descobriu,a,que
46138,descobriu,a,que
46139,descobriu,a,que
46140,descobriu,a,que
46141,separou,de,se
46142,separou,de,se
46143,separou,de,se
46144,separou,de,se
46145,separou,de,se
46146,separou,de,se
46147,separou,de,se
46148,separou,de,se
46149,separou,de,se
46150,separou,de,se
46151,separou,de,se
46152,separou,de,se
46153,separou,de,se
46154,separou,de,se
46155,separou,de,se
46156,separou,de,se
46157,separou,de,se
46158,separou,de,se
46159,separou,de,se
46160,separou,de,se
46161,separou,de,se
46162,separou,de,se
46163,separou,de,se
46164,separou,de,se
46165,separou,de,se
46166,separou,de,se
46167,separou,de,se
46168,separou,de,se
46169,separou,de,se
46170,separou,de,se
46171,Senti,dores,«
46172,Senti,dores,«
46173,Senti,dores,«
46174,Senti,dores,«
46175,Senti,dores,«
46176,Senti,dores,«
46177,Senti,dores,«
46178,Senti,dores,«
46179,Senti,dores,«
46180,Senti,dores,«
46181,Senti,dores,«
46182,Senti,dores,«
46183,Senti,dores,«
46184,Senti,dores,«
46185,Senti,dores,«
46186,Senti,dores,«
46187,Senti,dores,«
46188,Senti,dores,«
46189,Senti,dores,«
46190,Senti,dores,«
46191,Senti,dores,«
46192,Senti,dores,«
46193,Senti,dores,«
46194,Senti,dores,«
46195,Senti,dores,«
46196,tenho,uns,como
46197,tenho,uns,como
46198,tenho,uns,como
46199,tenho,uns,como
46200,tenho,uns,como
46201,tenho,uns,como
46202,tenho,uns,como
46203,tenho,uns,como
46204,tenho,uns,como
46205,tenho,uns,como
46206,tenho,uns,como
46207,tenho,uns,como
46208,tenho,uns,como
46209,tenho,uns,como
46210,tenho,uns,como
46211,tenho,uns,como
46212,tenho,uns,como
46213,tenho,uns,como
46214,tenho,uns,como
46215,tenho,uns,como
46216,tenho,uns,como
46217,tenho,uns,como
46218,tenho,uns,como
46219,tenho,uns,como
46220,tenho,uns,como
46221,decidi,fazer,","
46222,decidi,fazer,","
46223,decidi,fazer,","
46224,decidi,fazer,","
46225,decidi,fazer,","
46226,decidi,fazer,","
46227,decidi,fazer,","
46228,decidi,fazer,","
46229,decidi,fazer,","
46230,decidi,fazer,","
46231,decidi,fazer,","
46232,decidi,fazer,","
46233,decidi,fazer,","
46234,decidi,fazer,","
46235,decidi,fazer,","
46236,decidi,fazer,","
46237,decidi,fazer,","
46238,decidi,fazer,","
46239,decidi,fazer,","
46240,decidi,fazer,","
46241,decidi,fazer,","
46242,decidi,fazer,","
46243,decidi,fazer,","
46244,decidi,fazer,","
46245,decidi,fazer,","
46246,fazer,o,decidi
46247,fazer,o,decidi
46248,fazer,o,decidi
46249,fazer,o,decidi
46250,fazer,o,decidi
46251,fazer,o,decidi
46252,fazer,o,decidi
46253,fazer,o,decidi
46254,fazer,o,decidi
46255,fazer,o,decidi
46256,fazer,o,decidi
46257,fazer,o,decidi
46258,fazer,o,decidi
46259,fazer,o,decidi
46260,fazer,o,decidi
46261,fazer,o,decidi
46262,fazer,o,decidi
46263,fazer,o,decidi
46264,fazer,o,decidi
46265,fazer,o,decidi
46266,fazer,o,decidi
46267,fazer,o,decidi
46268,fazer,o,decidi
46269,fazer,o,decidi
46270,fazer,o,decidi
46271,contou,a,","
46272,contou,a,","
46273,contou,a,","
46274,contou,a,","
46275,contou,a,","
46276,contou,a,","
46277,contou,a,","
46278,contou,a,","
46279,contou,a,","
46280,contou,a,","
46281,contou,a,","
46282,contou,a,","
46283,contou,a,","
46284,contou,a,","
46285,contou,a,","
46286,contou,a,","
46287,contou,a,","
46288,contou,a,","
46289,contou,a,","
46290,contou,a,","
46291,contou,a,","
46292,contou,a,","
46293,contou,a,","
46294,contou,a,","
46295,contou,a,","
46296,sei,se,Não
46297,sei,se,Não
46298,sei,se,Não
46299,sei,se,Não
46300,sei,se,Não
46301,sei,se,Não
46302,sei,se,Não
46303,sei,se,Não
46304,sei,se,Não
46305,sei,se,Não
46306,sei,se,Não
46307,sei,se,Não
46308,sei,se,Não
46309,sei,se,Não
46310,sei,se,Não
46311,sei,se,Não
46312,sei,se,Não
46313,sei,se,Não
46314,sei,se,Não
46315,querer,meu,vai
46316,querer,meu,vai
46317,querer,meu,vai
46318,querer,meu,vai
46319,querer,meu,vai
46320,querer,meu,vai
46321,querer,meu,vai
46322,querer,meu,vai
46323,querer,meu,vai
46324,querer,meu,vai
46325,querer,meu,vai
46326,querer,meu,vai
46327,querer,meu,vai
46328,querer,meu,vai
46329,querer,meu,vai
46330,querer,meu,vai
46331,querer,meu,vai
46332,querer,meu,vai
46333,querer,meu,vai
46334,farei,tudo,mas
46335,farei,tudo,mas
46336,farei,tudo,mas
46337,farei,tudo,mas
46338,farei,tudo,mas
46339,farei,tudo,mas
46340,farei,tudo,mas
46341,farei,tudo,mas
46342,farei,tudo,mas
46343,farei,tudo,mas
46344,farei,tudo,mas
46345,farei,tudo,mas
46346,farei,tudo,mas
46347,farei,tudo,mas
46348,farei,tudo,mas
46349,farei,tudo,mas
46350,farei,tudo,mas
46351,farei,tudo,mas
46352,farei,tudo,mas
46353,acompanhavam,chegaram,o
46354,acompanhavam,chegaram,o
46355,acompanhavam,chegaram,o
46356,acompanhavam,chegaram,o
46357,acompanhavam,chegaram,o
46358,acompanhavam,chegaram,o
46359,acompanhavam,chegaram,o
46360,acompanhavam,chegaram,o
46361,acompanhavam,chegaram,o
46362,acompanhavam,chegaram,o
46363,acompanhavam,chegaram,o
46364,acompanhavam,chegaram,o
46365,acompanhavam,chegaram,o
46366,acompanhavam,chegaram,o
46367,acompanhavam,chegaram,o
46368,acompanhavam,chegaram,o
46369,acompanhavam,chegaram,o
46370,chegaram,a,acompanhavam
46371,chegaram,a,acompanhavam
46372,chegaram,a,acompanhavam
46373,chegaram,a,acompanhavam
46374,chegaram,a,acompanhavam
46375,chegaram,a,acompanhavam
46376,chegaram,a,acompanhavam
46377,chegaram,a,acompanhavam
46378,chegaram,a,acompanhavam
46379,chegaram,a,acompanhavam
46380,chegaram,a,acompanhavam
46381,chegaram,a,acompanhavam
46382,chegaram,a,acompanhavam
46383,chegaram,a,acompanhavam
46384,chegaram,a,acompanhavam
46385,chegaram,a,acompanhavam
46386,chegaram,a,acompanhavam
46387,permaneceu,em,Ele
46388,permaneceu,em,Ele
46389,permaneceu,em,Ele
46390,permaneceu,em,Ele
46391,permaneceu,em,Ele
46392,permaneceu,em,Ele
46393,permaneceu,em,Ele
46394,permaneceu,em,Ele
46395,permaneceu,em,Ele
46396,permaneceu,em,Ele
46397,permaneceu,em,Ele
46398,permaneceu,em,Ele
46399,permaneceu,em,Ele
46400,permaneceu,em,Ele
46401,permaneceu,em,Ele
46402,permaneceu,em,Ele
46403,permaneceu,em,Ele
46404,permaneceu,em,Ele
46405,permaneceu,em,Ele
46406,permaneceu,em,Ele
46407,permaneceu,em,Ele
46408,permaneceu,em,Ele
46409,permaneceu,em,Ele
46410,permaneceu,em,Ele
46411,seguiu,para,e
46412,seguiu,para,e
46413,seguiu,para,e
46414,seguiu,para,e
46415,seguiu,para,e
46416,seguiu,para,e
46417,seguiu,para,e
46418,seguiu,para,e
46419,seguiu,para,e
46420,seguiu,para,e
46421,seguiu,para,e
46422,seguiu,para,e
46423,seguiu,para,e
46424,seguiu,para,e
46425,seguiu,para,e
46426,seguiu,para,e
46427,seguiu,para,e
46428,seguiu,para,e
46429,seguiu,para,e
46430,seguiu,para,e
46431,seguiu,para,e
46432,seguiu,para,e
46433,seguiu,para,e
46434,seguiu,para,e
46435,descansar,em,para
46436,descansar,em,para
46437,descansar,em,para
46438,descansar,em,para
46439,descansar,em,para
46440,descansar,em,para
46441,descansar,em,para
46442,descansar,em,para
46443,descansar,em,para
46444,descansar,em,para
46445,descansar,em,para
46446,descansar,em,para
46447,descansar,em,para
46448,descansar,em,para
46449,descansar,em,para
46450,descansar,em,para
46451,descansar,em,para
46452,descansar,em,para
46453,descansar,em,para
46454,descansar,em,para
46455,descansar,em,para
46456,descansar,em,para
46457,descansar,em,para
46458,descansar,em,para
46459,repetiu,várias,ele
46460,repetiu,várias,ele
46461,repetiu,várias,ele
46462,repetiu,várias,ele
46463,repetiu,várias,ele
46464,repetiu,várias,ele
46465,repetiu,várias,ele
46466,repetiu,várias,ele
46467,repetiu,várias,ele
46468,repetiu,várias,ele
46469,repetiu,várias,ele
46470,repetiu,várias,ele
46471,repetiu,várias,ele
46472,repetiu,várias,ele
46473,repetiu,várias,ele
46474,repetiu,várias,ele
46475,repetiu,várias,ele
46476,repetiu,várias,ele
46477,repetiu,várias,ele
46478,repetiu,várias,ele
46479,ter,crises,a
46480,ter,crises,a
46481,ter,crises,a
46482,ter,crises,a
46483,ter,crises,a
46484,ter,crises,a
46485,ter,crises,a
46486,ter,crises,a
46487,têm,acionamento,Ambos
46488,têm,acionamento,Ambos
46489,têm,acionamento,Ambos
46490,têm,acionamento,Ambos
46491,têm,acionamento,Ambos
46492,apura,chacina,Justiça
46493,apura,chacina,Justiça
46494,apura,chacina,Justiça
46495,apura,chacina,Justiça
46496,apura,chacina,Justiça
46497,ouvir,em,a
46498,ouvir,em,a
46499,ouvir,em,a
46500,ouvir,em,a
46501,ouvir,em,a
46502,ouvir,em,a
46503,ouvir,em,a
46504,ouvir,em,a
46505,ouvir,em,a
46506,ouvir,em,a
46507,ouvir,em,a
46508,ouvir,em,a
46509,ouvir,em,a
46510,ouvir,em,a
46511,ouvir,em,a
46512,ouvir,em,a
46513,ouvir,em,a
46514,ouvir,em,a
46515,ouvir,em,a
46516,ouvir,em,a
46517,ouvir,em,a
46518,ouvir,em,a
46519,ouvir,em,a
46520,ouvir,em,a
46521,ouvir,em,a
46522,ouvir,em,a
46523,ouvir,em,a
46524,ouvir,em,a
46525,ouvir,em,a
46526,ouvir,em,a
46527,ouvir,em,a
46528,ouvir,em,a
46529,ouvir,em,a
46530,ouvir,em,a
46531,ouvir,em,a
46532,ouvir,em,a
46533,ouvir,em,a
46534,ouvir,em,a
46535,ouvir,em,a
46536,ouvir,em,a
46537,ouvir,em,a
46538,ouvir,em,a
46539,ouvir,em,a
46540,ouvir,em,a
46541,ouvir,em,a
46542,ouvir,em,a
46543,ouvir,em,a
46544,ouvir,em,a
46545,ouvir,em,a
46546,ocorreu,quando,massacre
46547,ocorreu,quando,massacre
46548,ocorreu,quando,massacre
46549,ocorreu,quando,massacre
46550,ocorreu,quando,massacre
46551,ocorreu,quando,massacre
46552,ocorreu,quando,massacre
46553,ocorreu,quando,massacre
46554,ocorreu,quando,massacre
46555,ocorreu,quando,massacre
46556,ocorreu,quando,massacre
46557,ocorreu,quando,massacre
46558,ocorreu,quando,massacre
46559,ocorreu,quando,massacre
46560,ocorreu,quando,massacre
46561,ocorreu,quando,massacre
46562,ocorreu,quando,massacre
46563,ocorreu,quando,massacre
46564,ocorreu,quando,massacre
46565,ocorreu,quando,massacre
46566,ocorreu,quando,massacre
46567,ocorreu,quando,massacre
46568,ocorreu,quando,massacre
46569,ocorreu,quando,massacre
46570,ocorreu,quando,massacre
46571,ocorreu,quando,massacre
46572,ocorreu,quando,massacre
46573,invadiu,o,PM
46574,invadiu,o,PM
46575,invadiu,o,PM
46576,invadiu,o,PM
46577,invadiu,o,PM
46578,invadiu,o,PM
46579,invadiu,o,PM
46580,invadiu,o,PM
46581,invadiu,o,PM
46582,invadiu,o,PM
46583,invadiu,o,PM
46584,invadiu,o,PM
46585,invadiu,o,PM
46586,invadiu,o,PM
46587,invadiu,o,PM
46588,invadiu,o,PM
46589,invadiu,o,PM
46590,invadiu,o,PM
46591,invadiu,o,PM
46592,invadiu,o,PM
46593,invadiu,o,PM
46594,invadiu,o,PM
46595,invadiu,o,PM
46596,invadiu,o,PM
46597,invadiu,o,PM
46598,invadiu,o,PM
46599,invadiu,o,PM
46600,acabar,com,para
46601,acabar,com,para
46602,acabar,com,para
46603,acabar,com,para
46604,acabar,com,para
46605,acabar,com,para
46606,acabar,com,para
46607,acabar,com,para
46608,acabar,com,para
46609,acabar,com,para
46610,acabar,com,para
46611,acabar,com,para
46612,acabar,com,para
46613,acabar,com,para
46614,acabar,com,para
46615,acabar,com,para
46616,acabar,com,para
46617,acabar,com,para
46618,acabar,com,para
46619,acabar,com,para
46620,acabar,com,para
46621,acabar,com,para
46622,acabar,com,para
46623,acabar,com,para
46624,acabar,com,para
46625,acabar,com,para
46626,acabar,com,para
46627,mostra,em,PMDB
46628,mostra,em,PMDB
46629,mostra,em,PMDB
46630,mostra,em,PMDB
46631,mostra,em,PMDB
46632,mostra,em,PMDB
46633,mostra,em,PMDB
46634,mostra,em,PMDB
46635,mostra,em,PMDB
46636,mostra,em,PMDB
46637,mostra,em,PMDB
46638,mostra,em,PMDB
46639,mostra,em,PMDB
46640,mostra,em,PMDB
46641,mostra,em,PMDB
46642,mostra,em,PMDB
46643,mostra,em,PMDB
46644,mostra,em,PMDB
46645,mostra,em,PMDB
46646,mostra,em,PMDB
46647,mostra,em,PMDB
46648,mostra,em,PMDB
46649,mostra,em,PMDB
46650,mostra,em,PMDB
46651,tem,cacife,ainda
46652,tem,cacife,ainda
46653,tem,cacife,ainda
46654,tem,cacife,ainda
46655,tem,cacife,ainda
46656,tem,cacife,ainda
46657,tem,cacife,ainda
46658,tem,cacife,ainda
46659,tem,cacife,ainda
46660,tem,cacife,ainda
46661,tem,cacife,ainda
46662,tem,cacife,ainda
46663,tem,cacife,ainda
46664,tem,cacife,ainda
46665,tem,cacife,ainda
46666,tem,cacife,ainda
46667,tem,cacife,ainda
46668,tem,cacife,ainda
46669,tem,cacife,ainda
46670,tem,cacife,ainda
46671,tem,cacife,ainda
46672,tem,cacife,ainda
46673,tem,cacife,ainda
46674,tem,cacife,ainda
46675,rotulados,como,são
46676,rotulados,como,são
46677,rotulados,como,são
46678,rotulados,como,são
46679,rotulados,como,são
46680,rotulados,como,são
46681,rotulados,como,são
46682,rotulados,como,são
46683,rotulados,como,são
46684,rotulados,como,são
46685,rotulados,como,são
46686,rotulados,como,são
46687,rotulados,como,são
46688,rotulados,como,são
