INDEX,ID,S,P,P_S,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG,CTX_P+1,CTX_P+2,CTX_P+3,CTX_P-1,CTX_P-2,CTX_P-3,M_R,PRED_1,T
127690,21,2969,5261,3,preciso,preciso,ADJ,M|S,20,SC,(ADJP*),-,*,-,-,-,poder,quem,discriminar,0,pagar,*
127691,22,2969,5261,3,discriminar,discriminar,V-INF,-,20,SUBJ,(ICL(VP*),-,*,-,-,-,poder,quem,discriminar,0,pagar,*
127692,23,2969,5261,3,quem,quem,PRON-INDP,M/F|S,24,SUBJ,(FCL(NP*),-,(A0*),-,-,-,poder,quem,discriminar,0,pagar,A0
127693,24,2969,5261,3,pode,poder,V-FIN,PR|3S|IND,22,ACC,(VP*,-,*,-,-,-,poder,quem,discriminar,0,pagar,*
127694,25,2969,5261,3,pagar,pagar,V-INF,-,24,MV,*))),pagar,(V*),-,-,-,poder,quem,discriminar,1,pagar,V
127695,26,2969,5261,3,.,-,PU,-,20,PU,*),-,*,-,-,-,poder,quem,discriminar,1,pagar,*
127696,1,2970,5262,0,De,de,PRP,-,7,ADVL,(CU(FCL(PP*,-,(A1*,homem,e,"12,5",milhão,"18,1",-,0,ser,A1
127697,2,2970,5262,0,os,o,ART,M|P,3,>N,(NP*,-,*,homem,e,"12,5",milhão,"18,1",-,0,ser,A1
127698,3,2970,5262,0,fumantes,fumante,N,M|P,1,P<,*)),-,*),homem,e,"12,5",milhão,"18,1",-,0,ser,A1
127699,4,2970,5262,0,",",-,PU,-,7,PU,*,-,*,homem,e,"12,5",milhão,"18,1",-,0,ser,*
127700,5,2970,5262,0,"18,1","18,1",NUM,M|P,6,>N,(NP*,-,(C-A1*,homem,e,"12,5",milhão,"18,1",-,0,ser,C-A1
127701,6,2970,5262,0,milhões,milhão,N,M|P,7,SUBJ,*),-,*),homem,e,"12,5",milhão,"18,1",-,0,ser,C-A1
127702,7,2970,5262,0,são,ser,V-FIN,PR|3P|IND,0,STA,(VP*),ser,(V*),homem,e,"12,5",milhão,"18,1",-,1,ser,V
127703,8,2970,5262,0,homens,homem,N,M|P,7,SC,(NP*)),-,(A2*),homem,e,"12,5",milhão,"18,1",-,1,ser,A2
127704,9,2970,5262,0,e,e,CONJ-C,-,7,CO,*,-,*,homem,e,"12,5",milhão,"18,1",-,1,ser,*
127705,10,2970,5262,0,"12,5","12,5",NUM,M|P,11,>N,(FCL(NP*,-,*,homem,e,"12,5",milhão,"18,1",-,1,ser,*
127706,11,2970,5262,0,milhões,milhão,N,M|P,7,CJT,*,-,*,homem,e,"12,5",milhão,"18,1",-,1,ser,*
127707,12,2970,5262,0,",",-,PU,-,11,PU,*,-,*,homem,e,"12,5",milhão,"18,1",-,1,ser,*
127708,13,2970,5262,0,mulheres,mulher,N,F|P,11,N<PRED,(NP*))),-,*,homem,e,"12,5",milhão,"18,1",-,1,ser,*
127709,14,2970,5262,0,.,-,PU,-,7,PU,*),-,*,homem,e,"12,5",milhão,"18,1",-,1,ser,*
127710,1,2971,5263,0,O,o,ART,M|S,2,>N,(CU(FCL(NP*,-,(A0*,entre,11,e,homem,o,-,0,fumar,A0
127711,2,2971,5263,0,homem,homem,N,M|S,3,SUBJ,*),-,*),entre,11,e,homem,o,-,0,fumar,A0
127712,3,2971,5263,0,fuma,fumar,V-FIN,PR|3S|IND,0,STA,(VP*),fumar,(V*),entre,11,e,homem,o,-,1,fumar,V
127713,4,2971,5263,0,entre,entre,PRP,-,8,>N,(NP*,-,(A1*,entre,11,e,homem,o,-,1,fumar,A1
127714,5,2971,5263,0,11,11,NUM,M|P,8,>N,(CU(NP*),-,*,entre,11,e,homem,o,-,1,fumar,A1
127715,6,2971,5263,0,e,e,CONJ-C,-,5,CO,*,-,*,entre,11,e,homem,o,-,1,fumar,A1
127716,7,2971,5263,0,20,20,NUM,M|P,5,CJT,(NP*)),-,*,entre,11,e,homem,o,-,1,fumar,A1
127717,8,2971,5263,0,cigarros,cigarro,N,M|P,3,ACC,*),-,*),entre,11,e,homem,o,-,1,fumar,A1
127718,9,2971,5263,0,por,por,PRP,-,3,ADVL,(PP*,-,(AM-TMP*,entre,11,e,homem,o,-,1,fumar,AM-TMP
127719,10,2971,5263,0,dia,dia,N,M|S,9,P<,(NP*))),-,*),entre,11,e,homem,o,-,1,fumar,AM-TMP
127720,11,2971,5263,0,e,e,CONJ-C,-,3,CO,*,-,*,entre,11,e,homem,o,-,1,fumar,*
127721,12,2971,5263,0,a,o,ART,F|S,13,>N,(FCL(ADJP*,-,*,entre,11,e,homem,o,-,1,fumar,*
127722,13,2971,5263,0,mulher,mulher,N,F|S,3,CJT,*,-,*,entre,11,e,homem,o,-,1,fumar,*
127723,14,2971,5263,0,",",-,PU,-,13,PU,*,-,*,entre,11,e,homem,o,-,1,fumar,*
127724,15,2971,5263,0,entre,entre,PRP,-,13,N<PRED,(PP*,-,*,entre,11,e,homem,o,-,1,fumar,*
127725,16,2971,5263,0,5,5,NUM,M|P,15,P<,(CU(NP*),-,*,entre,11,e,homem,o,-,1,fumar,*
127726,17,2971,5263,0,e,e,CONJ-C,-,16,CO,*,-,*,entre,11,e,homem,o,-,1,fumar,*
127727,18,2971,5263,0,10,10,NUM,M|P,16,CJT,(NP*))))),-,*,entre,11,e,homem,o,-,1,fumar,*
127728,19,2971,5263,0,.,-,PU,-,3,PU,*),-,*,entre,11,e,homem,o,-,1,fumar,*
127729,1,2972,5264,0,PF,PF,PROP,F|S,2,SUBJ,(FCL(NP*),-,(A0*),dois,por,cobrar,PF,-,-,0,prender,A0
127730,2,2972,5264,0,prende,prender,V-FIN,PR|3S|IND,0,STA,(VP*),prender,(V*),dois,por,cobrar,PF,-,-,1,prender,V
127731,3,2972,5264,0,dois,dois,NUM,M|P,2,ACC,(ADJP*),-,(A1*),dois,por,cobrar,PF,-,-,1,prender,A1
127732,4,2972,5264,0,por,por,PRP,-,2,ADVL,(PP*,-,(AM-CAU*,dois,por,cobrar,PF,-,-,1,prender,AM-CAU
127733,5,2972,5264,0,cobrar,cobrar,V-INF,-,4,P<,(ICL(VP*),-,*,dois,por,cobrar,PF,-,-,1,prender,AM-CAU
127734,6,2972,5264,0,ágio,ágio,N,M|S,5,ACC,(NP*)))),-,*),dois,por,cobrar,PF,-,-,1,prender,AM-CAU
127735,1,2972,5265,1,PF,PF,PROP,F|S,2,SUBJ,(FCL(NP*),-,*,ágio,-,-,por,dois,prender,0,cobrar,*
127736,2,2972,5265,1,prende,prender,V-FIN,PR|3S|IND,0,STA,(VP*),-,*,ágio,-,-,por,dois,prender,0,cobrar,*
127737,3,2972,5265,1,dois,dois,NUM,M|P,2,ACC,(ADJP*),-,*,ágio,-,-,por,dois,prender,0,cobrar,*
127738,4,2972,5265,1,por,por,PRP,-,2,ADVL,(PP*,-,*,ágio,-,-,por,dois,prender,0,cobrar,*
127739,5,2972,5265,1,cobrar,cobrar,V-INF,-,4,P<,(ICL(VP*),cobrar,(V*),ágio,-,-,por,dois,prender,1,cobrar,V
127740,6,2972,5265,1,ágio,ágio,N,M|S,5,ACC,(NP*)))),-,(A1*),ágio,-,-,por,dois,prender,1,cobrar,A1
127741,1,2973,5266,0,A,o,ART,F|S,2,>N,(FCL(NP*,-,(A0*,ontem,dois,pessoa,-,Polícia_Federal,-,0,indiciar,A0
127742,2,2973,5266,0,PF,PF,PROP,F|S,6,SUBJ,*,-,*,ontem,dois,pessoa,-,Polícia_Federal,-,0,indiciar,A0
127743,3,2973,5266,0,(,-,PU,-,2,PU,*,-,*,ontem,dois,pessoa,-,Polícia_Federal,-,0,indiciar,A0
127744,4,2973,5266,0,Polícia_Federal,Polícia_Federal,PROP,F|S,2,APP,(NP*),-,*,ontem,dois,pessoa,-,Polícia_Federal,-,0,indiciar,A0
127745,5,2973,5266,0,),-,PU,-,2,PU,*),-,*),ontem,dois,pessoa,-,Polícia_Federal,-,0,indiciar,A0
127746,6,2973,5266,0,indiciou,indiciar,V-FIN,PS|3S|IND,0,STA,(VP*),indiciar,(V*),ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,V
127747,7,2973,5266,0,ontem,ontem,ADV,-,6,ADVL,(ADVP*),-,(AM-TMP*),ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,AM-TMP
127748,8,2973,5266,0,duas,dois,NUM,F|P,9,>N,(NP*,-,(A1*,ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A1
127749,9,2973,5266,0,pessoas,pessoa,N,F|P,6,ACC,*),-,*),ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A1
127750,10,2973,5266,0,por,por,PRP,-,6,ADVL,(PP*,-,(A2*,ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A2
127751,11,2973,5266,0,vender,vender,V-INF,-,10,P<,(ICL(VP*),-,*,ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A2
127752,12,2973,5266,0,carro,carro,N,M|S,11,ACC,(NP*,-,*,ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A2
127753,13,2973,5266,0,com,com,PRP,-,12,N<,(PP*,-,*,ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A2
127754,14,2973,5266,0,ágio,ágio,N,M|S,13,P<,(NP*))))),-,*),ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,A2
127755,15,2973,5266,0,.,-,PU,-,6,PU,*),-,*,ontem,dois,pessoa,-,Polícia_Federal,-,1,indiciar,*
127756,1,2973,5267,1,A,o,ART,F|S,2,>N,(FCL(NP*,-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127757,2,2973,5267,1,PF,PF,PROP,F|S,6,SUBJ,*,-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127758,3,2973,5267,1,(,-,PU,-,2,PU,*,-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127759,4,2973,5267,1,Polícia_Federal,Polícia_Federal,PROP,F|S,2,APP,(NP*),-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127760,5,2973,5267,1,),-,PU,-,2,PU,*),-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127761,6,2973,5267,1,indiciou,indiciar,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127762,7,2973,5267,1,ontem,ontem,ADV,-,6,ADVL,(ADVP*),-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127763,8,2973,5267,1,duas,dois,NUM,F|P,9,>N,(NP*,-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127764,9,2973,5267,1,pessoas,pessoa,N,F|P,6,ACC,*),-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127765,10,2973,5267,1,por,por,PRP,-,6,ADVL,(PP*,-,*,carro,com,ágio,por,pessoa,dois,0,vender,*
127766,11,2973,5267,1,vender,vender,V-INF,-,10,P<,(ICL(VP*),vender,(V*),carro,com,ágio,por,pessoa,dois,1,vender,V
127767,12,2973,5267,1,carro,carro,N,M|S,11,ACC,(NP*,-,*,carro,com,ágio,por,pessoa,dois,1,vender,*
127768,13,2973,5267,1,com,com,PRP,-,12,N<,(PP*,-,*,carro,com,ágio,por,pessoa,dois,1,vender,*
127769,14,2973,5267,1,ágio,ágio,N,M|S,13,P<,(NP*))))),-,*,carro,com,ágio,por,pessoa,dois,1,vender,*
127770,15,2973,5267,1,.,-,PU,-,6,PU,*),-,*,carro,com,ágio,por,pessoa,dois,1,vender,*
127771,1,2974,5268,0,Foram,ser,V-FIN,PS/MQP|3P|IND,0,STA,(FCL(VP*,-,*,o,dono,de,ser,-,-,0,indiciar,*
127772,2,2974,5268,0,indiciados,indiciar,V-PCP,M|P,1,MV,*),indiciar,(V*),o,dono,de,ser,-,-,1,indiciar,V
127773,3,2974,5268,0,o,o,ART,M|S,4,>N,(CU(NP*,-,(A1*,o,dono,de,ser,-,-,1,indiciar,A1
127774,4,2974,5268,0,dono,dono,N,M|S,1,SUBJ,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127775,5,2974,5268,0,de,de,PRP,-,4,N<,(PP*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127776,6,2974,5268,0,a,o,ART,F|S,7,>N,(NP*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127777,7,2974,5268,0,revendedora,revendedora,N,F|S,5,P<,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127778,8,2974,5268,0,3.000_Automóveis,3.000_Automóveis,PROP,F|S,7,N<,(NP*)),-,*,o,dono,de,ser,-,-,1,indiciar,A1
127779,9,2974,5268,0,(,-,PU,-,5,PU,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127780,10,2974,5268,0,Leonardo_Romanioli_Filho,Leonardo_Romanioli_Filho,PROP,M|S,5,APP,(NP*),-,*,o,dono,de,ser,-,-,1,indiciar,A1
127781,11,2974,5268,0,),-,PU,-,5,PU,*)),-,*,o,dono,de,ser,-,-,1,indiciar,A1
127782,12,2974,5268,0,e,e,CONJ-C,-,4,CO,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127783,13,2974,5268,0,o,o,ART,M|S,14,>N,(NP*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127784,14,2974,5268,0,vendedor,vendedor,N,M|S,4,CJT,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127785,15,2974,5268,0,Luís_Silveira,Luís_Silveira,PROP,M|S,14,N<,(NP*),-,*,o,dono,de,ser,-,-,1,indiciar,A1
127786,16,2974,5268,0,",",-,PU,-,14,PU,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127787,17,2974,5268,0,de,de,PRP,-,14,N<PRED,(PP*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127788,18,2974,5268,0,a,o,ART,F|S,19,>N,(NP*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127789,19,2974,5268,0,concessionária,concessionário,N,F|S,17,P<,*,-,*,o,dono,de,ser,-,-,1,indiciar,A1
127790,20,2974,5268,0,Frame,Frame,PROP,F|S,19,N<,(NP*))))),-,*),o,dono,de,ser,-,-,1,indiciar,A1
127791,21,2974,5268,0,.,-,PU,-,1,PU,*),-,*,o,dono,de,ser,-,-,1,indiciar,*
127792,1,2975,5269,0,Os,o,ART,M|P,2,>N,(FCL(NP*,-,(A1*,quando,o,taxista,ser,dois,o,0,prender,A1
127793,2,2975,5269,0,dois,dois,NUM,M|P,3,SUBJ,*),-,*),quando,o,taxista,ser,dois,o,0,prender,A1
127794,3,2975,5269,0,foram,ser,V-FIN,PS/MQP|3P|IND,0,STA,(VP*,-,*,quando,o,taxista,ser,dois,o,0,prender,*
127795,4,2975,5269,0,presos,prender,V-PCP,M|P,3,MV,*),prender,(V*),quando,o,taxista,ser,dois,o,1,prender,V
127796,5,2975,5269,0,quando,quando,ADV,-,13,ADVL,(FCL(ADVP*),-,(AM-TMP*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127797,6,2975,5269,0,o,o,ART,M|S,7,>N,(NP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127798,7,2975,5269,0,taxista,taxista,N,M|S,12,SUBJ,*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127799,8,2975,5269,0,José_Fioravanti,José_Fioravanti,PROP,M|S,7,N<,(NP*),-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127800,9,2975,5269,0,",",-,PU,-,7,PU,*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127801,10,2975,5269,0,61,61,NUM,M|P,7,N<PRED,(ADJP*),-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127802,11,2975,5269,0,",",-,PU,-,7,PU,*),-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127803,12,2975,5269,0,foi,ir,V-FIN,PS|3S|IND,4,ADVL,(VP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127804,13,2975,5269,0,entregar,entregar,V-INF,-,12,MV,*),-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127805,14,2975,5269,0,US$,US$,N,M|P,13,ACC,(NP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127806,15,2975,5269,0,1.000,1.000,NUM,M|P,14,N<,(ADJP*)),-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127807,16,2975,5269,0,a,a,PRP,-,13,PIV,(PP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127808,17,2975,5269,0,Romanioli,Romanioli,PROP,M|S,16,P<,(NP*)),-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127809,18,2975,5269,0,como,como,ADV,-,13,ADVL,(ACL*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127810,19,2975,5269,0,ágio,ágio,N,M|S,18,SUBJ,(NP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127811,20,2975,5269,0,de,de,PRP,-,19,N<,(PP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127812,21,2975,5269,0,a,o,ART,F|S,22,>N,(NP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127813,22,2975,5269,0,compra,compra,N,F|S,20,P<,*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127814,23,2975,5269,0,de,de,PRP,-,22,N<ARGO,(PP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127815,24,2975,5269,0,um,um,ART,M|S,25,>N,(NP*,-,*,quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127816,25,2975,5269,0,Santana_Quantum,Santana_Quantum,PROP,M|S,23,P<,*))))))),-,*),quando,o,taxista,ser,dois,o,1,prender,AM-TMP
127817,26,2975,5269,0,.,-,PU,-,3,PU,*),-,*,quando,o,taxista,ser,dois,o,1,prender,*
127818,1,2975,5270,1,Os,o,ART,M|P,2,>N,(FCL(NP*,-,*,US$,1.000,a,ir,-,61,0,entregar,*
127819,2,2975,5270,1,dois,dois,NUM,M|P,3,SUBJ,*),-,*,US$,1.000,a,ir,-,61,0,entregar,*
127820,3,2975,5270,1,foram,ser,V-FIN,PS/MQP|3P|IND,0,STA,(VP*,-,*,US$,1.000,a,ir,-,61,0,entregar,*
127821,4,2975,5270,1,presos,prender,V-PCP,M|P,3,MV,*),-,*,US$,1.000,a,ir,-,61,0,entregar,*
127822,5,2975,5270,1,quando,quando,ADV,-,13,ADVL,(FCL(ADVP*),-,*,US$,1.000,a,ir,-,61,0,entregar,*
127823,6,2975,5270,1,o,o,ART,M|S,7,>N,(NP*,-,(A0*,US$,1.000,a,ir,-,61,0,entregar,A0
127824,7,2975,5270,1,taxista,taxista,N,M|S,12,SUBJ,*,-,*,US$,1.000,a,ir,-,61,0,entregar,A0
127825,8,2975,5270,1,José_Fioravanti,José_Fioravanti,PROP,M|S,7,N<,(NP*),-,*,US$,1.000,a,ir,-,61,0,entregar,A0
127826,9,2975,5270,1,",",-,PU,-,7,PU,*,-,*,US$,1.000,a,ir,-,61,0,entregar,A0
127827,10,2975,5270,1,61,61,NUM,M|P,7,N<PRED,(ADJP*),-,*,US$,1.000,a,ir,-,61,0,entregar,A0
127828,11,2975,5270,1,",",-,PU,-,7,PU,*),-,*),US$,1.000,a,ir,-,61,0,entregar,A0
127829,12,2975,5270,1,foi,ir,V-FIN,PS|3S|IND,4,ADVL,(VP*,-,*,US$,1.000,a,ir,-,61,0,entregar,*
127830,13,2975,5270,1,entregar,entregar,V-INF,-,12,MV,*),entregar,(V*),US$,1.000,a,ir,-,61,1,entregar,V
127831,14,2975,5270,1,US$,US$,N,M|P,13,ACC,(NP*,-,(A1*,US$,1.000,a,ir,-,61,1,entregar,A1
127832,15,2975,5270,1,1.000,1.000,NUM,M|P,14,N<,(ADJP*)),-,*),US$,1.000,a,ir,-,61,1,entregar,A1
127833,16,2975,5270,1,a,a,PRP,-,13,PIV,(PP*,-,(A2*,US$,1.000,a,ir,-,61,1,entregar,A2
127834,17,2975,5270,1,Romanioli,Romanioli,PROP,M|S,16,P<,(NP*)),-,*),US$,1.000,a,ir,-,61,1,entregar,A2
127835,18,2975,5270,1,como,como,ADV,-,13,ADVL,(ACL*,-,(AM-CAU*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127836,19,2975,5270,1,ágio,ágio,N,M|S,18,SUBJ,(NP*,-,*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127837,20,2975,5270,1,de,de,PRP,-,19,N<,(PP*,-,*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127838,21,2975,5270,1,a,o,ART,F|S,22,>N,(NP*,-,*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127839,22,2975,5270,1,compra,compra,N,F|S,20,P<,*,-,*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127840,23,2975,5270,1,de,de,PRP,-,22,N<ARGO,(PP*,-,*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127841,24,2975,5270,1,um,um,ART,M|S,25,>N,(NP*,-,*,US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127842,25,2975,5270,1,Santana_Quantum,Santana_Quantum,PROP,M|S,23,P<,*))))))),-,*),US$,1.000,a,ir,-,61,1,entregar,AM-CAU
127843,26,2975,5270,1,.,-,PU,-,3,PU,*),-,*,US$,1.000,a,ir,-,61,1,entregar,*
127844,1,2976,5271,0,Um,um,NUM,M|S,4,SUBJ,(FCL(ADJP*,-,(A1*,seu,filho,-,eles,de,um,0,ser,A1
127845,2,2976,5271,0,de,de,PRP,-,1,N<,(PP*,-,*,seu,filho,-,eles,de,um,0,ser,A1
127846,3,2976,5271,0,eles,eles,PRON-PERS,M|3P|NOM/PIV,2,P<,(NP*))),-,*),seu,filho,-,eles,de,um,0,ser,A1
127847,4,2976,5271,0,era,ser,V-FIN,IMPF|3S|IND,0,STA,(VP*),ser,(V*),seu,filho,-,eles,de,um,1,ser,V
127848,5,2976,5271,0,seu,seu,PRON-DET,M|S,6,>N,(NP*,-,(A2*,seu,filho,-,eles,de,um,1,ser,A2
127849,6,2976,5271,0,filho,filho,N,M|S,4,SC,*,-,*,seu,filho,-,eles,de,um,1,ser,A2
127850,7,2976,5271,0,",",-,PU,-,6,PU,*,-,*,seu,filho,-,eles,de,um,1,ser,A2
127851,8,2976,5271,0,Sérgio_Fioravanti,Sérgio_Fioravanti,PROP,M|S,6,APP,(NP*)),-,*),seu,filho,-,eles,de,um,1,ser,A2
127852,9,2976,5271,0,.,-,PU,-,4,PU,*),-,*,seu,filho,-,eles,de,um,1,ser,*
127853,1,2977,5272,0,Tabela,tabela,N,F|S,2,SUBJ,(FCL(NP*),-,(A0*),muito,informação,-,tabela,-,-,0,ganhar,A0
127854,2,2977,5272,0,ganha,ganhar,V-FIN,PR|3S|IND,0,STA,(VP*),ganhar,(V*),muito,informação,-,tabela,-,-,1,ganhar,V
127855,3,2977,5272,0,mais,muito,PRON-DET,F|P,4,>N,(NP*,-,(A1*,muito,informação,-,tabela,-,-,1,ganhar,A1
127856,4,2977,5272,0,informações,informação,N,F|P,2,ACC,*)),-,*),muito,informação,-,tabela,-,-,1,ganhar,A1
127857,1,2978,5273,0,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,verificar,o,variação,anualizado,comparação,o,0,permitir,A0
127858,2,2978,5273,0,uso,uso,N,M|S,7,SUBJ,*,-,*,verificar,o,variação,anualizado,comparação,o,0,permitir,A0
127859,3,2978,5273,0,de,de,PRP,-,2,N<ARGO,(PP*,-,*,verificar,o,variação,anualizado,comparação,o,0,permitir,A0
127860,4,2978,5273,0,a,o,ART,F|S,5,>N,(NP*,-,*,verificar,o,variação,anualizado,comparação,o,0,permitir,A0
127861,5,2978,5273,0,comparação,comparação,N,F|S,3,P<,*,-,*,verificar,o,variação,anualizado,comparação,o,0,permitir,A0
127862,6,2978,5273,0,anualizada,anualizado,ADJ,F|S,5,N<,(ADJP*)))),-,*),verificar,o,variação,anualizado,comparação,o,0,permitir,A0
127863,7,2978,5273,0,permite,permitir,V-FIN,PR|3S|IND,0,STA,(VP*),permitir,(V*),verificar,o,variação,anualizado,comparação,o,1,permitir,V
127864,8,2978,5273,0,verificar,verificar,V-INF,-,7,ACC,(ICL(VP*),-,(A1*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127865,9,2978,5273,0,a,o,ART,F|S,10,>N,(NP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127866,10,2978,5273,0,variação,variação,N,F|S,8,ACC,*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127867,11,2978,5273,0,de,de,PRP,-,10,N<ARGS,(PP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127868,12,2978,5273,0,a,o,ART,F|S,13,>N,(NP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127869,13,2978,5273,0,atividade,atividade,N,F|S,11,P<,*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127870,14,2978,5273,0,industrial,industrial,ADJ,F|S,13,N<,(ADJP*))),-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127871,15,2978,5273,0,sem,sem,PRP,-,10,N<,(PP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127872,16,2978,5273,0,a,o,ART,F|S,17,>N,(NP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127873,17,2978,5273,0,influência,influência,N,F|S,15,P<,*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127874,18,2978,5273,0,de,de,PRP,-,17,N<,(PP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127875,19,2978,5273,0,fatores,fator,N,M|P,18,P<,(NP*,-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127876,20,2978,5273,0,sazonais,sazonal,ADJ,M|P,19,N<,(ADJP*))))))),-,*),verificar,o,variação,anualizado,comparação,o,1,permitir,A1
127877,21,2978,5273,0,.,-,PU,-,7,PU,*),-,*,verificar,o,variação,anualizado,comparação,o,1,permitir,*
127878,1,2978,5274,1,O,o,ART,M|S,2,>N,(FCL(NP*,-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127879,2,2978,5274,1,uso,uso,N,M|S,7,SUBJ,*,-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127880,3,2978,5274,1,de,de,PRP,-,2,N<ARGO,(PP*,-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127881,4,2978,5274,1,a,o,ART,F|S,5,>N,(NP*,-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127882,5,2978,5274,1,comparação,comparação,N,F|S,3,P<,*,-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127883,6,2978,5274,1,anualizada,anualizado,ADJ,F|S,5,N<,(ADJP*)))),-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127884,7,2978,5274,1,permite,permitir,V-FIN,PR|3S|IND,0,STA,(VP*),-,*,o,variação,de,permitir,anualizado,comparação,0,verificar,*
127885,8,2978,5274,1,verificar,verificar,V-INF,-,7,ACC,(ICL(VP*),verificar,(V*),o,variação,de,permitir,anualizado,comparação,1,verificar,V
127886,9,2978,5274,1,a,o,ART,F|S,10,>N,(NP*,-,(A1*,o,variação,de,permitir,anualizado,comparação,1,verificar,A1
127887,10,2978,5274,1,variação,variação,N,F|S,8,ACC,*,-,*,o,variação,de,permitir,anualizado,comparação,1,verificar,A1
127888,11,2978,5274,1,de,de,PRP,-,10,N<ARGS,(PP*,-,*,o,variação,de,permitir,anualizado,comparação,1,verificar,A1
