INDEX,ID,S,P,P_S,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG,CTX_P+1,CTX_P+2,CTX_P+3,CTX_P-1,CTX_P-2,CTX_P-3,M_R,PRED_1,T
137369,33,3236,5731,0,ações,ação,N,F|P,31,P<,*,-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137370,34,3236,5731,0,",",-,PU,-,33,PU,*,-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137371,35,3236,5731,0,que,que,PRON-INDP,F|P,36,SUBJ,(FCL(NP*),-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137372,36,3236,5731,0,vão,ir,V-FIN,PR|3P|SUBJ,33,N<PRED,(VP*,-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137373,37,3236,5731,0,ser,ser,V-INF,-,36,AUX,*,-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137374,38,3236,5731,0,levadas,levar,V-PCP,F|P,37,MV,*),-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137375,39,3236,5731,0,a,a,PRP,-,38,PIV,(PP*,-,*,um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137376,40,3236,5731,0,leilão,leilão,N,M|S,39,P<,(NP*)))))))),-,*),um,levantamento,de,já,Fleury,-,1,pedir,AM-PNC
137377,41,3236,5731,0,.,-,PU,-,12,PU,*),-,*,um,levantamento,de,já,Fleury,-,1,pedir,*
137378,1,3236,5732,1,Segundo,segundo,PRP,-,12,ADVL,(FCL(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137379,2,3236,5732,1,a,o,ART,F|S,3,>N,(NP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137380,3,3236,5732,1,assessoria,assessoria,N,F|S,1,P<,*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137381,4,3236,5732,1,de,de,PRP,-,3,N<,(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137382,5,3236,5732,1,imprensa,imprensa,N,F|S,4,P<,(NP*)),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137383,6,3236,5732,1,de,de,PRP,-,3,N<,(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137384,7,3236,5732,1,o,o,ART,M|S,8,>N,(NP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137385,8,3236,5732,1,governador,governador,N,M|S,6,P<,*)))),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137386,9,3236,5732,1,",",-,PU,-,12,PU,*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137387,10,3236,5732,1,Fleury,Fleury,PROP,M|S,12,SUBJ,(NP*),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137388,11,3236,5732,1,já,já,ADV,-,12,ADVL,(ADVP*),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137389,12,3236,5732,1,pediu,pedir,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137390,13,3236,5732,1,um,um,ART,M|S,14,>N,(NP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137391,14,3236,5732,1,levantamento,levantamento,N,M|S,12,ACC,*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137392,15,3236,5732,1,de,de,PRP,-,14,N<,(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137393,16,3236,5732,1,preço,preço,N,M|S,15,P<,(NP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137394,17,3236,5732,1,de,de,PRP,-,16,N<,(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137395,18,3236,5732,1,as,o,ART,F|P,19,>N,(NP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137396,19,3236,5732,1,ações,ação,N,F|P,17,P<,*))))),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137397,20,3236,5732,1,",",-,PU,-,12,PU,*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137398,21,3236,5732,1,junto,junto,ADV,-,12,ADVL,(ADVP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137399,22,3236,5732,1,a,a,PRP,-,21,A<,(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137400,23,3236,5732,1,consultores,consultor,N,M|P,22,P<,(NP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137401,24,3236,5732,1,especializados,especializar,V-PCP,M|P,23,N<,*))),-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137402,25,3236,5732,1,",",-,PU,-,12,PU,*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137403,26,3236,5732,1,para,para,PRP,-,12,ADVL,(PP*,-,*,o,valor,mínimo,para,-,especializar,0,estabelecer,*
137404,27,3236,5732,1,estabelecer,estabelecer,V-INF,-,26,P<,(ICL(VP*),estabelecer,(V*),o,valor,mínimo,para,-,especializar,1,estabelecer,V
137405,28,3236,5732,1,o,o,ART,M|S,29,>N,(NP*,-,(A1*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137406,29,3236,5732,1,valor,valor,N,M|S,27,ACC,*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137407,30,3236,5732,1,mínimo,mínimo,N,M|S,29,N<,(NP*),-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137408,31,3236,5732,1,de,de,PRP,-,29,N<,(PP*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137409,32,3236,5732,1,as,o,ART,F|P,33,>N,(NP*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137410,33,3236,5732,1,ações,ação,N,F|P,31,P<,*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137411,34,3236,5732,1,",",-,PU,-,33,PU,*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137412,35,3236,5732,1,que,que,PRON-INDP,F|P,36,SUBJ,(FCL(NP*),-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137413,36,3236,5732,1,vão,ir,V-FIN,PR|3P|SUBJ,33,N<PRED,(VP*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137414,37,3236,5732,1,ser,ser,V-INF,-,36,AUX,*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137415,38,3236,5732,1,levadas,levar,V-PCP,F|P,37,MV,*),-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137416,39,3236,5732,1,a,a,PRP,-,38,PIV,(PP*,-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137417,40,3236,5732,1,leilão,leilão,N,M|S,39,P<,(NP*)))))))),-,*),o,valor,mínimo,para,-,especializar,1,estabelecer,A1
137418,41,3236,5732,1,.,-,PU,-,12,PU,*),-,*,o,valor,mínimo,para,-,especializar,1,estabelecer,*
137419,1,3236,5733,2,Segundo,segundo,PRP,-,12,ADVL,(FCL(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137420,2,3236,5733,2,a,o,ART,F|S,3,>N,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137421,3,3236,5733,2,assessoria,assessoria,N,F|S,1,P<,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137422,4,3236,5733,2,de,de,PRP,-,3,N<,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137423,5,3236,5733,2,imprensa,imprensa,N,F|S,4,P<,(NP*)),-,*,a,leilão,-,ser,ir,que,0,levar,*
137424,6,3236,5733,2,de,de,PRP,-,3,N<,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137425,7,3236,5733,2,o,o,ART,M|S,8,>N,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137426,8,3236,5733,2,governador,governador,N,M|S,6,P<,*)))),-,*,a,leilão,-,ser,ir,que,0,levar,*
137427,9,3236,5733,2,",",-,PU,-,12,PU,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137428,10,3236,5733,2,Fleury,Fleury,PROP,M|S,12,SUBJ,(NP*),-,*,a,leilão,-,ser,ir,que,0,levar,*
137429,11,3236,5733,2,já,já,ADV,-,12,ADVL,(ADVP*),-,*,a,leilão,-,ser,ir,que,0,levar,*
137430,12,3236,5733,2,pediu,pedir,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,a,leilão,-,ser,ir,que,0,levar,*
137431,13,3236,5733,2,um,um,ART,M|S,14,>N,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137432,14,3236,5733,2,levantamento,levantamento,N,M|S,12,ACC,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137433,15,3236,5733,2,de,de,PRP,-,14,N<,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137434,16,3236,5733,2,preço,preço,N,M|S,15,P<,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137435,17,3236,5733,2,de,de,PRP,-,16,N<,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137436,18,3236,5733,2,as,o,ART,F|P,19,>N,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137437,19,3236,5733,2,ações,ação,N,F|P,17,P<,*))))),-,*,a,leilão,-,ser,ir,que,0,levar,*
137438,20,3236,5733,2,",",-,PU,-,12,PU,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137439,21,3236,5733,2,junto,junto,ADV,-,12,ADVL,(ADVP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137440,22,3236,5733,2,a,a,PRP,-,21,A<,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137441,23,3236,5733,2,consultores,consultor,N,M|P,22,P<,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137442,24,3236,5733,2,especializados,especializar,V-PCP,M|P,23,N<,*))),-,*,a,leilão,-,ser,ir,que,0,levar,*
137443,25,3236,5733,2,",",-,PU,-,12,PU,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137444,26,3236,5733,2,para,para,PRP,-,12,ADVL,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137445,27,3236,5733,2,estabelecer,estabelecer,V-INF,-,26,P<,(ICL(VP*),-,*,a,leilão,-,ser,ir,que,0,levar,*
137446,28,3236,5733,2,o,o,ART,M|S,29,>N,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137447,29,3236,5733,2,valor,valor,N,M|S,27,ACC,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137448,30,3236,5733,2,mínimo,mínimo,N,M|S,29,N<,(NP*),-,*,a,leilão,-,ser,ir,que,0,levar,*
137449,31,3236,5733,2,de,de,PRP,-,29,N<,(PP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137450,32,3236,5733,2,as,o,ART,F|P,33,>N,(NP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137451,33,3236,5733,2,ações,ação,N,F|P,31,P<,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137452,34,3236,5733,2,",",-,PU,-,33,PU,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137453,35,3236,5733,2,que,que,PRON-INDP,F|P,36,SUBJ,(FCL(NP*),-,(A1*),a,leilão,-,ser,ir,que,0,levar,A1
137454,36,3236,5733,2,vão,ir,V-FIN,PR|3P|SUBJ,33,N<PRED,(VP*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137455,37,3236,5733,2,ser,ser,V-INF,-,36,AUX,*,-,*,a,leilão,-,ser,ir,que,0,levar,*
137456,38,3236,5733,2,levadas,levar,V-PCP,F|P,37,MV,*),levar,(V*),a,leilão,-,ser,ir,que,1,levar,V
137457,39,3236,5733,2,a,a,PRP,-,38,PIV,(PP*,-,(A4*,a,leilão,-,ser,ir,que,1,levar,A4
137458,40,3236,5733,2,leilão,leilão,N,M|S,39,P<,(NP*)))))))),-,*),a,leilão,-,ser,ir,que,1,levar,A4
137459,41,3236,5733,2,.,-,PU,-,12,PU,*),-,*,a,leilão,-,ser,ir,que,1,levar,*
137460,1,3237,5734,0,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137461,2,3237,5734,0,ministro,ministro,N,M|S,9,SUBJ,*,-,*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137462,3,3237,5734,0,de,de,PRP,-,2,N<,(PP*,-,*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137463,4,3237,5734,0,a,o,ART,F|S,5,N<,(NP*,-,*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137464,5,3237,5734,0,Fazenda,Fazenda,PROP,F|S,3,P<,*)),-,*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137465,6,3237,5734,0,",",-,PU,-,2,PU,*,-,*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137466,7,3237,5734,0,Rubens_Ricupero,Rubens_Ricupero,PROP,M|S,2,APP,(NP*),-,*,que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137467,8,3237,5734,0,",",-,PU,-,2,PU,*),-,*),que,o,resultado,-,Rubens_Ricupero,-,0,dizer,A0
137468,9,3237,5734,0,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),dizer,(V*),que,o,resultado,-,Rubens_Ricupero,-,1,dizer,V
137469,10,3237,5734,0,que,que,CONJ-S,-,18,SUB,(FCL*,-,(A1*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137470,11,3237,5734,0,o,o,ART,M|S,12,>N,(NP*,-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137471,12,3237,5734,0,resultado,resultado,N,M|S,18,SUBJ,*,-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137472,13,3237,5734,0,de,de,PRP,-,12,N<,(PP*,-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137473,14,3237,5734,0,o,o,ART,M|S,15,>N,(NP*,-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137474,15,3237,5734,0,IPC-r,IPC-r,PROP,M|S,13,P<,*))),-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137475,16,3237,5734,0,«,-,PU,-,18,PU,*,-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137476,17,3237,5734,0,não,não,ADV,-,18,ADVL,(ADVP*),-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137477,18,3237,5734,0,é,ser,V-FIN,PR|3S|IND,9,ACC,(VP*),-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137478,19,3237,5734,0,uma,um,ART,F|S,20,>N,(NP*,-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137479,20,3237,5734,0,surpresa,surpresa,N,F|S,18,SC,*),-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137480,21,3237,5734,0,»,-,PU,-,18,PU,*),-,*),que,o,resultado,-,Rubens_Ricupero,-,1,dizer,A1
137481,22,3237,5734,0,.,-,PU,-,9,PU,*),-,*,que,o,resultado,-,Rubens_Ricupero,-,1,dizer,*
137482,1,3237,5735,1,O,o,ART,M|S,2,>N,(FCL(NP*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137483,2,3237,5735,1,ministro,ministro,N,M|S,9,SUBJ,*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137484,3,3237,5735,1,de,de,PRP,-,2,N<,(PP*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137485,4,3237,5735,1,a,o,ART,F|S,5,N<,(NP*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137486,5,3237,5735,1,Fazenda,Fazenda,PROP,F|S,3,P<,*)),-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137487,6,3237,5735,1,",",-,PU,-,2,PU,*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137488,7,3237,5735,1,Rubens_Ricupero,Rubens_Ricupero,PROP,M|S,2,APP,(NP*),-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137489,8,3237,5735,1,",",-,PU,-,2,PU,*),-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137490,9,3237,5735,1,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137491,10,3237,5735,1,que,que,CONJ-S,-,18,SUB,(FCL*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137492,11,3237,5735,1,o,o,ART,M|S,12,>N,(NP*,-,(A1*,um,surpresa,-,não,-,IPC-r,0,ser,A1
137493,12,3237,5735,1,resultado,resultado,N,M|S,18,SUBJ,*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,A1
137494,13,3237,5735,1,de,de,PRP,-,12,N<,(PP*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,A1
137495,14,3237,5735,1,o,o,ART,M|S,15,>N,(NP*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,A1
137496,15,3237,5735,1,IPC-r,IPC-r,PROP,M|S,13,P<,*))),-,*),um,surpresa,-,não,-,IPC-r,0,ser,A1
137497,16,3237,5735,1,«,-,PU,-,18,PU,*,-,*,um,surpresa,-,não,-,IPC-r,0,ser,*
137498,17,3237,5735,1,não,não,ADV,-,18,ADVL,(ADVP*),-,(AM-NEG*),um,surpresa,-,não,-,IPC-r,0,ser,AM-NEG
137499,18,3237,5735,1,é,ser,V-FIN,PR|3S|IND,9,ACC,(VP*),ser,(V*),um,surpresa,-,não,-,IPC-r,1,ser,V
137500,19,3237,5735,1,uma,um,ART,F|S,20,>N,(NP*,-,(A2*,um,surpresa,-,não,-,IPC-r,1,ser,A2
137501,20,3237,5735,1,surpresa,surpresa,N,F|S,18,SC,*),-,*),um,surpresa,-,não,-,IPC-r,1,ser,A2
137502,21,3237,5735,1,»,-,PU,-,18,PU,*),-,*,um,surpresa,-,não,-,IPC-r,1,ser,*
137503,22,3237,5735,1,.,-,PU,-,9,PU,*),-,*,um,surpresa,-,não,-,IPC-r,1,ser,*
137504,1,3238,5736,0,Ele,ele,PRON-PERS,M|3S|NOM,2,SUBJ,(FCL(NP*),-,(A0*),que,o,índice,ele,-,-,0,explicar,A0
137505,2,3238,5736,0,explicou,explicar,V-FIN,PS|3S|IND,0,STA,(VP*),explicar,(V*),que,o,índice,ele,-,-,1,explicar,V
137506,3,3238,5736,0,que,que,CONJ-S,-,6,SUB,(FCL*,-,(A1*,que,o,índice,ele,-,-,1,explicar,A1
137507,4,3238,5736,0,o,o,ART,M|S,5,>N,(NP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137508,5,3238,5736,0,índice,índice,N,M|S,6,SUBJ,*),-,*,que,o,índice,ele,-,-,1,explicar,A1
137509,6,3238,5736,0,foi,ser,V-FIN,PS|3S|IND,2,ACC,(VP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137510,7,3238,5736,0,calculado,calcular,V-PCP,M|S,6,MV,*),-,*,que,o,índice,ele,-,-,1,explicar,A1
137511,8,3238,5736,0,de,de,PRP,-,7,ADVL,(PP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137512,9,3238,5736,0,o,o,ART,M|S,10,>N,(NP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137513,10,3238,5736,0,dia,dia,N,M|S,8,P<,*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137514,11,3238,5736,0,16,16,NUM,M|P,10,N<,(ADJP*),-,*,que,o,índice,ele,-,-,1,explicar,A1
137515,12,3238,5736,0,de,de,PRP,-,10,N<,(X(PP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137516,13,3238,5736,0,junho,junho,N,M|S,12,P<,(NP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137517,14,3238,5736,0,(,-,PU,-,13,PU,*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137518,15,3238,5736,0,ainda,ainda,ADV,-,16,>P,(PP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137519,16,3238,5736,0,sobre,sobre,PRP,-,13,N<PRED,*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137520,17,3238,5736,0,cruzeiros,cruzeiro,N,M|P,16,P<,(NP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137521,18,3238,5736,0,reais,real,ADJ,M|P,17,N<,(ADJP*))),-,*,que,o,índice,ele,-,-,1,explicar,A1
137522,19,3238,5736,0,),-,PU,-,13,PU,*)),-,*,que,o,índice,ele,-,-,1,explicar,A1
137523,20,3238,5736,0,a,a,PRP,-,12,X,(PP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137524,21,3238,5736,0,o,o,ART,M|S,22,>N,(NP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137525,22,3238,5736,0,dia,dia,N,M|S,20,P<,*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137526,23,3238,5736,0,14,14,NUM,M|P,22,N<,(ADJP*),-,*,que,o,índice,ele,-,-,1,explicar,A1
137527,24,3238,5736,0,de,de,PRP,-,22,N<,(PP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137528,25,3238,5736,0,este,este,PRON-DET,M|S,26,>N,(NP*,-,*,que,o,índice,ele,-,-,1,explicar,A1
137529,26,3238,5736,0,mês,mês,N,M|S,24,P<,*)))))))),-,*),que,o,índice,ele,-,-,1,explicar,A1
137530,27,3238,5736,0,.,-,PU,-,2,PU,*),-,*,que,o,índice,ele,-,-,1,explicar,*
137531,1,3238,5737,1,Ele,ele,PRON-PERS,M|3S|NOM,2,SUBJ,(FCL(NP*),-,*,de,o,dia,ser,índice,o,0,calcular,*
137532,2,3238,5737,1,explicou,explicar,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,de,o,dia,ser,índice,o,0,calcular,*
137533,3,3238,5737,1,que,que,CONJ-S,-,6,SUB,(FCL*,-,*,de,o,dia,ser,índice,o,0,calcular,*
137534,4,3238,5737,1,o,o,ART,M|S,5,>N,(NP*,-,(A1*,de,o,dia,ser,índice,o,0,calcular,A1
137535,5,3238,5737,1,índice,índice,N,M|S,6,SUBJ,*),-,*),de,o,dia,ser,índice,o,0,calcular,A1
137536,6,3238,5737,1,foi,ser,V-FIN,PS|3S|IND,2,ACC,(VP*,-,*,de,o,dia,ser,índice,o,0,calcular,*
137537,7,3238,5737,1,calculado,calcular,V-PCP,M|S,6,MV,*),calcular,(V*),de,o,dia,ser,índice,o,1,calcular,V
137538,8,3238,5737,1,de,de,PRP,-,7,ADVL,(PP*,-,*,de,o,dia,ser,índice,o,1,calcular,*
137539,9,3238,5737,1,o,o,ART,M|S,10,>N,(NP*,-,(AM-TMP*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137540,10,3238,5737,1,dia,dia,N,M|S,8,P<,*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137541,11,3238,5737,1,16,16,NUM,M|P,10,N<,(ADJP*),-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137542,12,3238,5737,1,de,de,PRP,-,10,N<,(X(PP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137543,13,3238,5737,1,junho,junho,N,M|S,12,P<,(NP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137544,14,3238,5737,1,(,-,PU,-,13,PU,*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137545,15,3238,5737,1,ainda,ainda,ADV,-,16,>P,(PP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137546,16,3238,5737,1,sobre,sobre,PRP,-,13,N<PRED,*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137547,17,3238,5737,1,cruzeiros,cruzeiro,N,M|P,16,P<,(NP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137548,18,3238,5737,1,reais,real,ADJ,M|P,17,N<,(ADJP*))),-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137549,19,3238,5737,1,),-,PU,-,13,PU,*)),-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137550,20,3238,5737,1,a,a,PRP,-,12,X,(PP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137551,21,3238,5737,1,o,o,ART,M|S,22,>N,(NP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137552,22,3238,5737,1,dia,dia,N,M|S,20,P<,*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137553,23,3238,5737,1,14,14,NUM,M|P,22,N<,(ADJP*),-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137554,24,3238,5737,1,de,de,PRP,-,22,N<,(PP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137555,25,3238,5737,1,este,este,PRON-DET,M|S,26,>N,(NP*,-,*,de,o,dia,ser,índice,o,1,calcular,AM-TMP
137556,26,3238,5737,1,mês,mês,N,M|S,24,P<,*)))))))),-,*),de,o,dia,ser,índice,o,1,calcular,AM-TMP
137557,27,3238,5737,1,.,-,PU,-,2,PU,*),-,*,de,o,dia,ser,índice,o,1,calcular,*
137558,1,3239,5738,0,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,muito,pouco,de,-,-,ministro,0,ter,A0
137559,2,3239,5738,0,IPC-r,IPC-r,PROP,M|S,11,SUBJ,*,-,*,muito,pouco,de,-,-,ministro,0,ter,A0
137560,3,3239,5738,0,de,de,PRP,-,2,N<,(PP*,-,*,muito,pouco,de,-,-,ministro,0,ter,A0
137561,4,3239,5738,0,julho,julho,N,M|S,3,P<,(NP*))),-,*),muito,pouco,de,-,-,ministro,0,ter,A0
137562,5,3239,5738,0,",",-,PU,-,11,PU,*,-,*,muito,pouco,de,-,-,ministro,0,ter,*
137563,6,3239,5738,0,segundo,segundo,PRP,-,11,ADVL,(PP*,-,*,muito,pouco,de,-,-,ministro,0,ter,*
137564,7,3239,5738,0,o,o,ART,M|S,8,>N,(NP*,-,*,muito,pouco,de,-,-,ministro,0,ter,*
137565,8,3239,5738,0,ministro,ministro,N,M|S,6,P<,*)),-,*,muito,pouco,de,-,-,ministro,0,ter,*
137566,9,3239,5738,0,",",-,PU,-,11,PU,*,-,*,muito,pouco,de,-,-,ministro,0,ter,*
137567,10,3239,5738,0,«,-,PU,-,11,PU,*,-,*,muito,pouco,de,-,-,ministro,0,ter,*
137568,11,3239,5738,0,tem,ter,V-FIN,PR|3S|IND,0,STA,(VP*),ter,(V*),muito,pouco,de,-,-,ministro,1,ter,V
137569,12,3239,5738,0,muito,muito,ADV,-,13,>A,(NP(ADJP*,-,(A1*,muito,pouco,de,-,-,ministro,1,ter,A1
137570,13,3239,5738,0,pouco,pouco,PRON-DET,M|S,11,ACC,*),-,*,muito,pouco,de,-,-,ministro,1,ter,A1
137571,14,3239,5738,0,de,de,PRP,-,13,N<,(PP*,-,*,muito,pouco,de,-,-,ministro,1,ter,A1
137572,15,3239,5738,0,a,o,ART,F|S,17,>N,(NP*,-,*,muito,pouco,de,-,-,ministro,1,ter,A1
137573,16,3239,5738,0,nova,novo,ADJ,F|S,17,>N,*,-,*,muito,pouco,de,-,-,ministro,1,ter,A1
137574,17,3239,5738,0,moeda,moeda,N,F|S,14,P<,*))),-,*),muito,pouco,de,-,-,ministro,1,ter,A1
137575,18,3239,5738,0,»,-,PU,-,11,PU,*,-,*,muito,pouco,de,-,-,ministro,1,ter,*
137576,19,3239,5738,0,.,-,PU,-,11,PU,*),-,*,muito,pouco,de,-,-,ministro,1,ter,*
