,GPOS_CTX_P+0,GPOS_CTX_P+1,GPOS_CTX_P-1
31694,V-FIN,PRP,PRON-INDP
31695,V-FIN,PRP,PRON-INDP
31696,V-FIN,PRP,PRON-INDP
31697,V-FIN,PRP,PRON-INDP
31698,V-FIN,PRP,PRON-INDP
31699,V-FIN,PRP,PRON-INDP
31700,V-FIN,PRP,PRON-INDP
31701,V-FIN,PRP,PRON-INDP
31702,V-FIN,PRP,PRON-INDP
31703,V-FIN,PRP,PRON-INDP
31704,V-FIN,PRP,PRON-INDP
31705,V-FIN,PRP,PRON-INDP
31706,V-FIN,PRP,PRON-INDP
31707,V-FIN,PRP,PRON-INDP
31708,V-FIN,PRP,PRON-INDP
31709,V-FIN,PRP,PRON-INDP
31710,V-FIN,PRP,PRON-INDP
31711,V-FIN,PRP,PRON-INDP
31712,V-FIN,PRP,PRON-INDP
31713,V-FIN,PRP,PRON-INDP
31714,V-FIN,PRP,PRON-INDP
31715,V-FIN,PRP,PRON-INDP
31716,V-FIN,PRP,PRON-INDP
31717,V-FIN,PRP,PRON-INDP
31718,V-FIN,PRP,PRON-INDP
31719,V-FIN,PRP,PRON-INDP
31720,V-FIN,,PRON-INDP
31721,V-PCP,V-PCP,
31722,V-PCP,V-PCP,V-FIN
31723,V-PCP,V-PCP,V-FIN
31724,V-PCP,V-PCP,V-FIN
31725,V-PCP,V-PCP,V-FIN
31726,V-PCP,,V-FIN
31727,V-FIN,NUM,
31728,V-FIN,NUM,PU
31729,V-FIN,NUM,PU
31730,V-FIN,NUM,PU
31731,V-FIN,NUM,PU
31732,V-FIN,NUM,PU
31733,V-FIN,NUM,PU
31734,V-FIN,NUM,PU
31735,V-FIN,NUM,PU
31736,V-FIN,NUM,PU
31737,V-FIN,NUM,PU
31738,V-FIN,NUM,PU
31739,V-FIN,NUM,PU
31740,V-FIN,NUM,PU
31741,V-FIN,NUM,PU
31742,V-FIN,NUM,PU
31743,V-FIN,NUM,PU
31744,V-FIN,NUM,PU
31745,V-FIN,NUM,PU
31746,V-FIN,NUM,PU
31747,V-FIN,NUM,PU
31748,V-FIN,NUM,PU
31749,V-FIN,NUM,PU
31750,V-FIN,NUM,PU
31751,V-FIN,NUM,PU
31752,V-FIN,NUM,PU
31753,V-FIN,NUM,PU
31754,V-FIN,NUM,PU
31755,V-FIN,NUM,PU
31756,V-FIN,,PU
31757,V-INF,ART,
31758,V-INF,ART,PRP
31759,V-INF,ART,PRP
31760,V-INF,ART,PRP
31761,V-INF,ART,PRP
31762,V-INF,ART,PRP
31763,V-INF,ART,PRP
31764,V-INF,ART,PRP
31765,V-INF,ART,PRP
31766,V-INF,ART,PRP
31767,V-INF,ART,PRP
31768,V-INF,ART,PRP
31769,V-INF,ART,PRP
31770,V-INF,ART,PRP
31771,V-INF,ART,PRP
31772,V-INF,ART,PRP
31773,V-INF,ART,PRP
31774,V-INF,ART,PRP
31775,V-INF,ART,PRP
31776,V-INF,ART,PRP
31777,V-INF,ART,PRP
31778,V-INF,ART,PRP
31779,V-INF,ART,PRP
31780,V-INF,ART,PRP
31781,V-INF,ART,PRP
31782,V-INF,ART,PRP
31783,V-INF,ART,PRP
31784,V-INF,ART,PRP
31785,V-INF,ART,PRP
31786,V-INF,,PRP
31787,V-FIN,ADJ,
31788,V-FIN,ADJ,PU
31789,V-FIN,ADJ,PU
31790,V-FIN,ADJ,PU
31791,V-FIN,ADJ,PU
31792,V-FIN,ADJ,PU
31793,V-FIN,ADJ,PU
31794,V-FIN,ADJ,PU
31795,V-FIN,ADJ,PU
31796,V-FIN,ADJ,PU
31797,V-FIN,ADJ,PU
31798,V-FIN,ADJ,PU
31799,V-FIN,ADJ,PU
31800,V-FIN,ADJ,PU
31801,V-FIN,ADJ,PU
31802,V-FIN,,PU
31803,V-PCP,PRP,
31804,V-PCP,PRP,V-FIN
31805,V-PCP,PRP,V-FIN
31806,V-PCP,PRP,V-FIN
31807,V-PCP,PRP,V-FIN
31808,V-PCP,PRP,V-FIN
31809,V-PCP,PRP,V-FIN
31810,V-PCP,PRP,V-FIN
31811,V-PCP,PRP,V-FIN
31812,V-PCP,PRP,V-FIN
31813,V-PCP,PRP,V-FIN
31814,V-PCP,,V-FIN
31815,V-FIN,ART,
31816,V-FIN,ART,PRON-PERS
31817,V-FIN,ART,PRON-PERS
31818,V-FIN,ART,PRON-PERS
31819,V-FIN,ART,PRON-PERS
31820,V-FIN,ART,PRON-PERS
31821,V-FIN,ART,PRON-PERS
31822,V-FIN,ART,PRON-PERS
31823,V-FIN,ART,PRON-PERS
31824,V-FIN,ART,PRON-PERS
31825,V-FIN,ART,PRON-PERS
31826,V-FIN,ART,PRON-PERS
31827,V-FIN,ART,PRON-PERS
31828,V-FIN,ART,PRON-PERS
31829,V-FIN,ART,PRON-PERS
31830,V-FIN,,PRON-PERS
31831,V-FIN,PU,
31832,V-FIN,PU,ADV
31833,V-FIN,PU,ADV
31834,V-FIN,PU,ADV
31835,V-FIN,PU,ADV
31836,V-FIN,PU,ADV
31837,V-FIN,PU,ADV
31838,V-FIN,PU,ADV
31839,V-FIN,PU,ADV
31840,V-FIN,PU,ADV
31841,V-FIN,PU,ADV
31842,V-FIN,PU,ADV
31843,V-FIN,PU,ADV
31844,V-FIN,PU,ADV
31845,V-FIN,PU,ADV
31846,V-FIN,,ADV
31847,V-FIN,PRP,
31848,V-FIN,PRP,PRON-PERS
31849,V-FIN,PRP,PRON-PERS
31850,V-FIN,PRP,PRON-PERS
31851,V-FIN,PRP,PRON-PERS
31852,V-FIN,PRP,PRON-PERS
31853,V-FIN,PRP,PRON-PERS
31854,V-FIN,PRP,PRON-PERS
31855,V-FIN,PRP,PRON-PERS
31856,V-FIN,PRP,PRON-PERS
31857,V-FIN,PRP,PRON-PERS
31858,V-FIN,PRP,PRON-PERS
31859,V-FIN,PRP,PRON-PERS
31860,V-FIN,PRP,PRON-PERS
31861,V-FIN,PRP,PRON-PERS
31862,V-FIN,PRP,PRON-PERS
31863,V-FIN,PRP,PRON-PERS
31864,V-FIN,PRP,PRON-PERS
31865,V-FIN,PRP,PRON-PERS
31866,V-FIN,,PRON-PERS
31867,V-FIN,ART,
31868,V-FIN,ART,N
31869,V-FIN,ART,N
31870,V-FIN,ART,N
31871,V-FIN,ART,N
31872,V-FIN,ART,N
31873,V-FIN,ART,N
31874,V-FIN,ART,N
31875,V-FIN,ART,N
31876,V-FIN,ART,N
31877,V-FIN,ART,N
31878,V-FIN,ART,N
31879,V-FIN,ART,N
31880,V-FIN,ART,N
31881,V-FIN,ART,N
31882,V-FIN,ART,N
31883,V-FIN,ART,N
31884,V-FIN,ART,N
31885,V-FIN,ART,N
31886,V-FIN,,N
31887,V-FIN,ART,
31888,V-FIN,ART,CONJ-C
31889,V-FIN,ART,CONJ-C
31890,V-FIN,ART,CONJ-C
31891,V-FIN,ART,CONJ-C
31892,V-FIN,ART,CONJ-C
31893,V-FIN,ART,CONJ-C
31894,V-FIN,ART,CONJ-C
31895,V-FIN,ART,CONJ-C
31896,V-FIN,ART,CONJ-C
31897,V-FIN,ART,CONJ-C
31898,V-FIN,ART,CONJ-C
31899,V-FIN,ART,CONJ-C
31900,V-FIN,ART,CONJ-C
31901,V-FIN,ART,CONJ-C
31902,V-FIN,ART,CONJ-C
31903,V-FIN,ART,CONJ-C
31904,V-FIN,ART,CONJ-C
31905,V-FIN,ART,CONJ-C
31906,V-FIN,,CONJ-C
31907,V-FIN,PRON-DET,
31908,V-FIN,PRON-DET,PU
31909,V-FIN,PRON-DET,PU
31910,V-FIN,PRON-DET,PU
31911,V-FIN,PRON-DET,PU
31912,V-FIN,PRON-DET,PU
31913,V-FIN,PRON-DET,PU
31914,V-FIN,PRON-DET,PU
31915,V-FIN,PRON-DET,PU
31916,V-FIN,PRON-DET,PU
31917,V-FIN,,PU
31918,V-FIN,N,
31919,V-FIN,N,CONJ-C
31920,V-FIN,N,CONJ-C
31921,V-FIN,N,CONJ-C
31922,V-FIN,N,CONJ-C
31923,V-FIN,N,CONJ-C
31924,V-FIN,N,CONJ-C
31925,V-FIN,N,CONJ-C
31926,V-FIN,N,CONJ-C
31927,V-FIN,N,CONJ-C
31928,V-FIN,,CONJ-C
31929,V-FIN,ART,
31930,V-FIN,ART,PU
31931,V-FIN,ART,PU
31932,V-FIN,ART,PU
31933,V-FIN,ART,PU
31934,V-FIN,ART,PU
31935,V-FIN,ART,PU
31936,V-FIN,ART,PU
31937,V-FIN,ART,PU
31938,V-FIN,ART,PU
31939,V-FIN,,PU
31940,V-INF,PROP,
31941,V-INF,PROP,ART
31942,V-INF,PROP,ART
31943,V-INF,PROP,ART
31944,V-INF,PROP,ART
31945,V-INF,PROP,ART
31946,V-INF,PROP,ART
31947,V-INF,PROP,ART
31948,V-INF,PROP,ART
31949,V-INF,PROP,ART
31950,V-INF,,ART
31951,V-FIN,ADV,
31952,V-FIN,ADV,PROP
31953,V-FIN,ADV,PROP
31954,V-FIN,ADV,PROP
31955,V-FIN,ADV,PROP
31956,V-FIN,ADV,PROP
31957,V-FIN,ADV,PROP
31958,V-FIN,ADV,PROP
31959,V-FIN,ADV,PROP
31960,V-FIN,ADV,PROP
31961,V-FIN,ADV,PROP
31962,V-FIN,ADV,PROP
31963,V-FIN,ADV,PROP
31964,V-FIN,ADV,PROP
31965,V-FIN,ADV,PROP
31966,V-FIN,ADV,PROP
31967,V-FIN,ADV,PROP
31968,V-FIN,ADV,PROP
31969,V-FIN,ADV,PROP
31970,V-FIN,ADV,PROP
31971,V-FIN,ADV,PROP
31972,V-FIN,ADV,PROP
31973,V-FIN,ADV,PROP
31974,V-FIN,ADV,PROP
31975,V-FIN,ADV,PROP
31976,V-FIN,,PROP
31977,V-INF,PROP,
31978,V-INF,PROP,ART
31979,V-INF,PROP,ART
31980,V-INF,PROP,ART
31981,V-INF,PROP,ART
31982,V-INF,PROP,ART
31983,V-INF,PROP,ART
31984,V-INF,PROP,ART
31985,V-INF,PROP,ART
31986,V-INF,PROP,ART
31987,V-INF,PROP,ART
31988,V-INF,PROP,ART
31989,V-INF,PROP,ART
31990,V-INF,PROP,ART
31991,V-INF,PROP,ART
31992,V-INF,PROP,ART
31993,V-INF,PROP,ART
31994,V-INF,PROP,ART
31995,V-INF,PROP,ART
31996,V-INF,PROP,ART
31997,V-INF,PROP,ART
31998,V-INF,PROP,ART
31999,V-INF,PROP,ART
32000,V-INF,PROP,ART
32001,V-INF,PROP,ART
32002,V-INF,,ART
32003,V-FIN,ART,
32004,V-FIN,ART,PROP
32005,V-FIN,ART,PROP
32006,V-FIN,ART,PROP
32007,V-FIN,ART,PROP
32008,V-FIN,ART,PROP
32009,V-FIN,ART,PROP
32010,V-FIN,ART,PROP
32011,V-FIN,ART,PROP
32012,V-FIN,ART,PROP
32013,V-FIN,ART,PROP
32014,V-FIN,ART,PROP
32015,V-FIN,ART,PROP
32016,V-FIN,ART,PROP
32017,V-FIN,,PROP
32018,V-FIN,NUM,
32019,V-FIN,NUM,PROP
32020,V-FIN,NUM,PROP
32021,V-FIN,NUM,PROP
32022,V-FIN,NUM,PROP
32023,V-FIN,NUM,PROP
32024,V-FIN,NUM,PROP
32025,V-FIN,NUM,PROP
32026,V-FIN,NUM,PROP
32027,V-FIN,NUM,PROP
32028,V-FIN,NUM,PROP
32029,V-FIN,NUM,PROP
32030,V-FIN,NUM,PROP
32031,V-FIN,NUM,PROP
32032,V-FIN,NUM,PROP
32033,V-FIN,NUM,PROP
32034,V-FIN,NUM,PROP
32035,V-FIN,NUM,PROP
32036,V-FIN,NUM,PROP
32037,V-FIN,NUM,PROP
32038,V-FIN,NUM,PROP
32039,V-FIN,NUM,PROP
32040,V-FIN,,PROP
32041,V-FIN,ART,
32042,V-FIN,ART,CONJ-C
32043,V-FIN,ART,CONJ-C
32044,V-FIN,ART,CONJ-C
32045,V-FIN,ART,CONJ-C
32046,V-FIN,ART,CONJ-C
32047,V-FIN,ART,CONJ-C
32048,V-FIN,ART,CONJ-C
32049,V-FIN,ART,CONJ-C
32050,V-FIN,ART,CONJ-C
32051,V-FIN,ART,CONJ-C
32052,V-FIN,ART,CONJ-C
32053,V-FIN,ART,CONJ-C
32054,V-FIN,ART,CONJ-C
32055,V-FIN,ART,CONJ-C
32056,V-FIN,ART,CONJ-C
32057,V-FIN,ART,CONJ-C
32058,V-FIN,ART,CONJ-C
32059,V-FIN,ART,CONJ-C
32060,V-FIN,ART,CONJ-C
32061,V-FIN,ART,CONJ-C
32062,V-FIN,ART,CONJ-C
32063,V-FIN,,CONJ-C
32064,V-INF,ART,
32065,V-INF,ART,PRON-PERS
32066,V-INF,ART,PRON-PERS
32067,V-INF,ART,PRON-PERS
32068,V-INF,ART,PRON-PERS
32069,V-INF,ART,PRON-PERS
32070,V-INF,ART,PRON-PERS
32071,V-INF,ART,PRON-PERS
32072,V-INF,ART,PRON-PERS
32073,V-INF,ART,PRON-PERS
32074,V-INF,ART,PRON-PERS
32075,V-INF,ART,PRON-PERS
32076,V-INF,ART,PRON-PERS
32077,V-INF,ART,PRON-PERS
32078,V-INF,ART,PRON-PERS
32079,V-INF,ART,PRON-PERS
32080,V-INF,ART,PRON-PERS
32081,V-INF,ART,PRON-PERS
32082,V-INF,ART,PRON-PERS
32083,V-INF,ART,PRON-PERS
32084,V-INF,ART,PRON-PERS
32085,V-INF,ART,PRON-PERS
32086,V-INF,ART,PRON-PERS
32087,V-INF,ART,PRON-PERS
32088,V-INF,ART,PRON-PERS
32089,V-INF,ART,PRON-PERS
32090,V-INF,ART,PRON-PERS
32091,V-INF,ART,PRON-PERS
32092,V-INF,ART,PRON-PERS
32093,V-INF,ART,PRON-PERS
32094,V-INF,ART,PRON-PERS
32095,V-INF,ART,PRON-PERS
32096,V-INF,ART,PRON-PERS
32097,V-INF,,PRON-PERS
32098,V-FIN,ADV,
32099,V-FIN,ADV,PRON-PERS
32100,V-FIN,ADV,PRON-PERS
32101,V-FIN,ADV,PRON-PERS
32102,V-FIN,ADV,PRON-PERS
32103,V-FIN,ADV,PRON-PERS
32104,V-FIN,ADV,PRON-PERS
32105,V-FIN,ADV,PRON-PERS
32106,V-FIN,ADV,PRON-PERS
32107,V-FIN,ADV,PRON-PERS
32108,V-FIN,ADV,PRON-PERS
32109,V-FIN,ADV,PRON-PERS
32110,V-FIN,ADV,PRON-PERS
32111,V-FIN,ADV,PRON-PERS
32112,V-FIN,ADV,PRON-PERS
32113,V-FIN,ADV,PRON-PERS
32114,V-FIN,ADV,PRON-PERS
32115,V-FIN,ADV,PRON-PERS
32116,V-FIN,ADV,PRON-PERS
32117,V-FIN,ADV,PRON-PERS
32118,V-FIN,ADV,PRON-PERS
32119,V-FIN,ADV,PRON-PERS
32120,V-FIN,ADV,PRON-PERS
32121,V-FIN,ADV,PRON-PERS
32122,V-FIN,ADV,PRON-PERS
32123,V-FIN,ADV,PRON-PERS
32124,V-FIN,ADV,PRON-PERS
32125,V-FIN,ADV,PRON-PERS
32126,V-FIN,ADV,PRON-PERS
32127,V-FIN,ADV,PRON-PERS
32128,V-FIN,ADV,PRON-PERS
32129,V-FIN,ADV,PRON-PERS
32130,V-FIN,ADV,PRON-PERS
32131,V-FIN,,PRON-PERS
32132,V-GER,N,
32133,V-GER,N,PU
32134,V-GER,N,PU
32135,V-GER,N,PU
32136,V-GER,N,PU
32137,V-GER,N,PU
32138,V-GER,N,PU
32139,V-GER,N,PU
32140,V-GER,N,PU
32141,V-GER,N,PU
32142,V-GER,N,PU
32143,V-GER,N,PU
32144,V-GER,N,PU
32145,V-GER,N,PU
32146,V-GER,N,PU
32147,V-GER,N,PU
32148,V-GER,N,PU
32149,V-GER,N,PU
32150,V-GER,N,PU
32151,V-GER,N,PU
32152,V-GER,N,PU
32153,V-GER,N,PU
32154,V-GER,N,PU
32155,V-GER,N,PU
32156,V-GER,N,PU
32157,V-GER,N,PU
32158,V-GER,N,PU
32159,V-GER,N,PU
32160,V-GER,N,PU
32161,V-GER,N,PU
32162,V-GER,N,PU
32163,V-GER,N,PU
32164,V-GER,N,PU
32165,V-GER,,PU
32166,V-FIN,N,
32167,V-FIN,N,ADV
32168,V-FIN,N,ADV
32169,V-FIN,N,ADV
32170,V-FIN,N,ADV
32171,V-FIN,N,ADV
32172,V-FIN,N,ADV
32173,V-FIN,N,ADV
32174,V-FIN,N,ADV
32175,V-FIN,N,ADV
32176,V-FIN,N,ADV
32177,V-FIN,N,ADV
32178,V-FIN,N,ADV
32179,V-FIN,N,ADV
32180,V-FIN,N,ADV
32181,V-FIN,N,ADV
32182,V-FIN,N,ADV
32183,V-FIN,N,ADV
32184,V-FIN,N,ADV
32185,V-FIN,N,ADV
32186,V-FIN,N,ADV
32187,V-FIN,N,ADV
32188,V-FIN,N,ADV
32189,V-FIN,N,ADV
32190,V-FIN,N,ADV
32191,V-FIN,N,ADV
32192,V-FIN,N,ADV
32193,V-FIN,N,ADV
32194,V-FIN,N,ADV
32195,V-FIN,N,ADV
32196,V-FIN,N,ADV
32197,V-FIN,N,ADV
32198,V-FIN,N,ADV
32199,V-FIN,N,ADV
32200,V-FIN,N,ADV
32201,V-FIN,,ADV
32202,V-PCP,ADV,
32203,V-PCP,ADV,V-INF
32204,V-PCP,ADV,V-INF
32205,V-PCP,ADV,V-INF
32206,V-PCP,ADV,V-INF
32207,V-PCP,ADV,V-INF
32208,V-PCP,ADV,V-INF
32209,V-PCP,ADV,V-INF
32210,V-PCP,ADV,V-INF
32211,V-PCP,ADV,V-INF
32212,V-PCP,ADV,V-INF
32213,V-PCP,ADV,V-INF
32214,V-PCP,ADV,V-INF
32215,V-PCP,ADV,V-INF
32216,V-PCP,ADV,V-INF
32217,V-PCP,ADV,V-INF
32218,V-PCP,ADV,V-INF
32219,V-PCP,ADV,V-INF
32220,V-PCP,ADV,V-INF
32221,V-PCP,ADV,V-INF
32222,V-PCP,ADV,V-INF
32223,V-PCP,ADV,V-INF
32224,V-PCP,ADV,V-INF
32225,V-PCP,ADV,V-INF
32226,V-PCP,ADV,V-INF
32227,V-PCP,ADV,V-INF
32228,V-PCP,ADV,V-INF
32229,V-PCP,ADV,V-INF
32230,V-PCP,ADV,V-INF
32231,V-PCP,ADV,V-INF
32232,V-PCP,ADV,V-INF
32233,V-PCP,ADV,V-INF
32234,V-PCP,ADV,V-INF
32235,V-PCP,ADV,V-INF
32236,V-PCP,ADV,V-INF
32237,V-PCP,,V-INF
32238,V-INF,PU,
32239,V-INF,PU,N
32240,V-INF,PU,N
32241,V-INF,PU,N
32242,V-INF,PU,N
32243,V-INF,PU,N
32244,V-INF,PU,N
32245,V-INF,PU,N
32246,V-INF,PU,N
32247,V-INF,PU,N
32248,V-INF,PU,N
32249,V-INF,PU,N
32250,V-INF,PU,N
32251,V-INF,PU,N
32252,V-INF,PU,N
32253,V-INF,PU,N
32254,V-INF,PU,N
32255,V-INF,PU,N
32256,V-INF,PU,N
32257,V-INF,PU,N
32258,V-INF,PU,N
32259,V-INF,PU,N
32260,V-INF,PU,N
32261,V-INF,PU,N
32262,V-INF,PU,N
32263,V-INF,PU,N
32264,V-INF,PU,N
32265,V-INF,PU,N
32266,V-INF,PU,N
32267,V-INF,PU,N
32268,V-INF,PU,N
32269,V-INF,PU,N
32270,V-INF,PU,N
32271,V-INF,PU,N
32272,V-INF,PU,N
32273,V-INF,,N
32274,V-FIN,ART,
32275,V-FIN,ART,PRON-INDP
32276,V-FIN,ART,PRON-INDP
32277,V-FIN,ART,PRON-INDP
32278,V-FIN,ART,PRON-INDP
32279,V-FIN,ART,PRON-INDP
32280,V-FIN,ART,PRON-INDP
32281,V-FIN,ART,PRON-INDP
32282,V-FIN,ART,PRON-INDP
32283,V-FIN,ART,PRON-INDP
32284,V-FIN,ART,PRON-INDP
32285,V-FIN,ART,PRON-INDP
32286,V-FIN,ART,PRON-INDP
32287,V-FIN,ART,PRON-INDP
32288,V-FIN,ART,PRON-INDP
32289,V-FIN,ART,PRON-INDP
32290,V-FIN,ART,PRON-INDP
32291,V-FIN,ART,PRON-INDP
32292,V-FIN,ART,PRON-INDP
32293,V-FIN,ART,PRON-INDP
32294,V-FIN,ART,PRON-INDP
32295,V-FIN,ART,PRON-INDP
32296,V-FIN,ART,PRON-INDP
32297,V-FIN,ART,PRON-INDP
32298,V-FIN,ART,PRON-INDP
32299,V-FIN,ART,PRON-INDP
32300,V-FIN,ART,PRON-INDP
32301,V-FIN,ART,PRON-INDP
32302,V-FIN,ART,PRON-INDP
32303,V-FIN,ART,PRON-INDP
32304,V-FIN,ART,PRON-INDP
32305,V-FIN,ART,PRON-INDP
32306,V-FIN,ART,PRON-INDP
32307,V-FIN,ART,PRON-INDP
32308,V-FIN,ART,PRON-INDP
32309,V-FIN,,PRON-INDP
32310,V-FIN,CONJ-S,
32311,V-FIN,CONJ-S,PRON-INDP
32312,V-FIN,CONJ-S,PRON-INDP
32313,V-FIN,CONJ-S,PRON-INDP
32314,V-FIN,CONJ-S,PRON-INDP
32315,V-FIN,CONJ-S,PRON-INDP
32316,V-FIN,CONJ-S,PRON-INDP
32317,V-FIN,CONJ-S,PRON-INDP
32318,V-FIN,CONJ-S,PRON-INDP
32319,V-FIN,CONJ-S,PRON-INDP
32320,V-FIN,CONJ-S,PRON-INDP
32321,V-FIN,CONJ-S,PRON-INDP
32322,V-FIN,CONJ-S,PRON-INDP
32323,V-FIN,CONJ-S,PRON-INDP
32324,V-FIN,CONJ-S,PRON-INDP
32325,V-FIN,CONJ-S,PRON-INDP
32326,V-FIN,,PRON-INDP
32327,V-GER,ADV,
32328,V-GER,ADV,PRON-INDP
32329,V-GER,ADV,PRON-INDP
32330,V-GER,ADV,PRON-INDP
32331,V-GER,ADV,PRON-INDP
32332,V-GER,ADV,PRON-INDP
32333,V-GER,ADV,PRON-INDP
32334,V-GER,ADV,PRON-INDP
32335,V-GER,ADV,PRON-INDP
32336,V-GER,ADV,PRON-INDP
32337,V-GER,ADV,PRON-INDP
32338,V-GER,ADV,PRON-INDP
32339,V-GER,ADV,PRON-INDP
32340,V-GER,ADV,PRON-INDP
32341,V-GER,ADV,PRON-INDP
32342,V-GER,ADV,PRON-INDP
32343,V-GER,,PRON-INDP
32344,V-FIN,PRP,
32345,V-FIN,PRP,N
32346,V-FIN,PRP,N
32347,V-FIN,PRP,N
32348,V-FIN,PRP,N
32349,V-FIN,PRP,N
32350,V-FIN,PRP,N
32351,V-FIN,PRP,N
32352,V-FIN,PRP,N
32353,V-FIN,PRP,N
32354,V-FIN,PRP,N
32355,V-FIN,PRP,N
32356,V-FIN,PRP,N
32357,V-FIN,PRP,N
32358,V-FIN,PRP,N
32359,V-FIN,PRP,N
32360,V-FIN,,N
32361,V-FIN,ART,
32362,V-FIN,ART,CONJ-C
32363,V-FIN,ART,CONJ-C
32364,V-FIN,ART,CONJ-C
32365,V-FIN,ART,CONJ-C
32366,V-FIN,ART,CONJ-C
32367,V-FIN,ART,CONJ-C
32368,V-FIN,ART,CONJ-C
32369,V-FIN,ART,CONJ-C
32370,V-FIN,,CONJ-C
32371,V-FIN,ART,
32372,V-FIN,ART,N
32373,V-FIN,ART,N
32374,V-FIN,ART,N
32375,V-FIN,ART,N
32376,V-FIN,ART,N
32377,V-FIN,ART,N
32378,V-FIN,ART,N
32379,V-FIN,ART,N
32380,V-FIN,ART,N
32381,V-FIN,ART,N
32382,V-FIN,ART,N
32383,V-FIN,ART,N
32384,V-FIN,ART,N
32385,V-FIN,ART,N
32386,V-FIN,ART,N
32387,V-FIN,ART,N
32388,V-FIN,ART,N
32389,V-FIN,ART,N
32390,V-FIN,ART,N
32391,V-FIN,ART,N
32392,V-FIN,ART,N
32393,V-FIN,ART,N
32394,V-FIN,ART,N
32395,V-FIN,ART,N
32396,V-FIN,ART,N
32397,V-FIN,ART,N
32398,V-FIN,ART,N
32399,V-FIN,ART,N
32400,V-FIN,ART,N
32401,V-FIN,ART,N
32402,V-FIN,ART,N
32403,V-FIN,ART,N
32404,V-FIN,ART,N
32405,V-FIN,ART,N
32406,V-FIN,ART,N
32407,V-FIN,ART,N
32408,V-FIN,ART,N
32409,V-FIN,,N
32410,V-PCP,ART,
32411,V-PCP,ART,V-INF
32412,V-PCP,ART,V-INF
32413,V-PCP,ART,V-INF
32414,V-PCP,ART,V-INF
32415,V-PCP,ART,V-INF
32416,V-PCP,ART,V-INF
32417,V-PCP,ART,V-INF
32418,V-PCP,ART,V-INF
32419,V-PCP,ART,V-INF
32420,V-PCP,ART,V-INF
32421,V-PCP,ART,V-INF
32422,V-PCP,ART,V-INF
32423,V-PCP,ART,V-INF
32424,V-PCP,ART,V-INF
32425,V-PCP,ART,V-INF
32426,V-PCP,ART,V-INF
32427,V-PCP,ART,V-INF
32428,V-PCP,ART,V-INF
32429,V-PCP,ART,V-INF
32430,V-PCP,ART,V-INF
32431,V-PCP,ART,V-INF
32432,V-PCP,ART,V-INF
32433,V-PCP,ART,V-INF
32434,V-PCP,ART,V-INF
32435,V-PCP,ART,V-INF
32436,V-PCP,ART,V-INF
32437,V-PCP,ART,V-INF
32438,V-PCP,ART,V-INF
32439,V-PCP,ART,V-INF
32440,V-PCP,ART,V-INF
32441,V-PCP,ART,V-INF
32442,V-PCP,ART,V-INF
32443,V-PCP,ART,V-INF
32444,V-PCP,ART,V-INF
32445,V-PCP,ART,V-INF
32446,V-PCP,ART,V-INF
32447,V-PCP,ART,V-INF
32448,V-PCP,,V-INF
32449,V-FIN,PRP,
32450,V-FIN,PRP,PRON-INDP
32451,V-FIN,PRP,PRON-INDP
32452,V-FIN,PRP,PRON-INDP
32453,V-FIN,PRP,PRON-INDP
32454,V-FIN,PRP,PRON-INDP
32455,V-FIN,PRP,PRON-INDP
32456,V-FIN,PRP,PRON-INDP
32457,V-FIN,PRP,PRON-INDP
32458,V-FIN,PRP,PRON-INDP
32459,V-FIN,PRP,PRON-INDP
32460,V-FIN,PRP,PRON-INDP
32461,V-FIN,PRP,PRON-INDP
32462,V-FIN,PRP,PRON-INDP
32463,V-FIN,PRP,PRON-INDP
32464,V-FIN,PRP,PRON-INDP
32465,V-FIN,PRP,PRON-INDP
32466,V-FIN,PRP,PRON-INDP
32467,V-FIN,PRP,PRON-INDP
32468,V-FIN,PRP,PRON-INDP
32469,V-FIN,PRP,PRON-INDP
32470,V-FIN,PRP,PRON-INDP
32471,V-FIN,,PRON-INDP
32472,V-FIN,ADV,
32473,V-FIN,ADV,PRON-PERS
32474,V-FIN,ADV,PRON-PERS
32475,V-FIN,ADV,PRON-PERS
32476,V-FIN,ADV,PRON-PERS
32477,V-FIN,ADV,PRON-PERS
32478,V-FIN,ADV,PRON-PERS
32479,V-FIN,ADV,PRON-PERS
32480,V-FIN,ADV,PRON-PERS
32481,V-FIN,ADV,PRON-PERS
32482,V-FIN,ADV,PRON-PERS
32483,V-FIN,ADV,PRON-PERS
32484,V-FIN,ADV,PRON-PERS
32485,V-FIN,ADV,PRON-PERS
32486,V-FIN,ADV,PRON-PERS
32487,V-FIN,ADV,PRON-PERS
32488,V-FIN,ADV,PRON-PERS
32489,V-FIN,ADV,PRON-PERS
32490,V-FIN,ADV,PRON-PERS
32491,V-FIN,ADV,PRON-PERS
32492,V-FIN,ADV,PRON-PERS
32493,V-FIN,ADV,PRON-PERS
32494,V-FIN,ADV,PRON-PERS
32495,V-FIN,ADV,PRON-PERS
32496,V-FIN,,PRON-PERS
32497,V-FIN,N,
32498,V-FIN,N,PROP
32499,V-FIN,N,PROP
32500,V-FIN,N,PROP
32501,V-FIN,N,PROP
32502,V-FIN,,PROP
32503,V-FIN,ADV,
32504,V-FIN,ADV,PROP
32505,V-FIN,ADV,PROP
32506,V-FIN,ADV,PROP
32507,V-FIN,ADV,PROP
32508,V-FIN,ADV,PROP
