,SHALLOW_CHUNKS
45068,I-NP
45069,I-NP
45070,O
45071,O
45072,B-VP
45073,B-NP
45074,I-NP
45075,B-PP
45076,B-VP
45077,B-NP
45078,I-NP
45079,B-VP
45080,B-NP
45081,I-NP
45082,I-NP
45083,O
45084,O
45085,B-VP
45086,B-NP
45087,I-NP
45088,B-PP
45089,B-VP
45090,B-NP
45091,O
45092,B-NP
45093,B-VP
45094,B-ADVP
45095,O
45096,B-VP
45097,B-NP
45098,O
45099,B-NP
45100,B-NP
45101,O
45102,B-NP
45103,B-VP
45104,B-ADVP
45105,O
45106,B-VP
45107,B-NP
45108,O
45109,B-NP
45110,B-NP
45111,I-NP
45112,B-ADVP
45113,B-NP
45114,B-VP
45115,B-PP
45116,I-PP
45117,I-PP
45118,B-PP
45119,I-PP
45120,I-PP
45121,I-PP
45122,I-PP
45123,I-PP
45124,B-NP
45125,I-NP
45126,I-NP
45127,I-NP
45128,B-PP
45129,I-PP
45130,I-PP
45131,B-NP
45132,B-VP
45133,O
45134,B-NP
45135,I-NP
45136,B-ADVP
45137,B-VP
45138,B-NP
45139,I-NP
45140,O
45141,O
45142,O
45143,B-NP
45144,I-NP
45145,B-PP
45146,I-PP
45147,B-ADVP
45148,B-VP
45149,I-VP
45150,B-PP
45151,I-PP
45152,O
45153,B-NP
45154,I-NP
45155,I-NP
45156,I-NP
45157,B-PP
45158,I-PP
45159,I-PP
45160,B-NP
45161,B-VP
45162,O
45163,B-NP
45164,I-NP
45165,B-ADVP
45166,B-VP
45167,B-NP
45168,I-NP
45169,O
45170,O
45171,O
45172,B-NP
45173,I-NP
45174,B-PP
45175,I-PP
45176,B-ADVP
45177,B-VP
45178,I-VP
45179,B-PP
45180,I-PP
45181,O
45182,B-NP
45183,I-NP
45184,I-NP
45185,I-NP
45186,B-PP
45187,I-PP
45188,I-PP
45189,B-NP
45190,B-VP
45191,O
45192,B-NP
45193,I-NP
45194,B-ADVP
45195,B-VP
45196,B-NP
45197,I-NP
45198,O
45199,O
45200,O
45201,B-NP
45202,I-NP
45203,B-PP
45204,I-PP
45205,B-ADVP
45206,B-VP
45207,I-VP
45208,B-PP
45209,I-PP
45210,O
45211,B-NP
45212,B-VP
45213,O
45214,B-NP
45215,I-NP
45216,I-NP
45217,B-PP
45218,I-PP
45219,I-PP
45220,B-ADVP
45221,B-VP
45222,I-VP
45223,B-NP
45224,I-NP
45225,I-NP
45226,B-VP
45227,B-PP
45228,I-PP
45229,I-PP
45230,O
45231,B-NP
45232,B-VP
45233,O
45234,B-NP
45235,I-NP
45236,I-NP
45237,B-PP
45238,I-PP
45239,I-PP
45240,B-ADVP
45241,B-VP
45242,I-VP
45243,B-NP
45244,I-NP
45245,I-NP
45246,B-VP
45247,B-PP
45248,I-PP
45249,I-PP
45250,O
45251,B-NP
45252,I-NP
45253,O
45254,B-ADVP
45255,O
45256,B-VP
45257,I-VP
45258,B-NP
45259,I-NP
45260,I-NP
45261,B-PP
45262,I-PP
45263,I-PP
45264,O
45265,B-NP
45266,O
45267,B-NP
45268,B-VP
45269,I-VP
45270,B-PP
45271,I-PP
45272,I-PP
45273,B-NP
45274,O
45275,B-NP
45276,B-VP
45277,B-PP
45278,I-PP
45279,I-PP
45280,I-PP
45281,I-PP
45282,I-PP
45283,I-PP
45284,I-PP
45285,B-PP
45286,I-PP
45287,B-ADVP
45288,B-VP
45289,B-PP
45290,I-PP
45291,I-PP
45292,I-PP
45293,B-NP
45294,I-NP
45295,I-NP
45296,O
45297,B-NP
45298,I-NP
45299,I-NP
45300,O
45301,B-NP
45302,I-NP
45303,I-NP
45304,B-PP
45305,I-PP
45306,B-VP
45307,B-NP
45308,I-NP
45309,B-NP
45310,B-VP
45311,B-NP
45312,I-NP
45313,I-NP
45314,I-NP
45315,B-PP
45316,B-NP
45317,O
45318,B-ADJP
45319,O
45320,B-NP
45321,B-VP
45322,B-ADJP
45323,O
45324,B-NP
45325,I-NP
45326,B-PP
45327,I-PP
45328,I-PP
45329,O
45330,B-NP
45331,I-NP
45332,B-PP
45333,I-PP
45334,I-PP
45335,B-NP
45336,B-VP
45337,B-NP
45338,I-NP
45339,I-NP
45340,B-PP
45341,I-PP
45342,I-PP
45343,O
45344,O
45345,B-VP
45346,B-NP
45347,B-VP
45348,B-PP
45349,I-PP
45350,I-PP
45351,I-PP
45352,I-PP
45353,I-PP
45354,O
45355,O
45356,B-ADVP
45357,B-VP
45358,B-VP
45359,B-ADJP
45360,B-PP
45361,B-VP
45362,B-NP
45363,O
45364,O
45365,B-VP
45366,B-NP
45367,O
45368,O
45369,B-VP
45370,B-NP
45371,B-VP
45372,B-PP
45373,I-PP
45374,I-PP
45375,I-PP
45376,I-PP
45377,I-PP
45378,O
45379,O
45380,B-ADVP
45381,B-VP
45382,B-VP
45383,B-ADJP
45384,B-PP
45385,B-VP
45386,B-NP
45387,O
45388,O
45389,B-VP
45390,B-NP
45391,O
45392,O
45393,B-VP
45394,B-NP
45395,B-VP
45396,B-PP
45397,I-PP
45398,I-PP
45399,I-PP
45400,I-PP
45401,I-PP
45402,O
45403,O
45404,B-ADVP
45405,B-VP
45406,B-VP
45407,B-ADJP
45408,B-PP
45409,B-VP
45410,B-NP
45411,O
45412,O
45413,B-VP
45414,B-NP
45415,O
45416,O
45417,B-VP
45418,B-NP
45419,I-NP
45420,O
45421,B-NP
45422,I-NP
45423,B-PP
45424,I-PP
45425,I-PP
45426,O
45427,B-VP
45428,I-VP
45429,B-ADVP
45430,O
45431,B-NP
45432,I-NP
45433,I-NP
45434,I-NP
45435,B-VP
45436,B-ADJP
45437,O
45438,O
45439,B-VP
45440,B-NP
45441,I-NP
45442,O
45443,B-NP
45444,I-NP
45445,B-PP
45446,I-PP
45447,I-PP
45448,O
45449,B-VP
45450,I-VP
45451,B-ADVP
45452,O
45453,B-NP
45454,I-NP
45455,I-NP
45456,I-NP
45457,B-VP
45458,B-ADJP
45459,O
45460,B-VP
45461,B-ADJP
45462,B-VP
45463,B-ADVP
45464,B-NP
45465,I-NP
45466,O
45467,B-VP
45468,B-ADVP
45469,B-PP
45470,I-PP
45471,B-NP
45472,I-NP
45473,I-NP
45474,B-NP
45475,I-NP
45476,I-NP
45477,B-PP
45478,I-PP
45479,I-PP
45480,I-PP
45481,I-PP
45482,I-PP
45483,I-PP
45484,I-PP
45485,B-VP
45486,B-NP
45487,B-PP
45488,I-PP
45489,I-PP
45490,I-PP
45491,B-PP
45492,I-PP
45493,I-PP
45494,I-PP
45495,O
45496,B-VP
45497,I-VP
45498,B-NP
45499,I-NP
45500,I-NP
45501,I-NP
45502,O
45503,B-NP
45504,I-NP
45505,B-VP
45506,B-PP
45507,I-PP
45508,I-PP
45509,I-PP
45510,I-PP
45511,I-PP
45512,I-PP
45513,I-PP
45514,I-PP
45515,O
45516,B-VP
45517,I-VP
45518,B-PP
45519,I-PP
45520,I-PP
45521,O
45522,B-NP
45523,I-NP
45524,B-VP
45525,B-PP
45526,I-PP
45527,I-PP
45528,I-PP
45529,I-PP
45530,I-PP
45531,I-PP
45532,I-PP
45533,I-PP
45534,O
45535,B-VP
45536,I-VP
45537,B-PP
45538,I-PP
45539,I-PP
45540,O
45541,B-NP
45542,I-NP
45543,B-VP
45544,B-NP
45545,I-NP
45546,B-NP
45547,I-NP
45548,B-PP
45549,I-PP
45550,I-PP
45551,B-VP
45552,B-ADVP
45553,O
45554,B-PP
45555,I-PP
45556,I-PP
45557,I-PP
45558,I-PP
45559,I-PP
45560,B-NP
45561,I-NP
45562,I-NP
45563,I-NP
45564,I-NP
45565,B-VP
45566,B-NP
45567,I-NP
45568,O
45569,B-NP
45570,I-NP
45571,B-PP
45572,I-PP
45573,I-PP
45574,B-VP
45575,B-ADVP
45576,O
45577,B-PP
45578,I-PP
45579,I-PP
45580,I-PP
45581,I-PP
45582,I-PP
45583,B-NP
45584,I-NP
45585,I-NP
45586,I-NP
45587,I-NP
45588,B-VP
45589,B-NP
45590,I-NP
45591,O
45592,B-NP
45593,I-NP
45594,B-NP
45595,B-VP
45596,B-NP
45597,I-NP
45598,I-NP
45599,B-NP
45600,O
45601,B-NP
45602,B-NP
45603,I-NP
45604,B-ADVP
45605,B-VP
45606,O
45607,O
45608,O
45609,B-NP
45610,I-NP
45611,B-VP
45612,I-VP
45613,B-PP
45614,I-PP
45615,I-PP
45616,I-PP
45617,I-PP
45618,I-PP
45619,O
45620,B-NP
45621,I-NP
45622,B-NP
45623,B-VP
45624,B-NP
45625,I-NP
45626,I-NP
45627,B-NP
45628,O
45629,B-NP
45630,B-NP
45631,I-NP
45632,B-ADVP
45633,B-VP
45634,O
45635,O
45636,O
45637,B-NP
45638,I-NP
45639,B-VP
45640,I-VP
45641,B-PP
45642,I-PP
45643,I-PP
45644,I-PP
45645,I-PP
45646,I-PP
45647,O
45648,B-NP
45649,I-NP
45650,B-NP
45651,B-VP
45652,B-NP
45653,I-NP
45654,I-NP
45655,B-NP
45656,O
45657,B-NP
45658,B-NP
45659,I-NP
45660,B-ADVP
45661,B-VP
45662,O
45663,O
45664,O
45665,B-NP
45666,I-NP
45667,B-VP
45668,I-VP
45669,B-PP
45670,I-PP
45671,I-PP
45672,I-PP
45673,I-PP
45674,I-PP
45675,O
45676,B-NP
45677,B-PP
45678,I-PP
45679,B-VP
45680,I-VP
45681,B-NP
45682,I-NP
45683,B-VP
45684,I-VP
45685,B-PP
45686,I-PP
45687,I-PP
45688,I-PP
45689,I-PP
45690,O
45691,B-PP
45692,I-PP
45693,I-PP
45694,I-PP
45695,I-PP
45696,I-PP
45697,O
45698,B-PP
45699,I-PP
45700,I-PP
45701,O
45702,B-NP
45703,I-NP
45704,I-NP
45705,I-NP
45706,I-NP
45707,I-NP
45708,B-VP
45709,B-PP
45710,I-PP
45711,I-PP
45712,I-PP
45713,O
45714,B-NP
45715,B-PP
45716,I-PP
45717,I-PP
45718,I-PP
45719,I-PP
45720,I-PP
45721,I-PP
45722,B-NP
45723,B-VP
45724,B-VP
45725,B-NP
45726,I-NP
45727,I-NP
45728,B-PP
45729,I-PP
45730,B-PP
45731,I-PP
45732,B-PP
45733,B-NP
45734,B-VP
45735,B-NP
45736,I-NP
45737,B-PP
45738,I-PP
45739,I-PP
45740,O
45741,B-NP
45742,B-PP
45743,I-PP
45744,I-PP
45745,I-PP
45746,I-PP
45747,I-PP
45748,I-PP
45749,B-NP
45750,B-VP
45751,B-VP
45752,B-NP
45753,I-NP
45754,I-NP
45755,B-PP
45756,I-PP
45757,B-PP
45758,I-PP
45759,B-PP
45760,B-NP
45761,B-VP
45762,B-NP
45763,I-NP
45764,B-PP
45765,I-PP
45766,I-PP
45767,O
45768,B-NP
45769,B-PP
45770,I-PP
45771,I-PP
45772,I-PP
45773,I-PP
45774,I-PP
45775,I-PP
45776,B-NP
45777,B-VP
45778,B-VP
45779,B-NP
45780,I-NP
45781,I-NP
45782,B-PP
45783,I-PP
45784,B-PP
45785,I-PP
45786,B-PP
45787,B-NP
45788,B-VP
45789,B-NP
45790,I-NP
45791,B-PP
45792,I-PP
45793,I-PP
45794,O
45795,B-PP
45796,I-PP
45797,I-PP
45798,O
45799,B-PP
45800,I-PP
45801,I-PP
45802,I-PP
45803,I-PP
45804,I-PP
45805,O
45806,B-VP
45807,B-NP
45808,B-NP
45809,I-NP
45810,B-PP
45811,I-PP
45812,I-PP
45813,B-NP
45814,I-NP
45815,B-PP
45816,I-PP
45817,I-PP
45818,I-PP
45819,I-PP
45820,I-PP
45821,I-PP
45822,I-PP
45823,B-NP
45824,O
45825,B-NP
45826,O
45827,B-NP
45828,I-NP
45829,B-VP
45830,B-NP
45831,I-NP
45832,B-PP
45833,I-PP
45834,I-PP
45835,B-NP
45836,B-VP
45837,B-NP
45838,I-NP
45839,B-PP
45840,I-PP
45841,O
45842,B-NP
45843,I-NP
45844,B-VP
45845,B-NP
45846,I-NP
45847,B-PP
45848,I-PP
45849,I-PP
45850,B-NP
45851,B-VP
45852,B-NP
45853,I-NP
45854,B-PP
45855,I-PP
45856,O
45857,B-NP
45858,B-NP
45859,B-VP
45860,B-PP
45861,I-PP
45862,O
45863,B-PP
45864,I-PP
45865,I-PP
45866,I-PP
45867,I-PP
45868,I-PP
45869,O
45870,B-NP
45871,I-NP
45872,I-NP
45873,I-NP
45874,I-NP
45875,B-PP
45876,I-PP
45877,I-PP
45878,I-PP
45879,I-PP
45880,I-PP
45881,I-PP
45882,I-PP
45883,I-PP
45884,I-PP
45885,B-NP
45886,B-VP
45887,I-VP
45888,B-NP
45889,B-PP
45890,I-PP
45891,I-PP
45892,I-PP
45893,B-PP
45894,I-PP
45895,I-PP
45896,I-PP
45897,B-PP
45898,B-VP
45899,B-NP
45900,I-NP
45901,B-PP
45902,I-PP
45903,I-PP
45904,I-PP
45905,I-PP
45906,B-NP
45907,B-VP
45908,B-PP
45909,I-PP
45910,I-PP
45911,O
45912,B-NP
45913,I-NP
45914,I-NP
45915,I-NP
45916,I-NP
45917,B-PP
45918,I-PP
45919,I-PP
45920,I-PP
45921,I-PP
45922,I-PP
45923,I-PP
45924,I-PP
45925,I-PP
45926,I-PP
45927,B-NP
45928,B-VP
45929,I-VP
45930,B-NP
45931,B-PP
45932,I-PP
45933,I-PP
45934,I-PP
45935,B-PP
45936,I-PP
45937,I-PP
45938,I-PP
45939,B-PP
45940,B-VP
45941,B-NP
45942,I-NP
45943,B-PP
45944,I-PP
45945,I-PP
45946,I-PP
45947,I-PP
45948,B-NP
45949,B-VP
45950,B-PP
45951,I-PP
45952,I-PP
45953,O
45954,B-NP
45955,I-NP
45956,I-NP
45957,I-NP
45958,I-NP
45959,B-PP
45960,I-PP
45961,I-PP
45962,I-PP
45963,I-PP
45964,I-PP
45965,I-PP
45966,I-PP
45967,I-PP
45968,I-PP
45969,B-NP
45970,B-VP
45971,I-VP
45972,B-NP
45973,B-PP
45974,I-PP
45975,I-PP
45976,I-PP
45977,B-PP
45978,I-PP
45979,I-PP
45980,I-PP
45981,B-PP
45982,B-VP
45983,B-NP
45984,I-NP
45985,B-PP
45986,I-PP
45987,I-PP
45988,I-PP
45989,I-PP
45990,B-NP
45991,B-VP
45992,B-PP
45993,I-PP
45994,I-PP
45995,O
45996,O
45997,B-ADVP
45998,B-VP
45999,O
46000,B-VP
46001,B-NP
46002,O
46003,B-VP
46004,I-VP
46005,B-NP
46006,B-VP
46007,B-PP
46008,B-NP
46009,I-NP
46010,I-NP
46011,O
46012,B-NP
46013,O
46014,O
46015,B-VP
46016,O
46017,O
46018,B-ADVP
46019,B-VP
46020,O
46021,B-VP
46022,B-NP
46023,O
46024,B-VP
46025,I-VP
46026,B-NP
46027,B-VP
46028,B-PP
46029,B-NP
46030,I-NP
46031,I-NP
46032,O
46033,B-NP
46034,O
46035,O
46036,B-VP
46037,O
46038,B-NP
46039,I-NP
46040,I-NP
46041,I-NP
46042,B-VP
46043,O
46044,B-VP
46045,B-NP
46046,I-NP
46047,I-NP
46048,I-NP
46049,B-NP
46050,B-ADVP
46051,B-VP
46052,B-NP
46053,B-PP
46054,I-PP
46055,I-PP
46056,B-NP
46057,B-ADVP
46058,B-NP
46059,B-VP
46060,B-PP
46061,I-PP
46062,I-PP
46063,O
46064,B-PP
46065,I-PP
46066,I-PP
46067,O
46068,B-NP
46069,I-NP
46070,I-NP
46071,I-NP
46072,B-VP
46073,O
46074,B-VP
46075,B-NP
46076,I-NP
46077,I-NP
46078,I-NP
46079,B-NP
46080,B-ADVP
46081,B-VP
46082,B-NP
46083,B-PP
46084,I-PP
46085,I-PP
46086,B-NP
46087,B-ADVP
46088,B-NP
46089,B-VP
46090,B-PP
46091,I-PP
46092,I-PP
46093,O
46094,B-PP
46095,I-PP
46096,I-PP
46097,O
46098,B-NP
46099,I-NP
46100,I-NP
46101,I-NP
46102,B-VP
46103,O
46104,B-VP
46105,B-NP
46106,I-NP
46107,I-NP
46108,I-NP
46109,B-NP
46110,B-ADVP
46111,B-VP
46112,B-NP
46113,B-PP
46114,I-PP
46115,I-PP
46116,B-NP
46117,B-ADVP
46118,B-NP
46119,B-VP
46120,B-PP
46121,I-PP
46122,I-PP
46123,O
46124,B-PP
46125,I-PP
46126,I-PP
46127,O
46128,O
46129,B-VP
46130,B-NP
46131,O
46132,O
46133,B-ADVP
46134,B-VP
46135,B-NP
46136,I-NP
46137,B-PP
46138,I-PP
46139,B-PP
46140,I-PP
46141,I-PP
46142,O
46143,B-VP
46144,B-VP
46145,B-NP
46146,I-NP
46147,O
46148,O
46149,B-VP
46150,B-NP
46151,I-NP
46152,O
46153,O
46154,B-VP
46155,B-NP
46156,O
46157,O
46158,B-ADVP
46159,B-VP
46160,B-NP
46161,I-NP
46162,B-PP
46163,I-PP
46164,B-PP
46165,I-PP
46166,I-PP
46167,O
46168,B-VP
46169,B-VP
46170,B-NP
46171,I-NP
46172,O
46173,O
46174,B-VP
46175,B-NP
46176,I-NP
46177,O
46178,O
46179,B-VP
46180,B-NP
46181,O
46182,O
46183,B-ADVP
46184,B-VP
46185,B-NP
46186,I-NP
46187,B-PP
46188,I-PP
46189,B-PP
46190,I-PP
46191,I-PP
46192,O
46193,B-VP
46194,B-VP
46195,B-NP
46196,I-NP
46197,O
46198,O
46199,B-VP
46200,B-NP
46201,I-NP
46202,O
46203,O
46204,B-VP
46205,B-NP
46206,O
46207,O
46208,B-ADVP
46209,B-VP
46210,B-NP
46211,I-NP
46212,B-PP
46213,I-PP
46214,B-PP
46215,I-PP
46216,I-PP
46217,O
46218,B-VP
46219,B-VP
46220,B-NP
46221,I-NP
46222,O
46223,O
46224,B-VP
46225,B-NP
46226,I-NP
46227,O
46228,O
46229,B-VP
46230,B-NP
46231,O
46232,O
46233,B-ADVP
46234,B-VP
46235,B-NP
46236,I-NP
46237,B-PP
46238,I-PP
46239,B-PP
46240,I-PP
46241,I-PP
46242,O
46243,B-VP
46244,B-VP
46245,B-NP
46246,I-NP
46247,O
46248,O
46249,B-VP
46250,B-NP
46251,I-NP
46252,O
46253,O
46254,B-ADVP
46255,B-VP
46256,O
46257,B-NP
46258,B-VP
46259,I-VP
46260,B-NP
46261,I-NP
46262,O
46263,O
46264,B-VP
46265,B-NP
46266,B-NP
46267,B-VP
46268,B-PP
46269,I-PP
46270,O
46271,O
46272,O
46273,B-ADVP
46274,B-VP
46275,O
46276,B-NP
46277,B-VP
46278,I-VP
46279,B-NP
46280,I-NP
46281,O
46282,O
46283,B-VP
46284,B-NP
46285,B-NP
46286,B-VP
46287,B-PP
46288,I-PP
46289,O
46290,O
46291,O
46292,B-ADVP
46293,B-VP
46294,O
46295,B-NP
46296,B-VP
46297,I-VP
46298,B-NP
46299,I-NP
46300,O
46301,O
46302,B-VP
46303,B-NP
46304,B-NP
46305,B-VP
46306,B-PP
46307,I-PP
46308,O
46309,O
46310,B-NP
46311,O
46312,B-NP
46313,I-NP
46314,B-NP
46315,B-NP
46316,B-VP
46317,B-VP
46318,B-PP
46319,I-PP
46320,I-PP
46321,B-PP
46322,I-PP
46323,I-PP
46324,I-PP
46325,I-PP
46326,O
46327,B-NP
46328,O
46329,B-NP
46330,I-NP
46331,B-NP
46332,B-NP
46333,B-VP
46334,B-VP
46335,B-PP
46336,I-PP
46337,I-PP
46338,B-PP
46339,I-PP
46340,I-PP
46341,I-PP
46342,I-PP
46343,O
46344,B-NP
46345,B-VP
46346,B-PP
46347,I-PP
46348,I-PP
46349,B-PP
46350,I-PP
46351,I-PP
46352,I-PP
46353,O
46354,B-VP
46355,B-PP
46356,B-VP
46357,B-PP
46358,I-PP
46359,I-PP
46360,I-PP
46361,B-PP
46362,I-PP
46363,I-PP
46364,I-PP
46365,I-PP
46366,I-PP
46367,O
46368,B-NP
46369,B-VP
46370,B-PP
46371,I-PP
46372,I-PP
46373,B-PP
46374,I-PP
46375,I-PP
46376,I-PP
46377,O
46378,B-VP
46379,B-PP
46380,B-VP
46381,B-PP
46382,I-PP
46383,I-PP
46384,I-PP
46385,B-PP
46386,I-PP
46387,I-PP
46388,I-PP
46389,I-PP
46390,I-PP
46391,O
46392,B-NP
46393,B-VP
46394,B-PP
46395,I-PP
46396,I-PP
46397,B-PP
46398,I-PP
46399,I-PP
46400,I-PP
46401,O
46402,B-VP
46403,B-PP
46404,B-VP
46405,B-PP
46406,I-PP
46407,I-PP
46408,I-PP
46409,B-PP
46410,I-PP
46411,I-PP
46412,I-PP
46413,I-PP
46414,I-PP
46415,O
46416,B-PP
46417,I-PP
46418,I-PP
46419,I-PP
46420,I-PP
46421,O
46422,B-NP
46423,B-VP
46424,B-NP
46425,I-NP
46426,O
46427,B-NP
46428,B-VP
46429,B-NP
46430,I-NP
46431,I-NP
46432,B-NP
46433,B-ADVP
46434,B-VP
46435,O
46436,B-NP
46437,B-VP
46438,I-VP
46439,I-VP
46440,B-NP
46441,B-PP
46442,I-PP
46443,O
46444,B-NP
46445,B-VP
46446,B-NP
46447,I-NP
46448,O
46449,B-NP
46450,B-VP
46451,B-NP
46452,B-PP
46453,I-PP
46454,B-NP
46455,I-NP
46456,I-NP
46457,I-NP
46458,I-NP
46459,B-VP
46460,I-VP
46461,I-VP
46462,I-VP
46463,B-PP
46464,I-PP
46465,I-PP
46466,B-NP
46467,I-NP
46468,B-PP
46469,I-PP
46470,I-PP
46471,I-PP
46472,I-PP
46473,I-PP
46474,I-PP
46475,I-PP
46476,I-PP
46477,I-PP
46478,B-VP
46479,B-PP
46480,I-PP
46481,I-PP
46482,I-PP
46483,I-PP
46484,I-PP
46485,B-PP
46486,I-PP
46487,I-PP
46488,I-PP
46489,I-PP
46490,I-PP
46491,I-PP
46492,O
46493,B-PP
46494,I-PP
46495,I-PP
46496,I-PP
46497,I-PP
46498,I-PP
46499,I-PP
46500,I-PP
46501,I-PP
46502,O
46503,B-NP
46504,I-NP
46505,B-VP
46506,B-ADVP
46507,B-NP
46508,I-NP
46509,B-PP
46510,I-PP
46511,B-PP
46512,I-PP
46513,I-PP
46514,B-VP
46515,B-NP
46516,I-NP
46517,B-PP
46518,B-VP
46519,B-PP
46520,I-PP
46521,I-PP
46522,O
46523,B-PP
46524,I-PP
46525,I-PP
46526,I-PP
46527,I-PP
46528,I-PP
46529,O
46530,B-NP
46531,I-NP
46532,B-VP
46533,B-ADVP
46534,B-NP
46535,I-NP
46536,B-PP
46537,I-PP
46538,B-PP
46539,I-PP
46540,I-PP
46541,B-VP
46542,B-NP
46543,I-NP
46544,B-PP
46545,B-VP
46546,B-PP
46547,I-PP
46548,I-PP
46549,O
46550,B-PP
46551,I-PP
46552,I-PP
46553,I-PP
46554,I-PP
46555,I-PP
46556,O
46557,B-NP
46558,I-NP
46559,B-VP
46560,B-ADVP
46561,B-NP
46562,I-NP
46563,B-PP
46564,I-PP
46565,B-PP
46566,I-PP
46567,I-PP
46568,B-VP
46569,B-NP
46570,I-NP
46571,B-PP
46572,B-VP
46573,B-PP
46574,I-PP
46575,I-PP
46576,O
46577,B-PP
46578,I-PP
46579,I-PP
46580,I-PP
46581,I-PP
46582,I-PP
46583,O
46584,B-ADVP
46585,O
46586,B-ADVP
46587,I-ADVP
46588,O
46589,B-PP
46590,I-PP
46591,I-PP
46592,I-PP
46593,O
46594,B-NP
46595,I-NP
46596,B-VP
46597,B-PP
46598,I-PP
46599,I-PP
46600,I-PP
46601,I-PP
46602,I-PP
46603,O
46604,B-ADVP
46605,B-VP
46606,B-NP
46607,O
46608,B-ADVP
46609,O
46610,B-ADVP
46611,I-ADVP
46612,O
46613,B-PP
46614,I-PP
46615,I-PP
46616,I-PP
46617,O
46618,B-NP
46619,I-NP
46620,B-VP
46621,B-PP
46622,I-PP
46623,I-PP
46624,I-PP
46625,I-PP
46626,I-PP
46627,O
46628,B-ADVP
46629,B-VP
46630,B-NP
46631,O
46632,B-PP
46633,I-PP
46634,I-PP
46635,I-PP
46636,O
46637,B-NP
46638,O
46639,B-NP
46640,B-VP
46641,I-VP
46642,O
46643,B-NP
46644,B-PP
46645,I-PP
46646,I-PP
46647,O
46648,B-NP
46649,I-NP
46650,B-VP
46651,B-ADVP
46652,B-PP
46653,I-PP
46654,O
46655,B-PP
46656,I-PP
46657,I-PP
46658,O
46659,B-PP
46660,I-PP
46661,I-PP
46662,I-PP
46663,I-PP
46664,I-PP
46665,I-PP
46666,I-PP
46667,I-PP
46668,O
46669,B-NP
46670,I-NP
46671,I-NP
46672,O
46673,B-NP
46674,I-NP
46675,B-PP
46676,I-PP
46677,I-PP
46678,I-PP
46679,I-PP
46680,B-VP
46681,B-NP
46682,O
46683,B-PP
46684,I-PP
46685,I-PP
46686,O
46687,B-PP
46688,I-PP
46689,I-PP
46690,I-PP
46691,I-PP
46692,I-PP
46693,I-PP
46694,I-PP
46695,O
46696,B-PP
46697,I-PP
46698,O
46699,B-NP
46700,I-NP
46701,B-VP
46702,I-VP
46703,B-NP
46704,B-PP
46705,I-PP
46706,O
46707,B-NP
46708,B-PP
46709,I-PP
46710,O
46711,B-NP
46712,O
46713,B-PP
46714,I-PP
46715,O
46716,B-VP
46717,B-ADVP
46718,B-NP
46719,I-NP
46720,B-PP
46721,I-PP
46722,I-PP
46723,I-PP
46724,I-PP
46725,I-PP
46726,I-PP
46727,I-PP
46728,I-PP
46729,B-PP
46730,I-PP
46731,I-PP
46732,I-PP
46733,I-PP
46734,I-PP
46735,I-PP
46736,I-PP
46737,I-PP
46738,I-PP
46739,I-PP
46740,O
46741,B-PP
46742,I-PP
46743,I-PP
46744,O
46745,B-NP
46746,B-PP
46747,I-PP
46748,I-PP
46749,O
46750,B-PP
46751,I-PP
46752,I-PP
46753,B-VP
46754,B-NP
46755,B-PP
46756,I-PP
46757,O
46758,B-PP
46759,I-PP
46760,B-PP
46761,I-PP
46762,O
46763,B-NP
46764,I-NP
46765,B-VP
46766,I-VP
46767,I-VP
46768,B-PP
46769,I-PP
46770,I-PP
46771,I-PP
46772,I-PP
46773,B-NP
46774,B-VP
46775,B-NP
46776,I-NP
46777,B-PP
46778,I-PP
46779,I-PP
46780,I-PP
46781,B-NP
46782,B-ADVP
46783,B-VP
46784,B-VP
46785,B-ADVP
46786,B-NP
46787,I-NP
46788,I-NP
46789,O
46790,B-NP
46791,I-NP
46792,B-VP
46793,I-VP
46794,I-VP
46795,B-PP
46796,I-PP
46797,I-PP
46798,I-PP
46799,I-PP
46800,B-NP
46801,B-VP
46802,B-NP
46803,I-NP
46804,B-PP
46805,I-PP
46806,I-PP
46807,I-PP
46808,B-NP
46809,B-ADVP
46810,B-VP
46811,B-VP
46812,B-ADVP
46813,B-NP
46814,I-NP
46815,I-NP
46816,O
46817,B-NP
46818,I-NP
46819,B-VP
46820,I-VP
46821,I-VP
46822,B-PP
46823,I-PP
46824,I-PP
46825,I-PP
46826,I-PP
46827,B-NP
46828,B-VP
46829,B-NP
46830,I-NP
46831,B-PP
46832,I-PP
46833,I-PP
46834,I-PP
46835,B-NP
46836,B-ADVP
46837,B-VP
46838,B-VP
46839,B-ADVP
46840,B-NP
46841,I-NP
46842,I-NP
46843,O
46844,B-PP
46845,I-PP
46846,O
46847,B-NP
46848,I-NP
46849,B-ADVP
46850,B-VP
46851,I-VP
46852,B-NP
46853,I-NP
46854,O
46855,O
46856,B-VP
46857,B-VP
46858,B-NP
46859,I-NP
46860,B-PP
46861,I-PP
46862,I-PP
46863,I-PP
46864,O
46865,B-VP
46866,B-NP
46867,I-NP
46868,O
46869,O
46870,B-VP
46871,B-NP
46872,I-NP
46873,B-PP
46874,I-PP
46875,I-PP
46876,B-NP
46877,I-NP
46878,I-NP
46879,I-NP
46880,B-PP
46881,I-PP
46882,I-PP
46883,O
46884,O
46885,B-VP
46886,B-VP
46887,B-NP
46888,I-NP
46889,B-PP
46890,I-PP
46891,I-PP
46892,I-PP
46893,O
